compound,headgroup,acyl_n,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,total_scans,dedup_group_id,sirius_formula,sirius_structure_name,sirius_npc_class
N-C10:0-taurine,taurine,10,C12H25N1O4S1,[M+H]+,280.157705433,7534,280.1534,-15.36789071483465,3.575091,True,False,23,asid_7534,C11H17N7O2,methyl (2S)-2-[(1-deuterio-2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoate,Dipeptides
N-C13:0-ethanolamine,ethanolamine,13,C15H31N1O2,[M+Na]+,280.2246999383,29792,280.2237,-3.568344618406724,4.992463,True,False,6,asid_29792,,,
N-C9:0-taurine,taurine,9,C11H23N1O4S1,[M+NH4]+,283.1686044701,32782,283.1742,19.76041768640686,5.375,True,True,26,asid_2616,C16H23FO3,2-Decoxyethyl phosphate,Glycerophosphates
N-C15:0-ethanolamine,ethanolamine,15,C17H35N1O2,[M+H]+,286.2740558178,4740,286.2731,-3.3388208975492626,5.226495,True,False,23,asid_4740,,,
N-C14:0-ethanolamine,ethanolamine,14,C16H33N1O2,[M+Na]+,294.2403500021,13011,294.242,5.607653403095534,4.815091,True,True,9,asid_11364,,,
N-C10:0-taurine,taurine,10,C12H25N1O4S1,[M+NH4]+,297.1842545339,17024,297.1802,-13.643165269129717,1.523073,True,False,22,asid_17024,C12H28N2O4S,"3,3-dipentyl-1-(2,2,2-trifluoroacetyl)urea",Aminoacids
N-C10:0-taurine,taurine,10,C12H25N1O4S1,[M+NH4]+,297.1842545339,45785,297.18,-14.316148433464305,1.433613,True,False,9,asid_45785,,,
N-C8:0-dopamine,dopamine,8,C16H25N1O3,[M+NH4]+,297.2172692218,10610,297.2206,11.206543309936524,4.724065,True,True,35,asid_651,,,
N-C8:0-dopamine,dopamine,8,C16H25N1O3,[M+NH4]+,297.2172692218,32294,297.2204,10.533634900104564,4.909,True,True,19,asid_1242,,,
N-C16:0-ethanolamine,ethanolamine,16,C18H37N1O2,[M+H]+,300.2897058816,4225,300.2888,-3.016692155243343,4.764,True,True,27,asid_193,C18H37NO2,Sphingoid,Sphingoid bases
N-C16:0-ethanolamine,ethanolamine,16,C18H37N1O2,[M+H]+,300.2897058816,10985,300.2888,-3.016692155243343,5.111222,True,True,20,asid_690,C18H37NO2,Sphingoid,Sphingoid bases
N-C16:0-ethanolamine,ethanolamine,16,C18H37N1O2,[M+H]+,300.2897058816,12315,300.2886,-3.6827156521843154,4.872,True,False,21,asid_12315,C18H37NO2,"1-Tetradecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",Sphingoid bases
N-C16:0-ethanolamine,ethanolamine,16,C18H37N1O2,[M+H]+,300.2897058816,19360,300.2885,-4.015727400560155,5.357,True,False,8,asid_19360,C18H37NO2,Palmitoylethanolamide,N-acyl ethanolamines (endocannabinoids)
N-C16:0-ethanolamine,ethanolamine,16,C18H37N1O2,[M+H]+,300.2897058816,23484,300.2892,-1.6846451613613986,4.637504,True,True,8,asid_3730,C18H37NO2,Sphingoid,Sphingoid bases
N-C9:0-tryptamine,tryptamine,9,C19H28N2O1,[M+H]+,301.2274399776,25482,301.2225,-16.39949401801477,2.125271,True,False,9,asid_25482,,,
N-C10:0-taurine,taurine,10,C12H25N1O4S1,[M+Na]+,302.13964968109997,33916,302.1411,4.800160791731011,4.911,True,False,14,asid_33916,,,
N-C8:0-dopamine,dopamine,8,C16H25N1O3,[M+Na]+,302.17266436899996,10166,302.1742,5.081965316852918,4.04631,True,True,14,asid_3434,,,
N-C15:0-ethanolamine,ethanolamine,15,C17H35N1O2,[M+NH4]+,303.3006049187,6729,303.3038,10.534371670235274,5.810102,True,True,13,asid_3643,,,
N-C12:0-GABA,GABA,12,C16H31N1O3,[M+Na]+,308.2196145604,49891,308.221,4.494975447958885,4.31121,True,False,8,asid_49891,C18H29NO3,"2-Undecyl-2-oxazoline-4,4-dimethanol",Pyrrolidine alkaloids
N-C10:0-dopamine,dopamine,10,C18H29N1O3,[M+H]+,308.2220202485,49891,308.221,-3.310109054333463,4.31121,True,False,8,asid_49891,C18H29NO3,"2-Undecyl-2-oxazoline-4,4-dimethanol",Pyrrolidine alkaloids
N-C8:0-tryptamine,tryptamine,8,C18H26N2O1,[M+Na]+,309.19373416189995,5252,309.1881,-18.22210891564796,0.857499,True,False,27,asid_1009,,,
N-C14:0-GABA,GABA,14,C18H35N1O3,[M+H]+,314.2689704399,16741,314.2676,-4.360722912140566,5.384,True,False,6,asid_16741,C18H35NO3,Elmiric Acid,N-acyl amines
N-C17:0-ethanolamine,ethanolamine,17,C19H39N1O2,[M+H]+,314.3053559454,21228,314.3046,-2.4051305066490434,5.412678,True,True,6,asid_2322,,,
N-C17:0-ethanolamine,ethanolamine,17,C19H39N1O2,[M+H]+,314.3053559454,29083,314.3044,-3.041454375216471,4.90614,True,False,21,asid_29083,C19H39NO2,N-(1-hydroxypropan-2-yl)hexadecanamide,Sphingoid bases
N-C9:0-serotonin,serotonin,9,C19H28N2O2,[M+H]+,317.2223545997,8482,317.2256,10.230679688648594,1.076161,True,False,35,asid_1494,,,
N-C9:0-serotonin,serotonin,9,C19H28N2O2,[M+H]+,317.2223545997,20852,317.2255,9.91544339295598,3.640872,True,True,25,asid_1828,,,
N-C13:0-GABA,GABA,13,C17H33N1O3,[M+NH4]+,317.27986947700003,26566,317.283,9.866755823941602,5.549,True,False,7,asid_8985,C22H36O,"3,7,11,15-tetramethylhexadec-1-yn-3-ol",Fatty alcohols
N-C16:0-ethanolamine,ethanolamine,16,C18H37N1O2,[M+Na]+,322.2716501297,16046,322.2729,3.878312906200558,5.159,True,False,14,asid_16046,C20H35NO2,Alpha-Lea,N-acyl ethanolamines (endocannabinoids)
N-C8:0-serotonin,serotonin,8,C18H26N2O2,[M+Na]+,325.18864878399995,8637,325.1862,-7.530348950135293,1.363773,True,False,55,asid_8637,C12H25FN4O5,3-methyl-2-{[(6-methylheptan-2-yl)carbamoyl]amino}pentanoic acid,Dipeptides
N-C15:0-GABA,GABA,15,C19H37N1O3,[M+H]+,328.2846205037,7827,328.2834,-3.717821743118005,5.409,True,False,9,asid_7827,C19H37NO3,Palmitoyl sarcosine,N-acyl amines
N-C18:0-ethanolamine,ethanolamine,18,C20H41N1O2,[M+H]+,328.3210060092,15924,328.3199,-3.368682416730929,5.554,True,False,9,asid_15924,C20H41NO2,N-(2-hydroxyethyl)octadecanamide,N-acyl ethanolamines (endocannabinoids)
N-C18:0-ethanolamine,ethanolamine,18,C20H41N1O2,[M+H]+,328.3210060092,32948,328.3197,-3.9778423435893253,5.238,True,False,20,asid_32948,C20H41NO2,N-(2-hydroxyethyl)octadecanamide,Sphingoid bases
N-C18:0-ethanolamine,ethanolamine,18,C20H41N1O2,[M+H]+,328.3210060092,35918,328.3197,-3.9778423435893253,5.056,True,True,8,asid_11276,C20H41NO2,"1-Hexadecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",Sphingoid bases
N-C11:0-tryptamine,tryptamine,11,C21H32N2O1,[M+H]+,329.2587401052,15922,329.2542,-13.788867680518182,3.074599,True,False,15,asid_15922,,,
N-C12:0-taurine,taurine,12,C14H29N1O4S1,[M+Na]+,330.1709498087,31101,330.1653,-17.111768019830688,1.306267,True,False,6,asid_31101,,,
N-C10:0-serotonin,serotonin,10,C20H30N2O2,[M+H]+,331.2380046635,5026,331.2414,10.250443645277809,1.150776,True,False,33,asid_1000,,,
N-C10:0-serotonin,serotonin,10,C20H30N2O2,[M+H]+,331.2380046635,6268,331.2413,9.948545920478727,1.010213,True,False,25,asid_1243,,,
N-C14:0-GABA,GABA,14,C18H35N1O3,[M+Na]+,336.25091468799997,15638,336.2525,4.71466970283936,4.815091,True,False,11,asid_11364,C20H33NO3,Elmiric Acid,Nitro fatty acids
N-C14:0-GABA,GABA,14,C18H35N1O3,[M+Na]+,336.25091468799997,38425,336.2494,-4.504636073307206,4.2755,True,False,24,asid_38425,,,
N-C12:0-dopamine,dopamine,12,C20H33N1O3,[M+H]+,336.2533203761,15638,336.2525,-2.4397561311976803,4.815091,True,False,11,asid_11364,C20H33NO3,Elmiric Acid,Nitro fatty acids
N-C12:0-dopamine,dopamine,12,C20H33N1O3,[M+H]+,336.2533203761,38425,336.2494,-11.658995948815802,4.2755,True,False,24,asid_38425,,,
N-C11:0-dopamine,dopamine,11,C19H31N1O3,[M+NH4]+,339.2642194132,751,339.2673,9.08019951321639,4.713918,True,True,76,asid_651,,,
N-C11:0-dopamine,dopamine,11,C19H31N1O3,[M+NH4]+,339.2642194132,3699,339.2673,9.08019951321639,4.929,True,False,53,asid_3699,,,
N-C16:0-GABA,GABA,16,C20H39N1O3,[M+H]+,342.3002705675,854,342.299,-3.711850703168236,5.111222,True,False,18,asid_690,C20H39NO3,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",Ceramides
N-C16:0-GABA,GABA,16,C20H39N1O3,[M+H]+,342.3002705675,971,342.2991,-3.4197095375595983,5.272875,True,True,48,asid_1069,C20H39NO3,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",Ceramides
N-C16:0-GABA,GABA,16,C20H39N1O3,[M+H]+,342.3002705675,3363,342.2991,-3.4197095375595983,5.376,True,True,8,asid_5310,C20H39NO3,N-Palmitoyl GABA,N-acyl amines
N-C16:0-GABA,GABA,16,C20H39N1O3,[M+H]+,342.3002705675,7982,342.2991,-3.4197095375595983,4.698049,True,False,16,asid_7831,C20H39NO3,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",Ceramides
N-C13:0-taurine,taurine,13,C15H31N1O4S1,[M+Na]+,344.1865998725,23384,344.181,-16.26987367339083,1.398714,True,False,8,asid_23384,,,
N-C11:0-serotonin,serotonin,11,C21H32N2O2,[M+H]+,345.2536547273,5224,345.2569,9.399676601680792,1.496708,True,False,15,asid_1098,,,
N-C11:0-serotonin,serotonin,11,C21H32N2O2,[M+H]+,345.2536547273,5587,345.2568,9.110034483181327,1.336958,True,False,16,asid_1209,,,
N-C11:0-serotonin,serotonin,11,C21H32N2O2,[M+H]+,345.2536547273,8244,345.2568,9.110034483181327,1.235037,True,False,11,asid_1721,,,
N-C15:0-GABA,GABA,15,C19H37N1O3,[M+Na]+,350.2665647518,7044,350.2677,3.2410978216122364,5.418,True,True,40,asid_427,C21H35NO3,"3-methyl-4-(15-oxohexadecyl)-2,5-dihydro-1H-pyrrole-2,5-dione",Aminoacids
N-C15:0-GABA,GABA,15,C19H37N1O3,[M+Na]+,350.2665647518,17748,350.2677,3.2410978216122364,5.23471,True,False,23,asid_17748,,,
N-C15:0-GABA,GABA,15,C19H37N1O3,[M+Na]+,350.2665647518,23781,350.2677,3.2410978216122364,5.301605,True,True,17,asid_1322,C21H35NO3,2-heptadecanamidoacetic acid,N-acyl amines
N-C13:0-dopamine,dopamine,13,C21H35N1O3,[M+H]+,350.2689704399,7044,350.2677,-3.627040951990879,5.418,True,True,40,asid_427,C21H35NO3,"3-methyl-4-(15-oxohexadecyl)-2,5-dihydro-1H-pyrrole-2,5-dione",Aminoacids
N-C13:0-dopamine,dopamine,13,C21H35N1O3,[M+H]+,350.2689704399,17748,350.2677,-3.627040951990879,5.23471,True,False,23,asid_17748,,,
N-C13:0-dopamine,dopamine,13,C21H35N1O3,[M+H]+,350.2689704399,23781,350.2677,-3.627040951990879,5.301605,True,True,17,asid_1322,C21H35NO3,2-heptadecanamidoacetic acid,N-acyl amines
N-C14:0-taurine,taurine,14,C16H33N1O4S1,[M+NH4]+,353.24685478910004,2717,353.2463,-1.5705422213968825,4.161404,True,False,96,asid_6362,,,
N-C14:0-taurine,taurine,14,C16H33N1O4S1,[M+NH4]+,353.24685478910004,6680,353.2464,-1.2874540675487718,3.636708,True,True,24,asid_1828,,,
N-C14:0-taurine,taurine,14,C16H33N1O4S1,[M+NH4]+,353.24685478910004,18760,353.2465,-1.0043659135397442,3.855751,True,True,25,asid_3287,,,
N-C17:0-GABA,GABA,17,C21H41N1O3,[M+H]+,356.3159206313,15502,356.3147,-3.4256995809333004,5.21165,True,False,7,asid_10684,,,
N-C20:0-ethanolamine,ethanolamine,20,C22H45N1O2,[M+H]+,356.3523061368,13710,356.3516,-1.9815693284883547,5.442,True,False,6,asid_13710,C22H45NO2,"(E)-2-aminodocos-4-ene-1,3-diol",Sphingoid bases
N-C14:0-taurine,taurine,14,C16H33N1O4S1,[M+Na]+,358.2022499363,7392,358.2076,14.935874079401868,0.978609,True,False,69,asid_7392,C15H27N5O5,6-amino-2-{3-carbamoyl-2-[(pyrrolidin-2-yl)formamido]propanamido}hexanoic acid,Tripeptides
N-C14:0-taurine,taurine,14,C16H33N1O4S1,[M+Na]+,358.2022499363,18173,358.1965,-16.052205984229612,0.640262,True,False,34,asid_18173,C16H27N3O6,2-[[1-(2-Amino-4-methylpentanoyl)pyrrolidine-2-carbonyl]amino]pentanedioic acid,Dipeptides
N-C14:0-taurine,taurine,14,C16H33N1O4S1,[M+Na]+,358.2022499363,31429,358.1961,-17.168893554127376,3.222006,True,False,30,asid_31429,C16H27N3O6,2-[[4-Carboxy-2-(pyrrolidine-2-carbonylamino)butanoyl]amino]-4-methylpentanoic acid,Tripeptides
N-C14:0-taurine,taurine,14,C16H33N1O4S1,[M+Na]+,358.2022499363,52879,358.196,-17.448065446522474,3.342,True,False,7,asid_52879,,,
N-C12:0-dopamine,dopamine,12,C20H33N1O3,[M+Na]+,358.2352646242,2837,358.2326,-7.438196244592564,1.839,True,False,24,asid_2837,C17H31N3O5,N-[2-[[(2S)-3-methyl-1-[[(2S)-3-methyl-1-oxobutan-2-yl]amino]-1-oxobutan-2-yl]amino]-2-oxoethyl]carbamic acid tert-butyl ester,Tripeptides
N-C12:0-dopamine,dopamine,12,C20H33N1O3,[M+Na]+,358.2352646242,3302,358.2329,-6.600757752052622,1.781458,True,False,26,asid_3302,C17H31N3O5,isovaleryl-Ala-Leu-Ala-OH,Tripeptides
N-C12:0-dopamine,dopamine,12,C20H33N1O3,[M+Na]+,358.2352646242,9690,358.2363,2.8902118308072104,4.04631,True,False,8,asid_9690,,,
N-C12:0-serotonin,serotonin,12,C22H34N2O2,[M+H]+,359.2693047911,9086,359.2646,-13.095444106405674,0.563,True,False,42,asid_9086,,,
N-C16:0-GABA,GABA,16,C20H39N1O3,[M+Na]+,364.28221481559996,1840,364.2808,-3.8838448390185634,5.375,True,False,8,asid_1840,,,
N-C16:0-GABA,GABA,16,C20H39N1O3,[M+Na]+,364.28221481559996,4385,364.2833,2.9789661858436554,5.192634,True,False,15,asid_4385,C22H37NO3,N-Palmitoyl GABA,N-acyl amines
N-C14:0-dopamine,dopamine,14,C22H37N1O3,[M+H]+,364.2846205037,1840,364.2808,-10.48768870541357,5.375,True,False,8,asid_1840,,,
N-C14:0-dopamine,dopamine,14,C22H37N1O3,[M+H]+,364.2846205037,4385,364.2833,-3.624923001659864,5.192634,True,False,15,asid_4385,C22H37NO3,N-Palmitoyl GABA,N-acyl amines
N-C13:0-dopamine,dopamine,13,C21H35N1O3,[M+NH4]+,367.2955195408,34388,367.2983,7.570087442010379,4.778931,True,False,13,asid_22286,,,
N-C18:0-GABA,GABA,18,C22H43N1O3,[M+H]+,370.33157069509997,4313,370.3302,-3.701264511168339,5.307437,True,False,16,asid_3002,C22H43NO3,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",Ceramides
N-C18:0-GABA,GABA,18,C22H43N1O3,[M+H]+,370.33157069509997,6673,370.3301,-3.9712927990272466,5.530379,True,False,12,asid_6673,C22H43NO3,N-palmitoyl leucine,N-acyl amines
N-C18:0-GABA,GABA,18,C22H43N1O3,[M+H]+,370.33157069509997,21593,370.3302,-3.701264511168339,4.715,True,False,14,asid_21593,C22H43NO3,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",N-acyl amines
N-C15:0-taurine,taurine,15,C17H35N1O4S1,[M+Na]+,372.2179000001,5611,372.2123,-15.044951088984696,1.760562,True,False,24,asid_5611,,,
N-C15:0-taurine,taurine,15,C17H35N1O4S1,[M+Na]+,372.2179000001,13759,372.2114,-17.462889613706945,3.231957,True,False,38,asid_13759,,,
N-C15:0-taurine,taurine,15,C17H35N1O4S1,[M+Na]+,372.2179000001,22922,372.2118,-16.388250269504724,3.287362,True,False,27,asid_22922,C17H29N3O6,N-tert-butyl-2-[4-[2-(5-cyclopropyltetrazol-2-yl)acetyl]piperazin-1-yl]acetamide,Dipeptides
N-C13:0-dopamine,dopamine,13,C21H35N1O3,[M+Na]+,372.25091468799997,940,372.2483,-7.023993486183074,2.262463,True,False,106,asid_940,C14H29N9O3,"(S)-tert-butyl 1-(cyclopentylamino)-8-(hydroxyamino)-1,8-dioxooctan-2-ylcarbamate",Tripeptides
N-C13:0-dopamine,dopamine,13,C21H35N1O3,[M+Na]+,372.25091468799997,1010,372.2485,-6.486721468532645,2.207451,True,False,25,asid_1010,,,
N-C13:0-serotonin,serotonin,13,C23H36N2O2,[M+H]+,373.2849548549,829,373.2802,-12.737869121588608,0.535128,True,True,129,asid_5560,,,
N-C17:0-taurine,taurine,17,C19H39N1O4S1,[M+H]+,378.2672558796,9656,378.261,-16.538253054484066,5.064,True,False,14,asid_9656,C17H35N3O6,Ethyl 2-(2-oxohexadecanamido)acetate,Terpenoid alkaloids
N-C20:0-ethanolamine,ethanolamine,20,C22H45N1O2,[M+Na]+,378.3342503849,2655,378.3339,-0.926125243985445,5.442,True,False,11,asid_13710,C21H45O5,"1-N,1-N,2-N',2-N'-tetrakis(2-ethoxyethyl)propane-1,2,2-triamine",N-acyl amines
N-C13:0-tryptamine,tryptamine,13,C23H36N2O1,[M+Na]+,379.27198448089996,30081,379.2681,-10.24193997685388,4.831985,True,False,6,asid_63,,,
N-C14:0-dopamine,dopamine,14,C22H37N1O3,[M+NH4]+,381.3111696046,21826,381.3141,7.685049989514336,4.498158,True,False,7,asid_32677,,,
N-C15:0-tryptamine,tryptamine,15,C25H40N2O1,[M+H]+,385.32134036040003,51126,385.3157,-14.638069084782613,4.54209,True,False,9,asid_51126,C20H40N4O3,N2-(1-Oxotetradecyl)-L-arginine,N-acyl amines
N-C16:0-taurine,taurine,16,C18H37N1O4S1,[M+Na]+,386.2335500639,2855,386.2386,13.07482506164092,1.960005,True,True,30,asid_5032,C17H31N5O5,6-amino-2-{6-amino-2-[(5-oxopyrrolidin-2-yl)formamido]hexanamido}hexanoic acid,Tripeptides
N-C16:0-taurine,taurine,16,C18H37N1O4S1,[M+Na]+,386.2335500639,2983,386.2385,12.815914358479073,1.899941,True,False,30,asid_2983,,,
N-C16:0-taurine,taurine,16,C18H37N1O4S1,[M+Na]+,386.2335500639,23559,386.2273,-16.182084386376015,3.102,True,False,23,asid_23559,,,
N-C14:0-serotonin,serotonin,14,C24H38N2O2,[M+H]+,387.3006049187,1895,387.3025,4.893050193928423,5.48756,True,True,15,asid_4086,C20H42N2O3Si,"N,N'-bis(prop-2-ynyl)octadec-9-enediamide",N-acyl amines
N-C14:0-serotonin,serotonin,14,C24H38N2O2,[M+H]+,387.3006049187,5277,387.2968,-9.824200250817928,5.202743,True,False,10,asid_9200,,,
N-C18:0-GABA,GABA,18,C22H43N1O3,[M+Na]+,392.31351494319995,2482,392.3145,2.510891831509235,5.379,True,False,25,asid_2482,C23H41N3O2,"1,3-Bis(2-ethylhexyl)hexahydro-5-methyl-5-nitropyrimidine",N-acyl amines
N-C18:0-GABA,GABA,18,C22H43N1O3,[M+Na]+,392.31351494319995,24947,392.312,-3.861562608047053,5.525966,True,False,7,asid_6673,,,
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+H]+,392.3159206313,2482,392.3145,-3.6211410888120996,5.379,True,False,25,asid_2482,C23H41N3O2,"1,3-Bis(2-ethylhexyl)hexahydro-5-methyl-5-nitropyrimidine",N-acyl amines
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+H]+,392.3159206313,24947,392.312,-9.993556452366096,5.525966,True,False,7,asid_6673,,,
N-C14:0-tryptamine,tryptamine,14,C24H38N2O1,[M+Na]+,393.2876345447,2246,393.2844,-8.224374264202261,4.83598,True,False,34,asid_63,,,
N-C15:0-dopamine,dopamine,15,C23H39N1O3,[M+NH4]+,395.3268196684,3087,395.3334,16.645295164924747,5.468,True,False,9,asid_3087,,,
N-C15:0-dopamine,dopamine,15,C23H39N1O3,[M+NH4]+,395.3268196684,3141,395.3293,6.274129344621748,5.719,True,False,10,asid_3141,C28H42O,"Ergosta-5,7,22,24(28)-Tetraen-3Beta-Ol",Ergostane steroids
N-C15:0-dopamine,dopamine,15,C23H39N1O3,[M+NH4]+,395.3268196684,10571,395.3297,7.2859504002961355,6.289517,True,False,10,asid_10571,,,
N-C15:0-dopamine,dopamine,15,C23H39N1O3,[M+NH4]+,395.3268196684,40177,395.3292,6.021174080775046,5.06229,True,False,9,asid_40177,C21H44N2O3,"3-Hexadecyl-1,1-bis(2-hydroxyethyl)urea",Open-chain polyketides
N-C15:0-dopamine,dopamine,15,C23H39N1O3,[M+NH4]+,395.3268196684,42473,395.3253,-3.8440812116907597,4.693015,True,False,7,asid_42473,C23H42N2O3,1-(10-Iminooctadecanoyl)pyrrolidine-2-carboxylic acid,N-acyl amines
N-C17:0-taurine,taurine,17,C19H39N1O4S1,[M+Na]+,400.24920012769996,2171,400.2543,12.741742640357678,2.384859,True,False,83,asid_2171,,,
N-C17:0-taurine,taurine,17,C19H39N1O4S1,[M+Na]+,400.24920012769996,2248,400.2546,13.491275680987918,2.334523,True,False,19,asid_2248,C18H33N5O5,H-Val-Lys-Pro-Gly-OH,Tripeptides
