row_id,strain_code,species,fraction,peak_area
4109,DBVPG_4669,Rhodotorula mucilaginosa,cell,420008
4109,TFCN_152A-12,Rhodotorula mucilaginosa,cell,578758
4109,TFCN_17-332M-1,Rhodotorula mucilaginosa,cell,1175828
4109,DBVPG_3381,Rhodotorula mucilaginosa,cell,4128285
4109,DBVPG_3769,Rhodotorula dairenensis,cell,157561
4109,DBVPG_4201,Rhodotorula mucilaginosa,cell,951800
4109,DBVPG_4408,Rhodotorula mucilaginosa,cell,685885
4109,DBVPG_4920,Rhodotorula mucilaginosa,cell,754647
4109,TFCN_17-332M-2,Rhodotorula mucilaginosa,cell,985810
4109,TFCN_134A-3,Rhodotorula mucilaginosa,cell,526351
4109,TFCN_102D-1,Rhodotorula mucilaginosa,cell,611242
4109,TFCN_209-6-14,Rhodotorula mucilaginosa,cell,1105417
4109,DBVPG_3044,Rhodotorula mucilaginosa,cell,707266
4109,DBVPG_3382,Rhodotorula mucilaginosa,cell,3858974
4109,DBVPG_3854,Rhodotorula mucilaginosa,cell,2343552
4109,DBVPG_4202,Rhodotorula mucilaginosa,cell,765501
4109,DBVPG_4466,Rhodotorula mucilaginosa,cell,1254745
4109,DBVPG_4945,Rhodotorula mucilaginosa,cell,1050825
4109,TFCN_17-332C-1,Rhodotorula mucilaginosa,cell,1160636
4109,TFCN_4M-1-2,Rhodotorula mucilaginosa,cell,660838
4109,DBVPG_3045,Rhodotorula mucilaginosa,cell,293021
4109,DBVPG_3383,Rhodotorula mucilaginosa,cell,10088906
4109,DBVPG_3855,Rhodotorula mucilaginosa,cell,3164483
4109,DBVPG_4203,Rhodotorula mucilaginosa,cell,818375
4109,DBVPG_4530,Rhodotorula taiwanensis,cell,4762880
4109,DBVPG_4946,Rhodotorula mucilaginosa,cell,721633
4109,TFCN_25-0-2E333-1,Rhodotorula mucilaginosa,cell,440759
4109,TFCN_25-0-2E334-1,Rhodotorula mucilaginosa,cell,271193
4109,DBVPG_3090,Rhodotorula mucilaginosa,cell,470307
4109,TFCN_209-6-11,Rhodotorula mucilaginosa,cell,292234
4109,DBVPG_3384,Rhodotorula mucilaginosa,cell,10577465
4109,DBVPG_3772,Rhodotorula dairenensis,cell,4626150
4109,DBVPG_3856,Rhodotorula mucilaginosa,cell,851151
4109,DBVPG_4304,Rhodotorula mucilaginosa,cell,385833
4109,DBVPG_4531,Rhodotorula taiwanensis,cell,475590
4109,DBVPG_4947,Rhodotorula mucilaginosa,cell,228460
4109,TFCN_25-334Y-6,Rhodotorula mucilaginosa,cell,277621
4109,DBVPG_3235,Rhodotorula mucilaginosa,cell,1052611
4109,DBVPG_3442,Rhodotorula mucilaginosa,cell,992429
4109,DBVPG_3773,Rhodotorula dairenensis,cell,348817
4109,DBVPG_3857,Rhodotorula mucilaginosa,cell,2073708
4109,DBVPG_4376,Rhodotorula mucilaginosa,cell,1940400
4109,DBVPG_4534,Rhodotorula mucilaginosa,cell,423503
4109,DBVPG_4949,Rhodotorula mucilaginosa,cell,878094
4109,TFCN_209-6-1,Rhodotorula mucilaginosa,cell,928061
4109,TFCN_209-6-12,Rhodotorula mucilaginosa,cell,1302581
4109,DBVPG_3237,Rhodotorula mucilaginosa,cell,6248874
4109,DBVPG_3443,Rhodotorula mucilaginosa,cell,750733
4109,DBVPG_3774,Rhodotorula mucilaginosa,cell,4024156
4109,TFCN_17-337P-5,Rhodotorula mucilaginosa,cell,222614
4109,DBVPG_3858,Rhodotorula mucilaginosa,cell,1248157
4109,DBVPG_5227,Rhodotorula mucilaginosa,cell,0
4109,DBVPG_6091,Rhodotorula mucilaginosa,cell,784033
4109,DBVPG_6739,Rhodotorula toruloides,cell,129533
4109,DBVPG_7947,Rhodotorula sp_clade_XIII,cell,88076
4109,DBVPG_3236,Rhodotorula mucilaginosa,cell,450387
4109,TFCN_137C-3,Rhodotorula mucilaginosa,cell,339875
4109,DBVPG_7316,Rhodotorula paludigena,cell,4177281
4109,DBVPG_4956,Rhodotorula mucilaginosa,cell,320230
4109,DBVPG_5228,Rhodotorula mucilaginosa,cell,1161636
4109,DBVPG_6093,Rhodotorula mucilaginosa,cell,315332
4109,DBVPG_6742,Rhodotorula mucilaginosa,cell,394217
4109,DBVPG_8043,Rhodotorula mucilaginosa,cell,273249
4109,DBVPG_3445,Rhodotorula mucilaginosa,cell,246144
4109,TFCN_212C-2,Rhodotorula mucilaginosa,cell,196802
4109,DBVPG_4957,Rhodotorula mucilaginosa,cell,658356
4109,DBVPG_5229,Rhodotorula mucilaginosa,cell,3049634
4109,DBVPG_6094,Rhodotorula mucilaginosa,cell,384027
4109,DBVPG_6743,Rhodotorula mucilaginosa,cell,315616
4109,DBVPG_8058,Rhodotorula sp_clade_I,cell,503255
4109,DBVPG_3446,Rhodotorula mucilaginosa,cell,376880
4109,DBVPG_10842,Rhodotorula mucilaginosa,cell,1210084
4109,TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,cell,252971
4109,DBVPG_4958,Rhodotorula mucilaginosa,cell,459558
4109,DBVPG_5235,Rhodotorula mucilaginosa,cell,988973
4109,DBVPG_6121,Rhodotorula toruloides,cell,953833
4109,DBVPG_6803,Rhodotorula mucilaginosa,cell,1291246
4109,DBVPG_10075,Cystobasidium sp.,cell,712810
4109,DBVPG_3778,Rhodotorula mucilaginosa,cell,1207050
4109,DBVPG_10882,Rhodotorula mucilaginosa,cell,128949
4109,TFCN_1A-1-3,Rhodotorula mucilaginosa,cell,281771
4109,DBVPG_4962,Rhodotorula mucilaginosa,cell,99284
4109,DBVPG_5236,Rhodotorula mucilaginosa,cell,134866
4109,DBVPG_6195,Rhodotorula diobovata,cell,283745
4109,DBVPG_7019,Rhodotorula mucilaginosa,cell,128450
4109,DBVPG_10753,Rhodotorula kratochvilovae,cell,691978
4109,DBVPG_3780,Rhodotorula mucilaginosa,cell,162419
4109,DBVPG_10886,Rhodotorula mucilaginosa,cell,357420
4109,DBVPG_4963,Rhodotorula mucilaginosa,cell,115453
4109,TFCN_25-332D-2,Rhodotorula mucilaginosa,cell,658179
4109,DBVPG_5757,Rhodotorula mucilaginosa,cell,92362
4109,DBVPG_6202,Rhodotorula diobovata,cell,600220
4109,DBVPG_7021,Rhodotorula graminis,cell,181411
4109,DBVPG_10780,Rhodotorula mucilaginosa,cell,105633
4109,DBVPG_6083,Rhodotorula graminis,cell,96383
4109,DBVPG_10937,Rhodotorula mucilaginosa,cell,113212
4109,DBVPG_4964,Rhodotorula mucilaginosa,cell,122908
4109,DBVPG_5758,Rhodotorula mucilaginosa,cell,58730
4109,TFCN_98A-5,Rhodotorula mucilaginosa,cell,604405
4109,TFCN_2M-1-4,Rhodotorula mucilaginosa,cell,294409
4109,DBVPG_6593,Rhodotorula mucilaginosa,cell,100193
4109,DBVPG_7323,Rhodotorula paludigena,cell,943654
4109,DBVPG_10348,Rhodotorula sp_clade_XI,cell,107769
4109,DBVPG_6092,Rhodotorula mucilaginosa,cell,78719
4109,TFCN_17-333M-1,Rhodotorula mucilaginosa,cell,232887
4109,DBVPG_5225,Rhodotorula mucilaginosa,cell,210331
4109,DBVPG_5759,Rhodotorula mucilaginosa,cell,69025
4109,DBVPG_6649,Rhodotorula mucilaginosa,cell,96148
4109,TFCN_340-3,Rhodotorula mucilaginosa,cell,399268
4109,DBVPG_7539,Rhodotorula kratochvilovae,cell,175827
4109,DBVPG_10383,Rhodotorula kratochvilovae,cell,709398
4109,DBVPG_6740,Pseudomicrostroma phylloplanum,cell,132553
4109,DBVPG_5226,Rhodotorula mucilaginosa,cell,614130
4109,DBVPG_6081,Rhodotorula glutinis,cell,0
4109,DBVPG_10619,Rhodotorula mucilaginosa,cell,117376
4109,DBVPG_6741,Rhodotorula mucilaginosa,cell,106449
4109,TFCN_100D-1,Rhodotorula mucilaginosa,cell,337045
4109,NRRL_Y-2474,Rhodotorula graminis,cell,264436
4109,NRRL_Y-2504,Rhodotorula dairenensis,cell,133206
4109,NRRL_Y-2510,Rhodotorula mucilaginosa,cell,0
4109,NRRL_Y-7192,Rhodotorula sphaerocarpa,cell,0
4109,NRRL_Y-12923,Rhodotorula paludigena,cell,865258
4109,NRRL_Y-17376,Rhodotorula araucariae,cell,2840638
4109,TFCN_340-1,Rhodotorula mucilaginosa,cell,883620
4109,TFCN_17-267M-1,Rhodotorula mucilaginosa,cell,487059
4109,TFCN_48A-15,Rhodotorula paludigena,cell,7019740
4109,TFCN_25-332C-1,Rhodotorula mucilaginosa,cell,984862
4109,TFCN_17-334Y-3,Rhodotorula mucilaginosa,cell,349746
4109,TFCN_102C-2,Rhodotorula mucilaginosa,cell,304185
4109,TFCN_270H-1,Rhodotorula mucilaginosa,cell,284893
4109,TFCN_107C-3,Rhodotorula mucilaginosa,cell,206565
4109,TFCN_33A-4,Rhodotorula mucilaginosa,cell,289077
4109,TFCN_152D-4,Rhodotorula toruloides,cell,469650
4109,TFCN_7-9-2,Rhodotorula diobovata,cell,4081736
4109,TFCN_17Y-278-1,Rhodotorula mucilaginosa,cell,388973
4109,TFCN_43A-4,Rhodotorula paludigena,cell,6199112
4109,TFCN_25-331D-1,Rhodotorula mucilaginosa,cell,430091
4109,TFCN_25-333C-2,Rhodotorula mucilaginosa,cell,225757
4109,TFCN_270H-2,Rhodotorula mucilaginosa,cell,254175
4109,TFCN_105A-2,Rhodotorula mucilaginosa,cell,620539
4109,TFCN_118C-2,Rhodotorula mucilaginosa,cell,303290
4109,TFCN_25-334D-3,Rhodotorula mucilaginosa,cell,801333
4109,TFCN_1A-14,Rhodotorula mucilaginosa,cell,471123
4109,TFCN_211A-3,Rhodotorula mucilaginosa,cell,245887
4109,TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,cell,262448
4109,TFCN_172A-1,Rhodotorula mucilaginosa,cell,505079
4109,TFCN_22C-4,Rhodotorula mucilaginosa,cell,291506
4109,TFCN_98D-11,Rhodotorula mucilaginosa,cell,577799
4109,TFCN_25-332Y-1,Rhodotorula mucilaginosa,cell,578000
4109,TFCN_25-333Y-9,Rhodotorula mucilaginosa,cell,223990
4109,TFCN_17-334Y-2,Rhodotorula mucilaginosa,cell,564297
4109,TFCN_25-325Y-1,Rhodotorula mucilaginosa,cell,586214
4109,TFCN_152A-6,Rhodotorula toruloides,cell,664127
4109,TFCN_17-338D-3,Rhodotorula mucilaginosa,cell,423919
4109,TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,cell,349856
4109,TFCN_140A-3,Rhodotorula mucilaginosa,cell,577619
4109,TFCN_209-6-5,Rhodotorula mucilaginosa,cell,818179
4109,TFCN_17-333P-6,Rhodotorula mucilaginosa,cell,278962
4109,TFCN_17-325D-2,Rhodotorula mucilaginosa,cell,549788
4109,TFCN_17-325P-1,Rhodotorula mucilaginosa,cell,575414
4109,TFCN_17-329Y-4,Rhodotorula mucilaginosa,cell,804775
4109,TFCN_7W-292-3,Rhodotorula dairenensis,cell,1982305
4109,TFCN_89D-3,Rhodotorula mucilaginosa,cell,808321
4109,TFCN_209-6-17,Rhodotorula mucilaginosa,cell,654378
4109,TFCN_137D-4,Rhodotorula mucilaginosa,cell,699276
4109,TFCN_25-337Y-1,Rhodotorula mucilaginosa,cell,491920
4109,TFCN_209-6-2,Rhodotorula mucilaginosa,cell,531937
4109,TFCN_25-332P-2,Rhodotorula mucilaginosa,cell,403148
4109,TFCN_98C-7,Rhodotorula mucilaginosa,cell,346117
4109,TFCN_107A-6,Rhodotorula mucilaginosa,cell,421887
4109,TFCN_1B-1-2,Rhodotorula mucilaginosa,cell,821751
4109,TFCN_98C-5,Rhodotorula mucilaginosa,cell,310145
4109,TFCN_152A-2,Rhodotorula mucilaginosa,cell,633950
4109,TFCN_25-333Y-10,Rhodotorula mucilaginosa,cell,226624
4109,TFCN_152C-3,Rhodotorula toruloides,cell,478928
4109,TFCN_4M-1-5,Rhodotorula mucilaginosa,cell,264205
4109,TFCN_17-390M-1,Rhodotorula mucilaginosa,cell,463728
4109,TFCN_25-335P-1,Rhodotorula diobovata,cell,1958285
4109,TFCN_S22D-1,Rhodotorula taiwanensis,cell,2989490
4109,TFCN_48D-10,Rhodotorula paludigena,cell,4765013
4109,TFCN_86A-3,Rhodotorula mucilaginosa,cell,729837
4109,TFCN_152A-4,Rhodotorula toruloides,cell,631571
4109,TFCN_17-332P-1,Rhodotorula mucilaginosa,cell,767444
4109,TFCN_4M-1-4,Rhodotorula mucilaginosa,cell,918030
4109,TFCN_102C-1,Rhodotorula mucilaginosa,cell,511891
4109,TFCN_17-291Y-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_86C-9,Rhodotorula sphaerocarpa,supernatant,164043
4109,TFCN_404D-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_213-6-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152C-6,Rhodotorula taiwanensis,supernatant,0
4109,TFCN_273H-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-332M-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_98C-8,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-335C-1,Rhodotorula diobovata,supernatant,0
4109,TFCN_54D-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152D-6,Rhodotorula toruloides,supernatant,0
4109,TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_357-1,Rhodotorula taiwanensis,supernatant,0
4109,TFCN_17-328C-3,Rhodotorula sp_clade_I,supernatant,0
4109,TFCN_4M-1-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-334Y-6,Rhodotorula diobovata,supernatant,0
4109,TFCN_25-333P-5,Rhodotorula paludigena,supernatant,0
4109,TFCN_222A-2,Rhodotorula sp_clade_I,supernatant,0
4109,TFCN_25-333Y-2,Rhodotorula sp_clade_I,supernatant,0
4109,TFCN_98A-10,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-334D-6,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_363-1-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_141C-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-335Y-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_213-6-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_98C-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-333D-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-332C-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_86A-6,Rhodotorula sphaerocarpa,supernatant,0
4109,TFCN_0520-4-2-2,Rhodotorula taiwanensis,supernatant,0
4109,TFCN_25-333D-5,Rhodotorula sp_clade_I,supernatant,0
4109,TFCN_130D-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152C-2,Rhodotorula toruloides,supernatant,0
4109,TFCN_98D-9,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-325D-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-332P-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_342-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_86A-8,Rhodotorula sphaerocarpa,supernatant,0
4109,TFCN_3M-1-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152C-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_98D-7,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-337M-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_0520-4-2-1,Rhodotorula taiwanensis,supernatant,0
4109,TFCN_48A-2,Rhodotorula paludigena,supernatant,0
4109,TFCN_1A-1-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152A-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152A-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_186DK3-2,Rhodotorula sp_clade_XI,supernatant,0
4109,TFCN_102D-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-327D-1,Rhodotorula mucilaginosa,supernatant,64423
4109,TFCN_17-334Y-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-334C-1,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3238,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3444,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3775,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3983,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_7-9-3,Rhodotorula diobovata,supernatant,0
4109,DBVPG_4378,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4618,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_106A-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3239,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3538,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3776,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3984,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4379,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-395P-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-332D-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-333P-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_181A-1,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3768,Rhodotorula dairenensis,supernatant,0
4109,DBVPG_3777,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3985,Rhodotorula glutinis,supernatant,0
4109,DBVPG_4380,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4669,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152A-12,Rhodotorula mucilaginosa,supernatant,97497
4109,TFCN_17-332M-1,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3381,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3769,Rhodotorula dairenensis,supernatant,0
4109,DBVPG_4201,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4408,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4920,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-332M-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_134A-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_102D-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-14,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3044,Rhodotorula mucilaginosa,supernatant,69967
4109,DBVPG_3382,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3770,Rhodotorula dairenensis,supernatant,0
4109,DBVPG_3854,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4202,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4466,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4945,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-332C-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_4M-1-2,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3045,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3383,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3855,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4203,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4530,Rhodotorula taiwanensis,supernatant,0
4109,DBVPG_4946,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-0-2E333-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-0-2E334-1,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3090,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-11,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3384,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3772,Rhodotorula dairenensis,supernatant,0
4109,DBVPG_3856,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4304,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4531,Rhodotorula taiwanensis,supernatant,0
4109,DBVPG_4947,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-334Y-6,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3235,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3442,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3773,Rhodotorula dairenensis,supernatant,0
4109,DBVPG_3857,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4376,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4534,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4949,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-12,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3237,Rhodotorula mucilaginosa,supernatant,45600
4109,DBVPG_3443,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3774,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-337P-5,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3858,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5227,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6091,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6739,Rhodotorula toruloides,supernatant,0
4109,DBVPG_7947,Rhodotorula sp_clade_XIII,supernatant,0
4109,DBVPG_3236,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_137C-3,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_7316,Rhodotorula paludigena,supernatant,0
