strain,species,n_samples,n_present,max_abundance,row_id,dedup_group_id,fraction
TFCN_118C-2,Rhodotorula mucilaginosa,1,1,565003.0,2190,asid_12288,cell
TFCN_122C-2,Rhodotorula mucilaginosa,1,1,353641.0,2190,asid_12288,cell
TFCN_130D-4,Rhodotorula mucilaginosa,1,1,397021.0,2190,asid_12288,cell
TFCN_134A-3,Rhodotorula mucilaginosa,1,1,339189.0,2190,asid_12288,cell
TFCN_137C-3,Rhodotorula mucilaginosa,1,1,563920.0,2190,asid_12288,cell
TFCN_137D-4,Rhodotorula mucilaginosa,1,1,348298.0,2190,asid_12288,cell
TFCN_138A-1,Rhodotorula mucilaginosa,1,1,527273.0,2190,asid_12288,cell
TFCN_140A-3,Rhodotorula mucilaginosa,1,1,499382.0,2190,asid_12288,cell
TFCN_141C-2,Rhodotorula mucilaginosa,1,1,489515.0,2190,asid_12288,cell
TFCN_152A-1,Rhodotorula mucilaginosa,1,1,158936.0,2190,asid_12288,cell
TFCN_152A-12,Rhodotorula mucilaginosa,1,1,566710.0,2190,asid_12288,cell
TFCN_152A-2,Rhodotorula mucilaginosa,1,1,414336.0,2190,asid_12288,cell
TFCN_152A-4,Rhodotorula toruloides,1,1,303453.0,2190,asid_12288,cell
TFCN_152A-5,Rhodotorula mucilaginosa,1,1,191186.0,2190,asid_12288,cell
TFCN_152A-6,Rhodotorula toruloides,1,1,731560.0,2190,asid_12288,cell
TFCN_152A_3,Rhodotorula toruloides,1,1,274054.0,2190,asid_12288,cell
TFCN_152C-2,Rhodotorula toruloides,1,1,253154.0,2190,asid_12288,cell
TFCN_152C-3,Rhodotorula toruloides,1,1,388018.0,2190,asid_12288,cell
TFCN_152C-5,Rhodotorula mucilaginosa,1,1,140193.0,2190,asid_12288,cell
TFCN_152C-6,Rhodotorula toruloides,1,1,179789.0,2190,asid_12288,cell
TFCN_152D-2,,1,1,99591.0,2190,asid_12288,cell
TFCN_152D-4,Rhodotorula toruloides,1,1,1368484.0,2190,asid_12288,cell
TFCN_152D-6,Rhodotorula toruloides,1,1,215094.0,2190,asid_12288,cell
TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,1,1,235395.0,2190,asid_12288,cell
TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,1,1,201243.0,2190,asid_12288,cell
TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,1,1,325770.0,2190,asid_12288,cell
TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,1,1,617429.0,2190,asid_12288,cell
TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,1,1,339107.0,2190,asid_12288,cell
TFCN_17-267M-1,Rhodotorula mucilaginosa,1,1,560071.0,2190,asid_12288,cell
TFCN_17-291Y-1,Rhodotorula mucilaginosa,1,1,342852.0,2190,asid_12288,cell
TFCN_17-325D-2,Rhodotorula mucilaginosa,1,1,280413.0,2190,asid_12288,cell
TFCN_17-325D-4,Rhodotorula mucilaginosa,1,1,250162.0,2190,asid_12288,cell
TFCN_17-325P-1,Rhodotorula mucilaginosa,1,1,286719.0,2190,asid_12288,cell
TFCN_17-328C-3,Rhodotorula sp. clade I,1,1,296446.0,2190,asid_12288,cell
TFCN_17-329Y-4,Rhodotorula mucilaginosa,1,1,227905.0,2190,asid_12288,cell
TFCN_17-331Y-5,,1,1,685778.0,2190,asid_12288,cell
TFCN_17-332C-1,Rhodotorula mucilaginosa,1,1,138842.0,2190,asid_12288,cell
TFCN_17-332C-2,Rhodotorula mucilaginosa,1,1,81647.0,2190,asid_12288,cell
TFCN_17-332D-2,,1,1,250490.0,2190,asid_12288,cell
TFCN_17-332M-1,Rhodotorula mucilaginosa,1,1,195459.0,2190,asid_12288,cell
TFCN_17-332M-2,Rhodotorula mucilaginosa,1,1,85141.0,2190,asid_12288,cell
TFCN_17-332P-1,Rhodotorula mucilaginosa,1,1,265973.0,2190,asid_12288,cell
TFCN_17-332P-2,Rhodotorula mucilaginosa,1,1,239675.0,2190,asid_12288,cell
TFCN_17-332Y-1,,2,2,251577.0,2190,asid_12288,cell
TFCN_17-333D-2,Rhodotorula mucilaginosa,1,1,219651.0,2190,asid_12288,cell
TFCN_17-333M-1,Rhodotorula mucilaginosa,1,1,368702.0,2190,asid_12288,cell
TFCN_17-333P-6,Rhodotorula mucilaginosa,1,1,331278.0,2190,asid_12288,cell
TFCN_17-333P-8,,1,1,168040.0,2190,asid_12288,cell
TFCN_17-334C-1,Rhodotorula mucilaginosa,1,1,290043.0,2190,asid_12288,cell
TFCN_17-334D-6,Rhodotorula mucilaginosa,1,1,192587.0,2190,asid_12288,cell
TFCN_17-334Y-2,Rhodotorula mucilaginosa,1,1,340671.0,2190,asid_12288,cell
TFCN_17-334Y-3,Rhodotorula mucilaginosa,1,1,286951.0,2190,asid_12288,cell
TFCN_17-334Y-5,Rhodotorula mucilaginosa,1,1,241613.0,2190,asid_12288,cell
TFCN_17-334Y-6,Rhodotorula diobovata,1,1,167176.0,2190,asid_12288,cell
TFCN_17-337P-5,Rhodotorula mucilaginosa,1,1,441102.0,2190,asid_12288,cell
TFCN_17-338D-3,Rhodotorula mucilaginosa,1,1,843381.0,2190,asid_12288,cell
TFCN_17-390M-1,Rhodotorula mucilaginosa,1,1,213176.0,2190,asid_12288,cell
TFCN_172A-1,Rhodotorula mucilaginosa,1,1,751980.0,2190,asid_12288,cell
TFCN_17Y-278-1,Rhodotorula mucilaginosa,1,1,995188.0,2190,asid_12288,cell
TFCN_181A-1,Rhodotorula mucilaginosa,1,1,160083.0,2190,asid_12288,cell
TFCN_186CL4_2,Rhodotorula mucilaginosa,1,1,721464.0,2190,asid_12288,cell
TFCN_186DK3-2,Rhodotorula sp. clade XI,1,1,313153.0,2190,asid_12288,cell
TFCN_1A-1-2,Rhodotorula paludigena,1,1,294339.0,2190,asid_12288,cell
TFCN_1A-1-3,Rhodotorula pacifica,1,1,557263.0,2190,asid_12288,cell
TFCN_1A-14,Rhodotorula mucilaginosa,1,1,1156070.0,2190,asid_12288,cell
TFCN_1A_1_5,Rhodotorula pacifica,1,1,342432.0,2190,asid_12288,cell
TFCN_1B-1-2,Rhodotorula pacifica,1,1,585655.0,2190,asid_12288,cell
TFCN_209-6-1,Rhodotorula mucilaginosa,1,1,118595.0,2190,asid_12288,cell
TFCN_209-6-11,Rhodotorula mucilaginosa,1,1,746574.0,2190,asid_12288,cell
TFCN_209-6-12,Rhodotorula mucilaginosa,1,1,167794.0,2190,asid_12288,cell
TFCN_209-6-14,Rhodotorula mucilaginosa,1,1,245552.0,2190,asid_12288,cell
TFCN_209-6-17,Rhodotorula mucilaginosa,1,1,444352.0,2190,asid_12288,cell
TFCN_209-6-2,Rhodotorula mucilaginosa,1,1,247122.0,2190,asid_12288,cell
TFCN_209-6-4,Rhodotorula mucilaginosa,1,1,208866.0,2190,asid_12288,cell
TFCN_209-6-5,Rhodotorula mucilaginosa,1,1,546029.0,2190,asid_12288,cell
TFCN_211A-3,Rhodotorula mucilaginosa,1,1,408843.0,2190,asid_12288,cell
TFCN_211C_2,Rhodotorula diobovata,1,1,402940.0,2190,asid_12288,cell
TFCN_212C-2,Rhodotorula mucilaginosa,1,1,433437.0,2190,asid_12288,cell
TFCN_213-6-2,Rhodotorula mucilaginosa,1,1,331721.0,2190,asid_12288,cell
TFCN_213-6-4,Rhodotorula mucilaginosa,1,1,179692.0,2190,asid_12288,cell
TFCN_222A-2,Rhodotorula sp. clade I,1,1,233019.0,2190,asid_12288,cell
TFCN_223D-8,,1,1,952824.0,2190,asid_12288,cell
TFCN_22C-4,Rhodotorula mucilaginosa,1,1,500831.0,2190,asid_12288,cell
TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,1,1,205813.0,2190,asid_12288,cell
TFCN_25-0-2E333-1,Rhodotorula mucilaginosa,1,1,96473.0,2190,asid_12288,cell
TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,1,1,71173.0,2190,asid_12288,cell
TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,1,1,195555.0,2190,asid_12288,cell
TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,1,1,252122.0,2190,asid_12288,cell
TFCN_25-0-2E334-1,Rhodotorula mucilaginosa,1,1,108724.0,2190,asid_12288,cell
TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,1,1,344832.0,2190,asid_12288,cell
TFCN_25-325P-1,,1,1,443146.0,2190,asid_12288,cell
TFCN_25-325Y-1,Rhodotorula mucilaginosa,1,1,874693.0,2190,asid_12288,cell
TFCN_25-327C-3,,1,1,462765.0,2190,asid_12288,cell
TFCN_25-327D-1,Rhodotorula mucilaginosa,1,1,185230.0,2190,asid_12288,cell
TFCN_25-331D-1,Rhodotorula mucilaginosa,1,1,1057842.0,2190,asid_12288,cell
TFCN_25-332C-1,Rhodotorula mucilaginosa,1,1,332463.0,2190,asid_12288,cell
TFCN_25-332D-1,Rhodotorula mucilaginosa,1,1,214766.0,2190,asid_12288,cell
TFCN_25-332D-2,Rhodotorula mucilaginosa,1,1,1546231.0,2190,asid_12288,cell
TFCN_25-332M-2,Rhodotorula mucilaginosa,1,1,81085.0,2190,asid_12288,cell
TFCN_25-332P-2,Rhodotorula mucilaginosa,1,1,245854.0,2190,asid_12288,cell
TFCN_25-332Y-1,Rhodotorula mucilaginosa,1,1,782752.0,2190,asid_12288,cell
TFCN_25-333C-2,Rhodotorula mucilaginosa,1,1,1815938.0,2190,asid_12288,cell
TFCN_25-333D-5,Rhodotorula sp. clade I,1,1,283491.0,2190,asid_12288,cell
TFCN_25-333P-2,Rhodotorula mucilaginosa,1,1,171930.0,2190,asid_12288,cell
TFCN_25-333P-5,Rhodotorula paludigena,1,1,171452.0,2190,asid_12288,cell
TFCN_25-333Y-10,Rhodotorula mucilaginosa,1,1,331045.0,2190,asid_12288,cell
TFCN_25-333Y-2,Rhodotorula sp. clade I,1,1,338433.0,2190,asid_12288,cell
TFCN_25-333Y-9,Rhodotorula mucilaginosa,1,1,801883.0,2190,asid_12288,cell
TFCN_25-334D-3,Rhodotorula mucilaginosa,1,1,1067722.0,2190,asid_12288,cell
TFCN_25-334Y-6,Rhodotorula mucilaginosa,1,1,96580.0,2190,asid_12288,cell
TFCN_25-335C-1,Rhodotorula diobovata,1,1,338411.0,2190,asid_12288,cell
TFCN_25-335P-1,Rhodotorula diobovata,1,1,381411.0,2190,asid_12288,cell
TFCN_25-335Y-1,Rhodotorula mucilaginosa,1,1,161462.0,2190,asid_12288,cell
TFCN_25-337M-3,Rhodotorula mucilaginosa,1,1,84541.0,2190,asid_12288,cell
TFCN_25-337Y-1,Rhodotorula mucilaginosa,1,1,276652.0,2190,asid_12288,cell
TFCN_25-395P-1,Rhodotorula mucilaginosa,1,1,263103.0,2190,asid_12288,cell
TFCN_270H-1,Rhodotorula mucilaginosa,1,1,425264.0,2190,asid_12288,cell
TFCN_270H-2,Rhodotorula mucilaginosa,1,1,1051520.0,2190,asid_12288,cell
TFCN_273H-1,Rhodotorula mucilaginosa,1,1,226092.0,2190,asid_12288,cell
TFCN_2M-1-4,Rhodotorula mucilaginosa,1,1,880533.0,2190,asid_12288,cell
TFCN_2M_1_3,Rhodotorula mucilaginosa,1,1,446958.0,2190,asid_12288,cell
TFCN_33A-4,Rhodotorula mucilaginosa,1,1,437389.0,2190,asid_12288,cell
TFCN_340-1,Rhodotorula mucilaginosa,1,1,475632.0,2190,asid_12288,cell
TFCN_340-3,Rhodotorula mucilaginosa,1,1,707968.0,2190,asid_12288,cell
TFCN_342-3,Rhodotorula mucilaginosa,1,1,145364.0,2190,asid_12288,cell
TFCN_357-1,Rhodotorula taiwanensis,1,1,236989.0,2190,asid_12288,cell
TFCN_363-1-2,Rhodotorula mucilaginosa,1,1,250378.0,2190,asid_12288,cell
TFCN_3M-1-1,Rhodotorula mucilaginosa,1,1,323638.0,2190,asid_12288,cell
TFCN_404D-1,Rhodotorula mucilaginosa,1,1,506710.0,2190,asid_12288,cell
TFCN_43A-4,Rhodotorula paludigena,1,1,642430.0,2190,asid_12288,cell
TFCN_48A-15,Rhodotorula paludigena,1,1,474841.0,2190,asid_12288,cell
TFCN_48A-2,Rhodotorula paludigena,1,1,210769.0,2190,asid_12288,cell
TFCN_48D-1,,1,1,173454.0,2190,asid_12288,cell
TFCN_48D-10,Rhodotorula paludigena,1,1,162058.0,2190,asid_12288,cell
TFCN_4M-1-2,Rhodotorula mucilaginosa,1,1,451768.0,2190,asid_12288,cell
TFCN_4M-1-3,Rhodotorula mucilaginosa,1,1,340334.0,2190,asid_12288,cell
TFCN_4M-1-4,Rhodotorula mucilaginosa,1,1,406631.0,2190,asid_12288,cell
TFCN_4M-1-5,Rhodotorula mucilaginosa,1,1,425538.0,2190,asid_12288,cell
TFCN_51A-3,,1,1,708717.0,2190,asid_12288,cell
TFCN_54D-2,Rhodotorula mucilaginosa,1,1,295650.0,2190,asid_12288,cell
TFCN_7-6-2003,Rhodotorula diobovata,1,1,91816.0,2190,asid_12288,cell
TFCN_7-9-2,Rhodotorula diobovata,1,1,1705222.0,2190,asid_12288,cell
TFCN_7-9-3,Rhodotorula diobovata,1,1,1827443.0,2190,asid_12288,cell
TFCN_7W-292-3,Rhodotorula dairenensis,1,1,763819.0,2190,asid_12288,cell
TFCN_83E1,,1,1,1062764.0,2190,asid_12288,cell
TFCN_86A-3,Rhodotorula mucilaginosa,1,1,415365.0,2190,asid_12288,cell
TFCN_86A-6,Rhodotorula sphaerocarpa,1,1,319091.0,2190,asid_12288,cell
TFCN_86A-8,Rhodotorula sphaerocarpa,1,1,136957.0,2190,asid_12288,cell
TFCN_86A_5,Rhodotorula sphaerocarpa,1,1,159682.0,2190,asid_12288,cell
TFCN_86C-9,Rhodotorula sphaerocarpa,1,1,511054.0,2190,asid_12288,cell
TFCN_86C_3,Rhodotorula sphaerocarpa,1,1,164565.0,2190,asid_12288,cell
TFCN_89D-3,Rhodotorula mucilaginosa,1,1,509928.0,2190,asid_12288,cell
TFCN_98A-10,Rhodotorula mucilaginosa,1,1,256476.0,2190,asid_12288,cell
TFCN_98A-5,Rhodotorula mucilaginosa,1,1,267274.0,2190,asid_12288,cell
TFCN_98C-3,Rhodotorula mucilaginosa,1,1,235289.0,2190,asid_12288,cell
TFCN_98C-5,Rhodotorula mucilaginosa,1,1,377617.0,2190,asid_12288,cell
TFCN_98C-7,Rhodotorula mucilaginosa,1,1,553195.0,2190,asid_12288,cell
TFCN_98C-8,Rhodotorula mucilaginosa,1,1,277002.0,2190,asid_12288,cell
TFCN_98D-11,Rhodotorula mucilaginosa,1,1,1016672.0,2190,asid_12288,cell
TFCN_98D-7,Rhodotorula mucilaginosa,1,1,132604.0,2190,asid_12288,cell
TFCN_98D-9,Rhodotorula mucilaginosa,1,1,302248.0,2190,asid_12288,cell
TFCN_S22D-1,Rhodotorula taiwanensis,1,1,225039.0,2190,asid_12288,cell
DBVPG_10056,,1,1,4173801.0,2190,asid_12288,supernatant
DBVPG_10075,Cystobasidium sp.,1,1,10211080.0,2190,asid_12288,supernatant
DBVPG_10348,Rhodotorula sp. clade XI,1,1,9581753.0,2190,asid_12288,supernatant
DBVPG_10383,Rhodotorula kratochvilovae,1,1,7264386.0,2190,asid_12288,supernatant
DBVPG_10619,Rhodotorula mucilaginosa,1,1,15016403.0,2190,asid_12288,supernatant
DBVPG_10753,Rhodotorula kratochvilovae,1,1,12451160.0,2190,asid_12288,supernatant
DBVPG_10780,Rhodotorula mucilaginosa,1,1,10962975.0,2190,asid_12288,supernatant
DBVPG_10842,Rhodotorula mucilaginosa,1,1,7610122.0,2190,asid_12288,supernatant
DBVPG_10882,Rhodotorula mucilaginosa,1,1,6652862.0,2190,asid_12288,supernatant
DBVPG_10886,Rhodotorula mucilaginosa,1,1,11643345.0,2190,asid_12288,supernatant
DBVPG_10937,Rhodotorula mucilaginosa,1,1,10391550.0,2190,asid_12288,supernatant
DBVPG_3044,Rhodotorula mucilaginosa,1,1,9843898.0,2190,asid_12288,supernatant
DBVPG_3045,Rhodotorula mucilaginosa,1,1,10449330.0,2190,asid_12288,supernatant
DBVPG_3090,Rhodotorula mucilaginosa,1,1,13398093.0,2190,asid_12288,supernatant
