ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr
54	2	0.04465395020806379	0.25050993122386483	0.400001	0.696001	1.0	0.9483505255220418	0.4804178677083333
56	6	0.12282098204896014	0.42662512252989515	0.185001	0.48400099999999996	1.0	0.9078338258859785	0.42746724048096196
58	2	0.08779117872370765	0.36777214287520443	0.215001	0.5350010000000001	1.0	0.9089718082386364	0.4387542530973451
66	3	0.07232809357261334	0.26794384806655963	0.329001	0.744001	1.0	0.9564529348534202	0.46120138083832335
68	2	0.08605573161310875	0.5797508694291493	0.252001	0.29900099999999996	1.0	0.8595117113636364	0.44373205
71	4	0.1277512862615018	0.39967709260870665	0.109001	0.49200099999999997	1.0	0.9078338258859785	0.38670200923076925
77	2	0.039734365251072566	0.1239542348610096	0.277001	0.569001	1.0	0.9188489537815125	0.45366783096590907
84	2	0.08683537264084945	0.3471123732785426	0.167001	0.502001	1.0	0.9078338258859785	0.42415042917547563
86	2	0.07172505874182894	0.26833485485373104	0.247001	0.651001	1.0	0.9429700414572866	0.44373205
89	2	0.013097656735163504	0.0394393562934245	0.49600099999999997	0.984001	1.0	1.0	0.504311422398589
94	19	0.10865726606825817	0.31257679586592135	0.400001	0.700001	1.0	0.9483505255220418	0.4804178677083333
100	4	0.17052826135251153	0.5800477629033303	0.027001	0.230001	1.0	0.8325321842900302	0.3421115714285714
101	2	0.06427790067972793	0.31244772133839604	0.28400099999999995	0.579001	1.0	0.9192426753424657	0.45830704741980466
103	2	0.06983530008620586	0.43495775918136986	0.274001	0.41600099999999995	1.0	0.886597325323475	0.45366783096590907
106	2	0.06805140631983275	0.254608365702045	0.28500099999999995	0.702001	1.0	0.9483505255220418	0.45830704741980466
108	2	0.020527166826636935	0.09659816133706535	0.48800099999999996	0.905001	1.0	0.9861476372912803	0.501750579928952
114	2	0.05240229120700587	0.24323724309779435	0.340001	0.688001	1.0	0.9483505255220418	0.461468854988399
129	2	0.06893046387858345	0.27886222128803184	0.29300099999999996	0.6770010000000001	1.0	0.9483505255220418	0.4603246552598226
132	2	0.06090492391254006	0.40592529606081756	0.29900099999999996	0.465001	1.0	0.9078338258859785	0.4603246552598226
135	6	0.13922528758010597	0.7621943918261153	0.106001	0.066001	1.0	0.7603199492753623	0.38554937854889587
138	2	0.13143920598836853	0.6763554602771588	0.056001	0.207001	1.0	0.8325321842900302	0.36356375225225224
147	10	0.14049871976201303	0.3743254789272987	0.143001	0.48300099999999996	1.0	0.9078338258859785	0.41323346616541345
160	2	0.11867816581938535	0.5939428576783873	0.035001000000000004	0.23400100000000001	1.0	0.8325321842900302	0.36356375225225224
169	2	0.05089153557274391	0.2166123475903612	0.383001	0.749001	1.0	0.9564529348534202	0.47897767987152035
171	7	0.13214105876722845	0.4057537170825973	0.115001	0.221001	1.0	0.8325321842900302	0.3899886852941177
172	2	0.1207242925593623	0.5499125622298915	0.039001	0.077001	1.0	0.7603199492753623	0.36356375225225224
182	12	0.17913622891072606	0.6528738316317406	0.046001	0.033001	1.0	0.704632462962963	0.36356375225225224
184	2	0.030339195773040263	0.09006640567760488	0.321001	0.644001	1.0	0.9392675321563683	0.4606396504263094
203	2	0.011524413983583767	0.05510584904890897	0.49700099999999997	0.971001	1.0	0.9969404746215494	0.5048829541850219
277	6	0.10826795702229117	0.4577519601690683	0.227001	0.242001	1.0	0.8329168746268657	0.44316830782029953
278	2	0.06296780953988262	0.4227936577377037	0.265001	0.42300099999999996	1.0	0.8900002791970802	0.44999433431516933
282	3	0.10395561714869574	0.4555251470154347	0.169001	0.42900099999999997	1.0	0.8967798440860214	0.42415042917547563
292	4	0.06144512609053228	0.14713895724627346	0.41200099999999995	0.942001	1.0	0.9952990516304346	0.48522691828396314
297	32	0.14778472899143022	0.35148846324150185	0.264001	0.709001	1.0	0.9483505255220418	0.44999433431516933
300	3	0.06075490031952127	0.3168422671147677	0.383001	0.6780010000000001	1.0	0.9483505255220418	0.47897767987152035
322	2	0.17727482703497338	1.006660536997178	0.006001	0.010001	1.0	0.6589120476190476	0.2804906216216216
348	7	0.1587696616972694	0.5123787861412061	0.065001	0.30600099999999997	1.0	0.8595117113636364	0.36356375225225224
349	73	0.14809524980783134	0.35098308235856124	0.335001	0.5440010000000001	1.0	0.9089718082386364	0.461468854988399
350	13	0.13329861392896253	0.4452824405776053	0.229001	0.42600099999999996	1.0	0.8930530054545454	0.44316830782029953
351	3	0.1281173163800519	0.7614415822498929	0.093001	0.11700100000000001	1.0	0.780145039800995	0.3736242264808362
352	3	0.156750312452555	0.6033091624912742	0.027001	0.097001	1.0	0.7660421438356165	0.3421115714285714
353	2	0.08019555007846782	0.3269150520262736	0.240001	0.567001	1.0	0.9188489537815125	0.44373205
354	4	0.011833857477332952	0.03991744510723154	0.508001	0.993001	1.0	1.0	0.5128941795096323
355	2	0.1133127885775859	0.5765179175614613	0.097001	0.265001	1.0	0.8540771243386244	0.38041548639455786
356	2	0.08380590856440012	0.39954989463874796	0.227001	0.506001	1.0	0.9078338258859785	0.44316830782029953
357	3	0.09399528514045336	0.383062312050106	0.164001	0.254001	1.0	0.8513463749999999	0.4239756793721973
363	2	0.09558632310800944	0.5508550389193945	0.124001	0.268001	1.0	0.8540771243386244	0.402741276056338
365	2	0.07759272133730426	0.2919457317289787	0.142001	0.273001	1.0	0.8540771243386244	0.41323346616541345
366	2	0.06412152071580761	0.3241546582136095	0.314001	0.579001	1.0	0.9192426753424657	0.4603246552598226
367	2	0.027420874954999477	0.08013814957402711	0.327001	0.688001	1.0	0.9483505255220418	0.4606396504263094
368	2	0.11697968654509716	0.6880015533141319	0.092001	0.183001	1.0	0.8242193476562499	0.37220053684210525
370	31	0.12119075649782404	0.4035217365347815	0.43300099999999997	0.43200099999999997	1.0	0.8967798440860214	0.48911930695900857
373	2	0.13182709678273613	0.628609342798169	0.029001000000000002	0.060001	1.0	0.7603199492753623	0.3595500322580646
381	2	0.0889807886502999	0.41626257713208703	0.179001	0.444001	1.0	0.8999044477351915	0.4254035342741936
390	2	0.09617993533229809	0.6743275059308513	0.162001	0.156001	1.0	0.7850261829787234	0.42355363492063497
392	2	0.10336121018876154	0.8367508940771218	0.131001	0.106001	1.0	0.780145039800995	0.4060326693548387
425	24	0.16651723971369306	0.42041974368684726	0.108001	0.331001	1.0	0.8602983509933775	0.38670200923076925
426	2	0.07160795693363159	0.4550628458930318	0.269001	0.387001	1.0	0.8754699667318981	0.4514674716157205
427	4	0.09576658736286092	0.3917612183836976	0.250001	0.48600099999999996	1.0	0.9078338258859785	0.44373205
428	2	0.018934743295362537	0.096873289591077	0.48200099999999996	0.9220010000000001	1.0	0.9861476372912803	0.5002224599459946
429	4	0.06916283152054617	0.197476341633818	0.35300099999999995	0.7920010000000001	1.0	0.962252005268704	0.46515446057142845
436	3	0.072472931121559	0.22802318032294036	0.341001	0.8070010000000001	1.0	0.970632833506764	0.461468854988399
441	2	0.01699637150453469	0.04692343948575834	0.394001	0.7900010000000001	1.0	0.9618491583949316	0.4804178677083333
444	8	0.1155381795370177	0.4093032214131034	0.243001	0.49700099999999997	1.0	0.9078338258859785	0.44373205
464	3	0.13829839932529014	0.6768784935786223	0.064001	0.170001	1.0	0.7967933048780488	0.36356375225225224
499	51	0.1959271961009728	0.4749790644319238	0.063001	0.267001	0.988001	0.8540771243386244	0.36356375225225224
503	17	0.14893640188028048	0.4671926780490909	0.156001	0.29300099999999996	1.0	0.8595117113636364	0.4217017430555555
504	2	0.02476629815038824	0.09523505434043178	0.468001	0.9240010000000001	1.0	0.9873708554216868	0.494143913003663
506	4	0.02660147046047428	0.050468267937451204	0.468001	0.951001	1.0	0.9952990516304346	0.494143913003663
512	2	0.04173311090997882	0.21317187741078908	0.397001	0.748001	1.0	0.9564529348534202	0.4804178677083333
513	3	0.013699286775153544	0.032263750216974724	0.468001	0.983001	1.0	1.0	0.494143913003663
515	2	0.09079955559487721	0.48866557297442387	0.152001	0.339001	1.0	0.8609430682819383	0.42102661813842485
516	2	0.059296511208701	0.23480215905155638	0.313001	0.705001	1.0	0.9483505255220418	0.4603246552598226
518	3	0.10531956830853673	0.5135305749623459	0.167001	0.335001	1.0	0.8602983509933775	0.42415042917547563
521	5	0.0840507574285346	0.27740766719340065	0.325001	0.605001	1.0	0.9378780577181208	0.4606396504263094
522	5	0.14194350564687166	0.9072103087702914	0.091001	0.041001	1.0	0.7566742656250001	0.37220053684210525
526	17	0.12200900770601206	0.27261827851144144	0.268001	0.627001	1.0	0.9392675321563683	0.4511024131386861
529	32	0.2596605984522592	0.4991910368467302	1e-06	0.088001	0.192001	0.7603199492753623	0.00028825
532	27	0.1304838009491636	0.40729839002376117	0.327001	0.273001	1.0	0.8540771243386244	0.4606396504263094
557	2	0.09617993533229809	0.4345506818892088	0.17100100000000001	0.47700099999999995	1.0	0.9078338258859785	0.42415042917547563
566	2	0.07565868214531742	0.4042097840527945	0.253001	0.47000099999999995	1.0	0.9078338258859785	0.44373205
572	29	0.1772662301586172	0.47245725836596997	0.104001	0.34700099999999995	1.0	0.8635153497854076	0.38554937854889587
573	2	0.05575993743017885	0.2947324461100707	0.330001	0.608001	1.0	0.9384540200803214	0.46120138083832335
574	6	0.06722998821282364	0.18922374637491826	0.464001	0.950001	1.0	0.9952990516304346	0.494143913003663
576	3	0.19868059290195256	1.3043271044573475	0.009000999999999999	0.016001	0.976001	0.6824112857142858	0.2804906216216216
578	3	0.16089688448134937	1.0047436752798735	0.019001	0.028001	1.0	0.6824112857142858	0.3159062054794521
579	3	0.1406133303442222	0.8372402440541279	0.052001	0.093001	1.0	0.7604975390070922	0.36356375225225224
580	2	0.10122142758727962	0.4259431295005187	0.130001	0.438001	1.0	0.8986034750889679	0.40511122432432434
581	8	0.13929593837729048	0.3786002926897205	0.108001	0.31000099999999997	1.0	0.8595117113636364	0.38670200923076925
583	2	0.020459599004690663	0.06893006805419406	0.463001	0.957001	1.0	0.9958683691335739	0.494143913003663
584	4	0.10835234063776383	0.3894918543911052	0.192001	0.510001	1.0	0.9078338258859785	0.42825933904761904
585	3	0.13605747190403636	0.662487513697172	0.069001	0.176001	1.0	0.811716612	0.36356375225225224
586	3	0.03855323661543613	0.07968693486157001	0.30200099999999996	0.605001	1.0	0.9378780577181208	0.4603246552598226
588	4	0.09139662385438532	0.23060368859222463	0.162001	0.387001	1.0	0.8754699667318981	0.42355363492063497
589	3	0.04476739719367802	0.158446301512933	0.35800099999999996	0.689001	1.0	0.9483505255220418	0.46799903968253964
590	2	0.08987484776314147	0.6033742519861873	0.173001	0.250001	1.0	0.8437438862973761	0.42415042917547563
592	9	0.11867816581938535	0.344478775524386	0.205001	0.5470010000000001	1.0	0.9089718082386364	0.43422148628884827
594	2	0.09849716398817945	0.4710775229678795	0.145001	0.36500099999999996	1.0	0.8737042505175983	0.41519501946472015
595	2	0.052664348333110275	0.3081677416278127	0.36000099999999996	0.567001	1.0	0.9188489537815125	0.46901825197740105
597	7	0.13309059399768008	0.43636738560798927	0.112001	0.43200099999999997	1.0	0.8967798440860214	0.3888850680473373
598	5	0.10405431600277858	0.4946932845240385	0.245001	0.322001	1.0	0.8595117113636364	0.44373205
600	5	0.0732505527372446	0.1651048953596673	0.35600099999999996	0.880001	1.0	0.9861476372912803	0.465912772985244
602	2	0.04821961978116482	0.2066847284458476	0.37000099999999997	0.749001	1.0	0.9564529348534202	0.4726675723756905
604	2	0.03959962131414393	0.1322920833802398	0.43200099999999997	0.876001	1.0	0.9861476372912803	0.48911930695900857
606	3	0.07818135094262828	0.24914335638187443	0.313001	0.774001	1.0	0.9575355718884121	0.4603246552598226
608	3	0.08733481838815121	0.4637612557999707	0.235001	0.386001	1.0	0.8754699667318981	0.44373205
610	3	0.12407619911677722	0.6680967496730199	0.092001	0.157001	1.0	0.7850261829787234	0.37220053684210525
611	2	0.018230743026408647	0.08154561030105431	0.47900099999999995	0.951001	1.0	0.9952990516304346	0.49890528726287253
612	3	0.09414700875412596	0.3827889731731898	0.218001	0.524001	1.0	0.9089718082386364	0.43943208566433567
614	2	0.05419440497815189	0.24747417282982886	0.326001	0.696001	1.0	0.9483505255220418	0.4606396504263094
616	2	0.09676533672211214	0.5462535524327519	0.158001	0.29200099999999996	1.0	0.8595117113636364	0.4217017430555555
624	3	0.11074171401390655	0.4575594188662184	0.155001	0.40900099999999995	1.0	0.881454491588785	0.4217017430555555
637	2	0.10307143765751085	0.705745272678896	0.134001	0.159001	1.0	0.7850261829787234	0.40658724473684216
638	4	0.09995023629187569	0.33670531730160697	0.233001	0.6860010000000001	1.0	0.9483505255220418	0.44373205
641	2	0.16917643442866342	1.5470314279584139	0.016001	0.007001	1.0	0.6589120476190476	0.3159062054794521
655	4	0.01740353386292831	0.04776259732889273	0.512001	0.987001	1.0	1.0	0.5164804488188977
661	2	0.028725694055237262	0.10633730623163476	0.43200099999999997	0.903001	1.0	0.9861476372912803	0.48911930695900857
675	2	0.05844555330135784	0.24770653777875667	0.315001	0.6840010000000001	1.0	0.9483505255220418	0.4603246552598226
718	2	0.010308852584990588	0.02741755772824256	0.43400099999999997	0.891001	1.0	0.9861476372912803	0.48911930695900857
728	3	0.13958367549583092	1.1600605904805035	0.058001000000000004	0.015000999999999999	1.0	0.6824112857142858	0.36356375225225224
730	2	0.06637525719209213	0.2516312605768441	0.28800099999999995	0.705001	1.0	0.9483505255220418	0.4589781721763085
732	2	0.08553271227970416	0.3372515932240948	0.222001	0.574001	1.0	0.9191988236111112	0.4428497456747405
735	30	0.1678314544334774	0.4720394681669028	0.122001	0.135001	1.0	0.780145039800995	0.402741276056338
742	54	0.1655969953946045	0.4939274948646836	0.168001	0.126001	1.0	0.780145039800995	0.42415042917547563
746	4	0.14212053444786954	0.6949637021102755	0.063001	0.113001	1.0	0.780145039800995	0.36356375225225224
749	2	0.030352793385025043	0.17852320902879076	0.374001	0.6660010000000001	1.0	0.9483505255220418	0.4746170724478595
752	3	0.1169933618409431	0.5153278631701531	0.083001	0.146001	1.0	0.7827759311926605	0.37220053684210525
754	13	0.11665604932037958	0.22035518708187032	0.280001	0.879001	1.0	0.9861476372912803	0.4553471833568406
760	3	0.07308250828407808	0.32249541637453166	0.327001	0.607001	1.0	0.9381664249329759	0.4606396504263094
762	2	0.027161153314138736	0.07926809144217278	0.34500099999999995	0.706001	1.0	0.9483505255220418	0.461468854988399
767	2	0.17668921514421412	1.256337844835498	0.010001	0.022001	1.0	0.6824112857142858	0.28124763414634146
777	9	0.09866207888482645	0.32874664293013967	0.338001	0.6600010000000001	1.0	0.9481827987577641	0.461468854988399
778	2	0.08155608551569135	0.4158148808193937	0.231001	0.466001	1.0	0.9078338258859785	0.44316830782029953
779	2	0.06782427552887745	0.2767207089957212	0.29100099999999995	0.644001	1.0	0.9392675321563683	0.4596221273972602
781	6	0.1545996237307784	0.44736984048227324	0.056001	0.405001	1.0	0.881454491588785	0.36356375225225224
783	2	0.0	0.0	1.0	1.0	1.0	1.0	1.0
785	2	0.023796481932696976	0.10115985826317676	0.460001	0.9200010000000001	1.0	0.9861476372912803	0.494143913003663
787	2	0.024857762737400334	0.13700420259653412	0.48000099999999996	0.852001	1.0	0.9803963602794412	0.49949562545126347
788	2	0.032594006513450166	0.12967675054020728	0.42700099999999996	0.815001	1.0	0.9727703447204968	0.4884247549603174
814	2	0.03415495962501368	0.1426054986472866	0.42200099999999996	0.874001	1.0	0.9861476372912803	0.4870542072072072
816	4	0.09295367147005634	0.4200840920296415	0.178001	0.23400100000000001	1.0	0.8325321842900302	0.4254035342741936
818	2	0.12047160896449906	0.797864196673009	0.087001	0.123001	1.0	0.780145039800995	0.37220053684210525
821	7	0.05748335287025523	0.14394815661031268	0.456001	0.9210010000000001	1.0	0.9861476372912803	0.4939898531337698
830	2	0.05797784111446826	0.19844278046876024	0.198001	0.41300099999999995	1.0	0.8834696716141002	0.43155983553875243
831	2	0.13160904195286574	1.2131202680274438	0.060001	0.029001000000000002	1.0	0.6824112857142858	0.36356375225225224
849	4	0.15056374595559066	0.8284530587091046	0.049001	0.060001	1.0	0.7603199492753623	0.36356375225225224
850	4	0.08836132515359821	0.38607555811191857	0.30900099999999997	0.528001	1.0	0.9089718082386364	0.4603246552598226
851	3	0.12122147172582128	0.4925534350675946	0.086001	0.156001	1.0	0.7850261829787234	0.37220053684210525
858	5	0.10812091938773391	0.40431170296536284	0.193001	0.317001	1.0	0.8595117113636364	0.42825933904761904
866	2	0.1664661444871271	0.9464320531948492	0.018001	0.077001	1.0	0.7603199492753623	0.3159062054794521
874	24	0.13782931119214903	0.4209168627768231	0.29800099999999996	0.43200099999999997	1.0	0.8967798440860214	0.4603246552598226
878	5	0.09017840528141288	0.1985085020291863	0.28600099999999995	0.892001	1.0	0.9861476372912803	0.45863581780250345
879	5	0.16850216386320427	0.8466773947637602	0.035001000000000004	0.016001	1.0	0.6824112857142858	0.36356375225225224
881	5	0.1425871770322508	0.779722200529509	0.048001	0.027001	1.0	0.6824112857142858	0.36356375225225224
882	2	0.05430753347929912	0.24911477124612968	0.320001	0.691001	1.0	0.9483505255220418	0.4606396504263094
884	2	0.10292940447842426	0.7470520239534963	0.128001	0.086001	1.0	0.7603199492753623	0.40511122432432434
887	46	0.15600262229229997	0.39512017019566015	0.227001	0.34400099999999995	1.0	0.8622459847826086	0.44316830782029953
888	3	0.0673282328110222	0.2511358383917545	0.328001	0.736001	1.0	0.9564529348534202	0.4606396504263094
890	2	0.07554626126456723	0.551926662720564	0.245001	0.29000099999999995	1.0	0.8595117113636364	0.44373205
891	3	0.10282859574180189	0.5272277858209665	0.123001	0.121001	1.0	0.780145039800995	0.402741276056338
893	2	0.16465110171362765	1.648027208658998	0.014001	0.004001	1.0	0.5125725555555556	0.3159062054794521
899	18	0.2368491881987356	0.6070262796977438	0.004001	0.055001	0.48400099999999996	0.7603199492753623	0.2804906216216216
900	2	0.1291435588128514	0.8233985889706452	0.056001	0.124001	1.0	0.780145039800995	0.36356375225225224
913	44	0.13904660968252602	0.4230828261951755	0.36800099999999997	0.328001	1.0	0.8595117113636364	0.4726675723756905
914	9	0.12372905050800198	0.310628731918825	0.213001	0.754001	1.0	0.9564529348534202	0.43826492539964473
915	3	0.056697297906841776	0.27045884961677263	0.397001	0.706001	1.0	0.9483505255220418	0.4804178677083333
916	26	0.1554672802752991	0.5772192233714768	0.137001	0.068001	1.0	0.7603199492753623	0.4113597734375
917	47	0.1351129224234261	0.30790327409463525	0.397001	0.772001	1.0	0.9575355718884121	0.4804178677083333
918	47	0.16895992785830607	0.42175319096457664	0.164001	0.41300099999999995	1.0	0.8834696716141002	0.4239756793721973
919	9	0.09423901045160703	0.32526902909017485	0.383001	0.751001	1.0	0.9564529348534202	0.47897767987152035
920	2	0.10779615834035508	0.7678362301242336	0.109001	0.126001	1.0	0.780145039800995	0.38670200923076925
921	5	0.1077283136401488	0.5232357464707142	0.180001	0.155001	1.0	0.7850261829787234	0.4254035342741936
923	2	0.11483074859343351	0.7235517062022545	0.053001	0.128001	1.0	0.780145039800995	0.36356375225225224
924	5	0.09779281382974002	0.39563456246679035	0.263001	0.5370010000000001	1.0	0.9089718082386364	0.449911206231454
926	4	0.17021204239181062	0.7765867070280723	0.016001	0.07000100000000001	1.0	0.7603199492753623	0.3159062054794521
929	5	0.09368344557193828	0.38284569010827274	0.29600099999999996	0.574001	1.0	0.9191988236111112	0.4603246552598226
930	2	0.0324351968103005	0.15620221479977553	0.40800099999999995	0.842001	1.0	0.9788319768378649	0.4845441237218813
932	6	0.059547124470870634	0.18301544140515022	0.49600099999999997	0.9060010000000001	1.0	0.9861476372912803	0.504311422398589
934	2	0.07986167462487287	0.4586647200543328	0.212001	0.394001	1.0	0.8803937073643411	0.43805941397849457
935	9	0.10205066071729878	0.31314115619594546	0.339001	0.582001	1.0	0.9192426753424657	0.461468854988399
937	2	0.11135185049995942	0.6605278065028587	0.105001	0.198001	1.0	0.8325321842900302	0.38554937854889587
940	4	0.09842136824302397	0.6339262159019556	0.253001	0.174001	1.0	0.8057154738955823	0.44373205
946	7	0.08904727602824872	0.1733908450786036	0.30800099999999997	0.826001	1.0	0.9778020051334703	0.4603246552598226
949	2	0.0435424433462623	0.13854226569483352	0.256001	0.5370010000000001	1.0	0.9089718082386364	0.4445318569277108
963	6	0.06529528597859176	0.15595612814370616	0.41600099999999995	0.9200010000000001	1.0	0.9861476372912803	0.48695345482233493
964	3	0.11305360819761352	0.5041824798280451	0.074001	0.113001	1.0	0.780145039800995	0.364628858974359
965	2	0.10018854070501883	0.437601378473177	0.147001	0.42000099999999996	1.0	0.8900002791970802	0.41519501946472015
972	2	0.1298740846325237	0.9575644530298989	0.064001	0.067001	1.0	0.7603199492753623	0.36356375225225224
976	2	0.18184408998274887	1.118319070735523	0.005001	0.027001	0.999001	0.6824112857142858	0.2804906216216216
977	2	0.041708841490952414	0.13145590768252438	0.279001	0.5550010000000001	1.0	0.9089718082386364	0.45436179802259885
985	39	0.15410883137793696	0.325898620686647	0.209001	0.569001	1.0	0.9188489537815125	0.4357651952983725
986	5	0.10855396210019606	0.6031508975339438	0.237001	0.174001	1.0	0.8057154738955823	0.44373205
987	3	0.11240125941792345	0.44162343105063817	0.110001	0.196001	1.0	0.8325321842900302	0.3888850680473373
988	17	0.11697968654509716	0.3339969206544045	0.35500099999999996	0.5520010000000001	1.0	0.9089718082386364	0.465912772985244
994	24	0.20445683230237496	0.6742811584150475	0.019001	0.029001000000000002	0.950001	0.6824112857142858	0.3159062054794521
1007	15	0.1390341464398729	0.3571481088617214	0.194001	0.528001	1.0	0.9089718082386364	0.42825933904761904
1008	3	0.10470445813018611	0.29852694904202504	0.127001	0.401001	1.0	0.881454491588785	0.4045087099447514
1015	2	0.06573732710242355	0.28466952660968137	0.279001	0.620001	1.0	0.9392675321563683	0.45436179802259885
1020	4	0.11939385161615282	0.3336357942337565	0.128001	0.584001	1.0	0.9211397441860465	0.40511122432432434
1023	2	0.09852865807451625	0.4128474938282862	0.134001	0.438001	1.0	0.8986034750889679	0.40658724473684216
1025	2	0.09638177876704516	0.45749980913719623	0.168001	0.384001	1.0	0.8754699667318981	0.42415042917547563
1033	2	0.04986064108877536	0.2192758637441944	0.386001	0.746001	1.0	0.9564529348534202	0.47897767987152035
1034	24	0.21394678312878437	0.5302364738120114	0.013000999999999999	0.132001	0.844001	0.780145039800995	0.3159062054794521
1035	13	0.16691331975747314	0.49619771281598096	0.073001	0.135001	1.0	0.780145039800995	0.364628858974359
1036	6	0.11676929141692685	0.4028404830799843	0.197001	0.36900099999999997	1.0	0.8750879541832669	0.4301934715909091
1037	2	0.030028168020382724	0.12645248553508137	0.42400099999999996	0.879001	1.0	0.9861476372912803	0.4875882119402985
1038	4	0.16133874670668896	0.8755155425973392	0.040001	0.046001	1.0	0.7577021857142857	0.36356375225225224
1040	26	0.19220629568275838	0.44002338986319006	0.053001	0.227001	0.994001	0.8325321842900302	0.36356375225225224
1052	5	0.09092901322807632	0.2913040255282645	0.29700099999999996	0.5550010000000001	1.0	0.9089718082386364	0.4603246552598226
1053	2	0.07584214147179184	0.4916328587722722	0.23400100000000001	0.34600099999999995	1.0	0.86350466017316	0.44373205
1059	4	0.04440598490946497	0.24049726554624234	0.47100099999999995	0.757001	1.0	0.9564529348534202	0.4959489981735159
1060	8	0.09309395145892957	0.2542998998989505	0.337001	0.6700010000000001	1.0	0.9483505255220418	0.461468854988399
1062	2	0.012854133655628684	0.040710703000825986	0.48600099999999996	0.990001	1.0	1.0	0.5016644162936437
1065	22	0.11352241140664968	0.23503867557946168	0.388001	0.850001	1.0	0.9803963602794412	0.47897767987152035
1066	20	0.12772738634284456	0.23874305242221627	0.245001	0.9100010000000001	1.0	0.9861476372912803	0.44373205
1068	28	0.1987341901642506	0.5605377197038603	0.039001	0.096001	0.976001	0.7660421438356165	0.36356375225225224
1069	3	0.05195868942079884	0.26128010803822627	0.43000099999999997	0.741001	1.0	0.9564529348534202	0.48911930695900857
1075	8	0.13882357092207082	0.5254086969434836	0.095001	0.275001	1.0	0.8540771243386244	0.3764128969072165
1077	6	0.05842910880522172	0.17154868193088257	0.461001	0.9140010000000001	1.0	0.9861476372912803	0.494143913003663
1085	2	0.07967198703263126	0.3623334355466144	0.222001	0.517001	1.0	0.9089718082386364	0.4428497456747405
1089	3	0.06667061296510172	0.30203688076868607	0.268001	0.399001	1.0	0.881454491588785	0.4511024131386861
1093	8	0.15215789557810722	0.3970450236775567	0.043001	0.239001	1.0	0.8325321842900302	0.36356375225225224
1096	7	0.12614984774188512	0.685073943333558	0.130001	0.093001	1.0	0.7604975390070922	0.40511122432432434
1109	30	0.1441223589155694	0.41488431718717816	0.232001	0.40800099999999995	1.0	0.881454491588785	0.44373205
1110	27	0.19033920953963068	0.3585674626386417	0.047001	0.630001	0.994001	0.9392675321563683	0.36356375225225224
1111	13	0.13193333930436357	0.3583340158320439	0.212001	0.499001	1.0	0.9078338258859785	0.43805941397849457
1112	2	0.05067166848735842	0.2787334280729268	0.29400099999999996	0.5500010000000001	1.0	0.9089718082386364	0.4603246552598226
1113	2	0.05153762424153374	0.28633768263783127	0.35600099999999996	0.646001	1.0	0.9392675321563683	0.465912772985244
1120	8	0.160151392677822	0.41924269089109645	0.036001	0.211001	1.0	0.8325321842900302	0.36356375225225224
1125	2	0.11305360819761352	0.4985528004934878	0.026001	0.054001	1.0	0.7603199492753623	0.3368444157303371
1147	28	0.2400421276035241	0.5023982316918865	0.007001	0.157001	0.42300099999999996	0.7850261829787234	0.2804906216216216
1148	3	0.1553023767212053	0.7612921910002002	0.045001	0.107001	1.0	0.780145039800995	0.36356375225225224
