ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr
66	3	0.07502333143994973	0.31120784717507705	0.29600099999999996	0.647001	1.0	0.989019058888889	0.49743824095238093
68	2	0.07002971401321051	0.5046233973116849	0.238001	0.314001	1.0	0.989019058888889	0.49743824095238093
71	4	0.1369965456396542	0.38446052439215594	0.084001	0.506001	1.0	0.989019058888889	0.477676919047619
77	2	0.04272209291784666	0.13535751945402366	0.29200099999999996	0.530001	1.0	0.989019058888889	0.49743824095238093
84	2	0.06318073733745402	0.3076844797597338	0.258001	0.573001	1.0	0.989019058888889	0.49743824095238093
86	2	0.03007209140648638	0.1657011466725959	0.447001	0.818001	1.0	0.9932013022136671	0.49743824095238093
89	2	0.056153945721374374	0.30924163968476276	0.28500099999999995	0.580001	1.0	0.989019058888889	0.49743824095238093
94	19	0.11608834394082557	0.3654783231876559	0.387001	0.530001	1.0	0.989019058888889	0.49743824095238093
100	4	0.08869988614501892	0.4528875052792172	0.23400100000000001	0.201001	1.0	0.989019058888889	0.49743824095238093
101	2	0.08043914537983607	0.4689471174018736	0.212001	0.37200099999999997	1.0	0.989019058888889	0.49743824095238093
103	2	0.027173101951947193	0.07930807062412432	0.339001	0.701001	1.0	0.989019058888889	0.49743824095238093
106	2	0.05670208264067612	0.22528388995663803	0.28800099999999995	0.692001	1.0	0.989019058888889	0.49743824095238093
108	2	0.026190440205967412	0.08787235207783099	0.47700099999999995	0.941001	1.0	0.9999761778801842	0.499356377034358
114	2	0.03599150118451924	0.16529190033459373	0.385001	0.8040010000000001	1.0	0.9932013022136671	0.49743824095238093
129	2	0.1282368413131596	0.7531805583499249	0.065001	0.148001	1.0	0.989019058888889	0.4599109719101124
132	2	0.08892255748667664	0.3557125499625634	0.175001	0.502001	1.0	0.989019058888889	0.49743824095238093
135	6	0.12687271212158446	0.4716869560525209	0.132001	0.34900099999999995	1.0	0.989019058888889	0.49743824095238093
138	2	0.06004806415854763	0.27951358433220275	0.30600099999999997	0.617001	1.0	0.989019058888889	0.49743824095238093
147	10	0.10180449295406989	0.37634854813183727	0.327001	0.34500099999999995	1.0	0.989019058888889	0.49743824095238093
160	2	0.027690455319471008	0.08104356465616469	0.383001	0.6830010000000001	1.0	0.989019058888889	0.49743824095238093
169	2	0.1186781658193853	0.7010807965800798	0.043001	0.137001	1.0	0.989019058888889	0.4323846083333333
171	7	0.15968873420468027	0.5849896363920329	0.061001	0.150001	1.0	0.989019058888889	0.4567152792207792
172	2	0.09417418670381915	0.38976965244186385	0.172001	0.47400099999999995	1.0	0.989019058888889	0.49743824095238093
182	12	0.16679513143722488	0.5379072857472738	0.029001000000000002	0.079001	1.0	0.989019058888889	0.4135886195652174
184	2	0.06447809582267133	0.4136649405835017	0.275001	0.446001	1.0	0.989019058888889	0.49743824095238093
203	2	0.0660460178321693	0.23517894339726284	0.172001	0.333001	1.0	0.989019058888889	0.49743824095238093
277	6	0.16197606037638618	1.0910672889848372	0.040001	0.001001	1.0	0.57678825	0.4323846083333333
278	2	0.13454189875145903	1.23574063548093	0.050001000000000004	0.021001000000000002	1.0	0.7391321282051283	0.4408614191176471
282	3	0.068057147223439	0.29055165391603893	0.37200099999999997	0.734001	1.0	0.989019058888889	0.49743824095238093
292	4	0.08600293746343016	0.28738764181588305	0.210001	0.452001	1.0	0.989019058888889	0.49743824095238093
297	32	0.16819476937376746	0.5533736734644426	0.132001	0.14000100000000001	1.0	0.989019058888889	0.49743824095238093
300	3	0.04781156485207674	0.17489025845723494	0.406001	0.871001	1.0	0.9932013022136671	0.49743824095238093
322	2	0.1532975143327597	1.1232974533572389	0.023001	0.036001	1.0	0.8301830599999999	0.4135886195652174
348	7	0.2094646799596397	0.9005165434384779	0.001001	0.007001	0.952001	0.6209348461538462	0.11541529999999998
349	73	0.19899104586362582	0.3849883885271413	0.054001	0.5430010000000001	0.996001	0.989019058888889	0.44793635251798564
350	13	0.13950644338996843	0.33553855971410285	0.187001	0.582001	1.0	0.989019058888889	0.49743824095238093
351	3	0.07598439278991206	0.3540585374172347	0.327001	0.572001	1.0	0.989019058888889	0.49743824095238093
352	3	0.08546811554783151	0.35912660356720655	0.249001	0.518001	1.0	0.989019058888889	0.49743824095238093
353	2	0.007080245248789067	0.029650754338074077	0.503001	0.990001	1.0	1.0	0.510079290237467
354	4	0.07176507460463363	0.21682083493146376	0.42500099999999996	0.895001	1.0	0.9932013022136671	0.49743824095238093
355	2	0.09495183830575094	0.6424428022454917	0.161001	0.196001	1.0	0.989019058888889	0.49743824095238093
356	2	0.0375498250853331	0.1508798333414658	0.41400099999999995	0.846001	1.0	0.9932013022136671	0.49743824095238093
357	3	0.16507722999741054	0.7256842107915817	0.027001	0.111001	1.0	0.989019058888889	0.4135886195652174
363	2	0.11554733666875613	0.5193433895283991	0.089001	0.328001	1.0	0.989019058888889	0.4817753661971831
365	2	0.1131182681942277	0.8291760465165618	0.102001	0.125001	1.0	0.989019058888889	0.49152252191235063
366	2	0.04765413253537818	0.278251223903408	0.391001	0.640001	1.0	0.989019058888889	0.49743824095238093
367	2	0.07149820149327077	0.4283080719311184	0.30100099999999996	0.42800099999999996	1.0	0.989019058888889	0.49743824095238093
368	2	0.04938572517569911	0.26177680509602086	0.386001	0.651001	1.0	0.989019058888889	0.49743824095238093
370	31	0.18403082146937993	0.45239126349052056	0.057001	0.266001	1.0	0.989019058888889	0.4518591418918919
373	2	0.12349360170379403	0.585262125477579	0.071001	0.248001	1.0	0.989019058888889	0.4599109719101124
381	2	0.054099414627345736	0.24156735596896176	0.327001	0.698001	1.0	0.989019058888889	0.49743824095238093
390	2	0.0736905001592321	0.3340970016030295	0.241001	0.5470010000000001	1.0	0.989019058888889	0.49743824095238093
392	2	0.018080470414106695	0.050216443603476636	0.389001	0.8040010000000001	1.0	0.9932013022136671	0.49743824095238093
425	24	0.12766642176499238	0.4692612701097334	0.36400099999999996	0.221001	1.0	0.989019058888889	0.49743824095238093
426	2	0.07302856173146786	0.4596385468385643	0.252001	0.390001	1.0	0.989019058888889	0.49743824095238093
427	4	0.12377202792985059	0.5306176802227828	0.114001	0.276001	1.0	0.989019058888889	0.49743824095238093
428	2	0.1242669951335508	0.9488110263274675	0.066001	0.067001	1.0	0.989019058888889	0.4599109719101124
429	4	0.25517818141806914	1.123918845641665	1e-06	0.016001	0.274001	0.7379661200000001	0.0002306
436	3	0.0649671568550333	0.29675097550694945	0.36800099999999997	0.6580010000000001	1.0	0.989019058888889	0.49743824095238093
441	2	0.08233962055039833	0.4607311151919086	0.20300100000000001	0.380001	1.0	0.989019058888889	0.49743824095238093
444	8	0.18651134215723417	0.5652992930188734	0.025001000000000002	0.200001	1.0	0.989019058888889	0.4135886195652174
464	3	0.10325922679329896	0.32338652980769356	0.119001	0.336001	1.0	0.989019058888889	0.49743824095238093
499	51	0.1468075509351809	0.38489258474913884	0.30600099999999997	0.500001	1.0	0.989019058888889	0.49743824095238093
503	17	0.09702993713546067	0.2692626297105372	0.42300099999999996	0.905001	1.0	0.9975775841300192	0.49743824095238093
504	2	0.07622181678129619	0.2849436859871869	0.123001	0.250001	1.0	0.989019058888889	0.49743824095238093
506	4	0.0734364388087963	0.3024054525321291	0.325001	0.593001	1.0	0.989019058888889	0.49743824095238093
512	2	0.09710803131525399	0.528911421114492	0.157001	0.29000099999999995	1.0	0.989019058888889	0.49743824095238093
513	3	0.09102914151611372	0.449370217879746	0.194001	0.35300099999999995	1.0	0.989019058888889	0.49743824095238093
515	2	0.19133819988125889	1.319492072799264	0.002001	0.014001	1.0	0.7379661200000001	0.13571488235294119
516	2	0.09900846164169565	0.41075126392017397	0.088001	0.173001	1.0	0.989019058888889	0.47860921226415093
518	3	0.061544623189373183	0.19575465327820707	0.28400099999999995	0.614001	1.0	0.989019058888889	0.49743824095238093
521	5	0.06919339237680426	0.177077154736909	0.41500099999999995	0.941001	1.0	0.9999761778801842	0.49743824095238093
522	5	0.0580098152068829	0.22139566499114469	0.43300099999999997	0.708001	1.0	0.989019058888889	0.49743824095238093
526	17	0.16329792359057538	0.5659206625561187	0.08500100000000001	0.145001	1.0	0.989019058888889	0.477676919047619
529	32	0.14808519701088435	0.3325186100569947	0.230001	0.732001	1.0	0.989019058888889	0.49743824095238093
532	27	0.15476113367148275	0.3847321775792083	0.183001	0.48300099999999996	1.0	0.989019058888889	0.49743824095238093
557	2	0.06973650639646081	0.4688576248749827	0.259001	0.36900099999999997	1.0	0.989019058888889	0.49743824095238093
566	2	0.03318488996845373	0.10784221861308417	0.41500099999999995	0.9370010000000001	1.0	0.9999761778801842	0.49743824095238093
572	29	0.15220430432560514	0.3598512098269527	0.197001	0.611001	1.0	0.989019058888889	0.49743824095238093
573	2	0.05648804361533894	0.19192878950005895	0.324001	0.766001	1.0	0.989019058888889	0.49743824095238093
574	6	0.0741263105331296	0.1827246521174379	0.462001	0.957001	1.0	1.0	0.499356377034358
576	3	0.12614631901034767	0.5562240647946947	0.083001	0.232001	1.0	0.989019058888889	0.477676919047619
578	3	0.01503764442233092	0.05541546060888259	0.48600099999999996	0.993001	1.0	1.0	0.5021139363799282
579	3	0.06061144192893401	0.1893452579561066	0.41400099999999995	0.851001	1.0	0.9932013022136671	0.49743824095238093
580	2	0.16729387701652582	1.2628909833746955	0.018001	0.014001	1.0	0.7379661200000001	0.3991375576923077
581	8	0.16590091587837724	0.6407345035513239	0.049001	0.074001	1.0	0.989019058888889	0.4408614191176471
583	2	0.04269540868594891	0.16504864205489317	0.388001	0.823001	1.0	0.9932013022136671	0.49743824095238093
584	4	0.0519589618031828	0.2539808910059088	0.460001	0.765001	1.0	0.989019058888889	0.499356377034358
585	3	0.10718611725359486	0.4137099205108183	0.14000100000000001	0.454001	1.0	0.989019058888889	0.49743824095238093
586	3	0.10765010420332102	0.7245501989679072	0.116001	0.121001	1.0	0.989019058888889	0.49743824095238093
588	4	0.07594682060460518	0.2902232846344896	0.392001	0.729001	1.0	0.989019058888889	0.49743824095238093
589	3	0.04502816149284672	0.18617847828371495	0.455001	0.876001	1.0	0.9932013022136671	0.49773828557874766
590	2	0.08867710420620839	0.49902781185821204	0.158001	0.326001	1.0	0.989019058888889	0.49743824095238093
592	9	0.09485989783279901	0.3760703781339983	0.393001	0.591001	1.0	0.989019058888889	0.49743824095238093
594	2	0.13907822748854848	1.0025764475382288	0.029001000000000002	0.051001	1.0	0.9800692166666666	0.4135886195652174
595	2	0.2236735421764404	1.627664222220436	1e-06	0.002001	0.824001	0.57678825	0.0002306
597	7	0.09955466990536116	0.4458498915549351	0.30800099999999997	0.248001	1.0	0.989019058888889	0.49743824095238093
598	5	0.0677139909094102	0.1694789874992158	0.40900099999999995	0.959001	1.0	1.0	0.49743824095238093
600	5	0.07257000070535434	0.2608509166762	0.42600099999999996	0.837001	1.0	0.9932013022136671	0.49743824095238093
602	2	0.04823852129496313	0.28808126638129633	0.330001	0.584001	1.0	0.989019058888889	0.49743824095238093
604	2	0.06580041108731755	0.2452957062768189	0.259001	0.692001	1.0	0.989019058888889	0.49743824095238093
606	3	0.10831973118125647	0.4178741719177897	0.160001	0.41800099999999996	1.0	0.989019058888889	0.49743824095238093
608	3	0.07208380213336699	0.32164003180816664	0.30200099999999996	0.602001	1.0	0.989019058888889	0.49743824095238093
610	3	0.02145349023337806	0.0831915565993947	0.511001	0.973001	1.0	1.0	0.515471699912511
611	2	0.049397176485556034	0.2536661828251953	0.321001	0.6760010000000001	1.0	0.989019058888889	0.49743824095238093
612	3	0.07215933923807376	0.25566498675828764	0.236001	0.460001	1.0	0.989019058888889	0.49743824095238093
614	2	0.034403219237578865	0.11925635063399859	0.438001	0.894001	1.0	0.9932013022136671	0.49743824095238093
616	2	0.03802552415449505	0.15804876813515828	0.449001	0.8120010000000001	1.0	0.9932013022136671	0.49743824095238093
624	3	0.09404376870303377	0.3509926445219765	0.223001	0.567001	1.0	0.989019058888889	0.49743824095238093
637	2	0.04880017833910375	0.24767691509880693	0.36600099999999997	0.691001	1.0	0.989019058888889	0.49743824095238093
638	4	0.10802499896266937	0.6039528316254038	0.195001	0.199001	1.0	0.989019058888889	0.49743824095238093
641	2	0.05905785502860407	0.2317015613304912	0.37300099999999997	0.760001	1.0	0.989019058888889	0.49743824095238093
655	4	0.13815882275902908	0.47310003551074675	0.074001	0.36800099999999997	1.0	0.989019058888889	0.4612062324324324
661	2	0.04859242914290143	0.2821975213742274	0.34500099999999995	0.634001	1.0	0.989019058888889	0.49743824095238093
675	2	0.1028594319530337	0.8480489728717386	0.127001	0.077001	1.0	0.989019058888889	0.49743824095238093
718	2	0.1934037118763436	1.1703682347768063	0.001001	0.024001	1.0	0.7391321282051283	0.11541529999999998
728	3	0.08762894948963121	0.2952587138344022	0.260001	0.690001	1.0	0.989019058888889	0.49743824095238093
730	2	0.0870652750397005	0.49504364814206836	0.157001	0.330001	1.0	0.989019058888889	0.49743824095238093
732	2	0.21302985420524911	1.4463653643418162	0.004001	0.010001	0.9350010000000001	0.6783031176470589	0.19221470833333335
735	30	0.19952971818371681	0.4507521903368405	0.032001	0.208001	0.996001	0.989019058888889	0.4135886195652174
742	54	0.19220848572796834	0.4882938861006333	0.074001	0.236001	1.0	0.989019058888889	0.4612062324324324
746	4	0.10906618712590688	0.37509383742815167	0.187001	0.5480010000000001	1.0	0.989019058888889	0.49743824095238093
749	2	0.04322083849714762	0.2688700677057547	0.374001	0.642001	1.0	0.989019058888889	0.49743824095238093
752	3	0.1260903746357561	0.5791049060560891	0.087001	0.230001	1.0	0.989019058888889	0.477676919047619
754	13	0.1715972307060642	0.4362885160415787	0.067001	0.36400099999999996	1.0	0.989019058888889	0.4599109719101124
760	3	0.04386058819158356	0.1413424179297729	0.43500099999999997	0.741001	1.0	0.989019058888889	0.49743824095238093
762	2	0.05005856283376918	0.16467003187093182	0.273001	0.5550010000000001	1.0	0.989019058888889	0.49743824095238093
767	2	0.09937237538021898	0.440537857385947	0.138001	0.406001	1.0	0.989019058888889	0.49743824095238093
777	9	0.09017219317078358	0.3597152603115833	0.41700099999999996	0.631001	1.0	0.989019058888889	0.49743824095238093
778	2	0.051891312547800994	0.17717940146642513	0.36200099999999996	0.7950010000000001	1.0	0.9932013022136671	0.49743824095238093
779	2	0.03010837104934542	0.1405358740546468	0.41000099999999995	0.843001	1.0	0.9932013022136671	0.49743824095238093
781	6	0.0727888159693862	0.2263218305408877	0.396001	0.891001	1.0	0.9932013022136671	0.49743824095238093
783	2	0.06945756486315162	0.32032717380919395	0.247001	0.522001	1.0	0.989019058888889	0.49743824095238093
785	2	0.10191872572833194	0.4799780185715154	0.148001	0.41500099999999995	1.0	0.989019058888889	0.49743824095238093
787	2	0.05819957883711253	0.22157927592330903	0.30200099999999996	0.724001	1.0	0.989019058888889	0.49743824095238093
788	2	0.07745921873274388	0.440478926800198	0.231001	0.393001	1.0	0.989019058888889	0.49743824095238093
814	2	0.04075859706398261	0.1278289590167049	0.253001	0.5430010000000001	1.0	0.989019058888889	0.49743824095238093
816	4	0.05269318028961873	0.17435130978105542	0.43600099999999997	0.9240010000000001	1.0	0.9993393783783784	0.49743824095238093
818	2	0.07905953137159452	0.3152942430270247	0.217001	0.581001	1.0	0.989019058888889	0.49743824095238093
821	7	0.14245344179780683	0.6955123056007818	0.099001	0.082001	1.0	0.989019058888889	0.49152252191235063
830	2	0.03828544913378664	0.2191805808575679	0.41200099999999995	0.736001	1.0	0.989019058888889	0.49743824095238093
831	2	0.030043180617549244	0.1550129420721812	0.445001	0.817001	1.0	0.9932013022136671	0.49743824095238093
849	4	0.08106056969838123	0.3394212493866967	0.321001	0.608001	1.0	0.989019058888889	0.49743824095238093
850	4	0.11671276284908852	0.2956447246298137	0.092001	0.398001	1.0	0.989019058888889	0.48659244495412846
851	3	0.08291123078732016	0.3425573103073589	0.247001	0.5430010000000001	1.0	0.989019058888889	0.49743824095238093
858	5	0.08996186359567432	0.2970269262238719	0.28900099999999995	0.707001	1.0	0.989019058888889	0.49743824095238093
866	2	0.08531782915170147	0.5267122225604728	0.181001	0.328001	1.0	0.989019058888889	0.49743824095238093
874	24	0.11889689659574712	0.3016719494164575	0.36000099999999996	0.770001	1.0	0.989019058888889	0.49743824095238093
878	5	0.05804520276157934	0.18884251395317747	0.450001	0.9190010000000001	1.0	0.9993393783783784	0.49743824095238093
879	5	0.10762954790485015	0.39997961700463536	0.209001	0.338001	1.0	0.989019058888889	0.49743824095238093
881	5	0.0945414334307175	0.23265578241402668	0.239001	0.702001	1.0	0.989019058888889	0.49743824095238093
882	2	0.049189965808606226	0.2964442584126896	0.383001	0.591001	1.0	0.989019058888889	0.49743824095238093
884	2	0.13039037534638903	0.8475904832301757	0.07000100000000001	0.108001	1.0	0.989019058888889	0.4599109719101124
887	46	0.18540140936848165	0.4169588259891931	0.106001	0.460001	1.0	0.989019058888889	0.49152252191235063
888	3	0.09132368106624121	0.4939365962665685	0.228001	0.31000099999999997	1.0	0.989019058888889	0.49743824095238093
890	2	0.136473667241088	0.6677379865389905	0.044001	0.179001	1.0	0.989019058888889	0.4323846083333333
891	3	0.23896330927389597	1.1823552705975493	0.002001	0.024001	0.5510010000000001	0.7391321282051283	0.13571488235294119
893	2	0.11033864321059843	0.5014723210796159	0.110001	0.35000099999999995	1.0	0.989019058888889	0.49743824095238093
899	18	0.1225806085335688	0.33385411928671704	0.334001	0.774001	1.0	0.9893826529933483	0.49743824095238093
900	2	0.048440540770602	0.2745638028849797	0.34800099999999995	0.578001	1.0	0.989019058888889	0.49743824095238093
913	44	0.1461275306960838	0.3819118746988968	0.322001	0.5610010000000001	1.0	0.989019058888889	0.49743824095238093
914	9	0.07368170484521078	0.29957655320683435	0.47100099999999995	0.706001	1.0	0.989019058888889	0.499356377034358
915	3	0.09191910244009702	0.4832307969416126	0.193001	0.334001	1.0	0.989019058888889	0.49743824095238093
916	26	0.15225846104254942	0.437757975908286	0.195001	0.34700099999999995	1.0	0.989019058888889	0.49743824095238093
917	47	0.12625817242795445	0.4246220268968542	0.43300099999999997	0.35200099999999995	1.0	0.989019058888889	0.49743824095238093
918	47	0.1498314844483249	0.48242932064796556	0.29500099999999996	0.219001	1.0	0.989019058888889	0.49743824095238093
919	9	0.17852158975048804	0.39063583677128694	0.020001	0.43600099999999997	1.0	0.989019058888889	0.4135886195652174
920	2	0.060159298393183624	0.4053699554309952	0.30500099999999997	0.447001	1.0	0.989019058888889	0.49743824095238093
921	5	0.08554494251838037	0.3495938787742511	0.328001	0.579001	1.0	0.989019058888889	0.49743824095238093
923	2	0.03768453606587117	0.12456343139414343	0.439001	0.9130010000000001	1.0	0.9993393783783784	0.49743824095238093
924	5	0.11404616817108816	0.29685773334260973	0.195001	0.717001	1.0	0.989019058888889	0.49743824095238093
926	4	0.05673482856254941	0.12052765608373844	0.326001	0.871001	1.0	0.9932013022136671	0.49743824095238093
929	5	0.07495670437047156	0.19085441009086052	0.36200099999999996	0.7970010000000001	1.0	0.9932013022136671	0.49743824095238093
930	2	0.013521813536748431	0.06431960427568871	0.47000099999999995	0.957001	1.0	1.0	0.499356377034358
932	6	0.13930115164899362	0.4266702455677745	0.08500100000000001	0.48300099999999996	1.0	0.989019058888889	0.477676919047619
934	2	0.13325410316293612	0.651822230915381	0.041001	0.197001	1.0	0.989019058888889	0.4323846083333333
935	9	0.16197671764343377	0.4836044338462771	0.073001	0.316001	1.0	0.989019058888889	0.4612062324324324
937	2	0.04848285625047929	0.15821575555955733	0.229001	0.464001	1.0	0.989019058888889	0.49743824095238093
940	4	0.06110652457458939	0.19260349452302364	0.377001	0.767001	1.0	0.989019058888889	0.49743824095238093
946	7	0.10977692470461806	0.28823944305471444	0.226001	0.6770010000000001	1.0	0.989019058888889	0.49743824095238093
949	2	0.051244848814638255	0.3024291056075574	0.381001	0.605001	1.0	0.989019058888889	0.49743824095238093
963	6	0.11139775434046918	0.3316315636394046	0.209001	0.6620010000000001	1.0	0.989019058888889	0.49743824095238093
964	3	0.03570409916706772	0.10968939928307792	0.42400099999999996	0.814001	1.0	0.9932013022136671	0.49743824095238093
965	2	0.07295614663174586	0.2978738445743794	0.235001	0.599001	1.0	0.989019058888889	0.49743824095238093
972	2	0.057844113826389945	0.20463712082041588	0.35800099999999996	0.771001	1.0	0.989019058888889	0.49743824095238093
976	2	0.01833015949784327	0.09822736087350425	0.49800099999999997	0.9220010000000001	1.0	0.9993393783783784	0.5087074739168876
977	2	0.08319654054899837	0.32131321881423175	0.107001	0.216001	1.0	0.989019058888889	0.49152252191235063
985	39	0.25360057201345154	0.49433683516912563	0.002001	0.207001	0.29700099999999996	0.989019058888889	0.13571488235294119
986	5	0.14571479033865395	0.6910952447100038	0.060001	0.113001	1.0	0.989019058888889	0.4551391644736842
987	3	0.06951959213700364	0.1847035964671877	0.31100099999999997	0.703001	1.0	0.989019058888889	0.49743824095238093
988	17	0.08939085009151199	0.32769661757054086	0.47700099999999995	0.7860010000000001	1.0	0.9932013022136671	0.499356377034358
994	24	0.1254814834254524	0.30232123461181465	0.34800099999999995	0.862001	1.0	0.9932013022136671	0.49743824095238093
1007	15	0.1108037851489048	0.23879157622306904	0.392001	0.948001	1.0	1.0	0.49743824095238093
1008	3	0.054453949158221104	0.1706391639416033	0.394001	0.856001	1.0	0.9932013022136671	0.49743824095238093
1015	2	0.058086346567770585	0.3219479501211422	0.333001	0.5520010000000001	1.0	0.989019058888889	0.49743824095238093
1020	4	0.06569965440463049	0.1522530479863065	0.384001	0.9280010000000001	1.0	0.9993393783783784	0.49743824095238093
1023	2	0.04570271189866322	0.20012209347089155	0.400001	0.7820010000000001	1.0	0.9932013022136671	0.49743824095238093
1025	2	0.0741581779162091	0.38800878228258895	0.248001	0.460001	1.0	0.989019058888889	0.49743824095238093
1033	2	0.07236713673798131	0.31871810269842943	0.259001	0.5620010000000001	1.0	0.989019058888889	0.49743824095238093
1034	24	0.11968256607128962	0.41165413704232434	0.343001	0.334001	1.0	0.989019058888889	0.49743824095238093
1035	13	0.08554323682992646	0.37780024987009714	0.49800099999999997	0.631001	1.0	0.989019058888889	0.5087074739168876
1036	6	0.08089408941607479	0.1621595850301731	0.274001	0.772001	1.0	0.989019058888889	0.49743824095238093
1037	2	0.05299532359945707	0.22695463572393737	0.34400099999999995	0.720001	1.0	0.989019058888889	0.49743824095238093
1038	4	0.07539715620789295	0.288861466574284	0.383001	0.707001	1.0	0.989019058888889	0.49743824095238093
1040	26	0.1973483360035419	0.5948186131866795	0.041001	0.031001	0.997001	0.7770468043478261	0.4323846083333333
1052	5	0.1065553751609675	0.36972178078557805	0.229001	0.610001	1.0	0.989019058888889	0.49743824095238093
1053	2	0.04673724672292595	0.28198389976799876	0.40700099999999995	0.645001	1.0	0.989019058888889	0.49743824095238093
1059	4	0.027574942971652916	0.06261223095536086	0.500001	0.977001	1.0	1.0	0.5088271429832304
1060	8	0.11018752476104578	0.3617797504816496	0.29700099999999996	0.654001	1.0	0.989019058888889	0.49743824095238093
1062	2	0.10180449295406989	0.5516100751665606	0.136001	0.28300099999999995	1.0	0.989019058888889	0.49743824095238093
1065	22	0.08743111140214138	0.2926497110315576	0.48500099999999996	0.826001	1.0	0.9932013022136671	0.5015301820627802
1066	20	0.11112580479409107	0.35646871468336594	0.41500099999999995	0.587001	1.0	0.989019058888889	0.49743824095238093
1068	28	0.11851502824082184	0.3818571770439837	0.406001	0.530001	1.0	0.989019058888889	0.49743824095238093
1069	3	0.21428427490470298	1.3083327697764697	0.001001	0.005001	0.9230010000000001	0.6209348461538462	0.11541529999999998
1075	8	0.1016331698242887	0.27906898912832	0.318001	0.770001	1.0	0.989019058888889	0.49743824095238093
1077	6	0.09607916939718315	0.40503975008421095	0.325001	0.5310010000000001	1.0	0.989019058888889	0.49743824095238093
1085	2	0.06526002118406583	0.3594687145463682	0.28400099999999995	0.504001	1.0	0.989019058888889	0.49743824095238093
1089	3	0.06602451155110939	0.18202260340616563	0.328001	0.862001	1.0	0.9932013022136671	0.49743824095238093
1093	8	0.05936237694276663	0.18072253415161976	0.523001	0.963001	1.0	1.0	0.5248217171453439
1096	7	0.0735627581453153	0.235961301712363	0.41700099999999996	0.7890010000000001	1.0	0.9932013022136671	0.49743824095238093
1109	30	0.10499327474622681	0.26802296005434006	0.47700099999999995	0.952001	1.0	1.0	0.499356377034358
1110	27	0.14047709664622446	0.38570722841431	0.29300099999999996	0.528001	1.0	0.989019058888889	0.49743824095238093
1111	13	0.09249715362378742	0.2858277015028063	0.43200099999999997	0.708001	1.0	0.989019058888889	0.49743824095238093
1112	2	0.09204741099732619	0.3986608529089541	0.174001	0.441001	1.0	0.989019058888889	0.49743824095238093
1113	2	0.07400949190027604	0.4622965177095062	0.251001	0.401001	1.0	0.989019058888889	0.49743824095238093
1120	8	0.06331566008579004	0.19340221858145262	0.466001	0.958001	1.0	1.0	0.499356377034358
1125	2	0.21285512108443444	1.4943274991408817	0.003001	0.007001	0.9360010000000001	0.6209348461538462	0.15727968181818183
1147	28	0.1316564870744904	0.36097097560222574	0.313001	0.49500099999999997	1.0	0.989019058888889	0.49743824095238093
1148	3	0.06256202035683896	0.147372182198238	0.29700099999999996	0.734001	1.0	0.989019058888889	0.49743824095238093
1149	2	0.06358199499899592	0.4146194073429773	0.31000099999999997	0.42200099999999996	1.0	0.989019058888889	0.49743824095238093
