row_ID	compound_name	sirius_confidence	species	strain	n_samples	n_detected	mean_peak_area	max_peak_area	detection_rate
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3235	2	2	48203002.0	95749056	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula paludigena	TFCN_48D-10	2	2	47839777.0	94561336	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-334Y-6	2	1	47135680.0	94271360	0.5
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3774	2	2	46840277.5	92747640	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4466	2	2	46603012.5	92806384	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_209-6-1	2	2	46321446.5	92041808	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5235	2	2	46179470.0	90709824	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_209-6-17	2	2	46127554.0	91419096	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5228	2	2	45983164.0	91350872	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98C-7	2	2	45554439.5	90010536	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4669	2	2	45145239.5	89836736	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5229	2	2	44224933.5	87719792	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6094	2	2	44169680.0	87408912	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4534	2	2	43433995.0	85828672	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sphaerocarpa	TFCN_86C_3	2	2	43254792.0	85792240	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula paludigena	DBVPG_7323	2	2	42866581.5	83550712	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3384	2	2	42738681.5	85200648	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_340-1	2	2	42632098.5	83643736	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula diobovata	TFCN_25-335P-1	2	2	41640621.0	81273432	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_107A-6	2	2	41200614.5	81436336	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3857	2	2	40778665.5	80959536	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3237	2	2	40231658.0	79858528	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_89D-3	2	2	40055774.5	78955856	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-0-2E333-9	2	2	39111147.0	77505024	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula kratochvilovae	DBVPG_10383	2	2	39094732.0	76555040	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_363-1-2	2	2	39032737.0	77669856	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3090	2	2	39026741.5	77881120	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3858	2	2	38151082.5	75131128	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_10886	2	2	37850294.5	74885696	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3855	2	2	37628397.0	74816168	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4956	2	2	37518104.0	74390368	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3382	2	2	37495601.0	74719584	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6649	2	2	37028086.5	72769728	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula diobovata	TFCN_25-335C-1	2	2	37009057.5	72230488	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4964	2	2	36923627.5	73261040	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula pacifica	TFCN_1B-1-2	2	2	36828438.5	73055864	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3383	2	2	36431569.5	72519200	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_3M-1-1	2	2	35631441.0	70493792	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_4M-1-2	2	2	35570939.5	69600240	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4203	2	2	35405214.5	70337000	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_152A-2	2	2	35143563.0	69405720	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_10619	2	2	34490463.5	67333928	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4376	2	1	34353308.0	68706616	0.5
562	Rhodotorulic Acid	0.969	Rhodotorula sphaerocarpa	TFCN_86C-9	2	2	34095509.0	67102724	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_33A-4	2	2	34060047.5	66824264	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5757	2	2	33883387.0	66880632	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-338D-3	2	2	33863836.0	66761712	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-332P-1	2	2	33251440.0	66065192	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_152A-12	2	2	32943592.5	64743016	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_140A-3	2	2	32445189.5	63864484	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula paludigena	DBVPG_4610	2	2	32169099.5	63519788	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_102D-1	2	2	32042245.5	63317080	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98D-9	2	2	31944102.5	63213168	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-332M-2	2	2	31540193.5	62788560	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_100D-1	2	2	31044964.5	60786860	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_118C-2	2	2	30901128.5	60744736	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4962	2	2	30751319.5	60803072	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98C-5	2	2	30662560.0	60844824	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5236	2	2	30499507.5	59791712	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula taiwanensis	DBVPG_4530	2	2	30334265.0	60409824	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4958	2	2	30223308.5	59719780	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula dairenensis	DBVPG_3773	2	2	30077839.0	58920160	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-395P-1	2	2	29817813.5	59056324	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4963	2	2	29687903.0	58505496	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3236	2	2	29474801.5	58023604	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_137D-4	2	2	29465707.0	58464864	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6743	2	2	29211769.5	56559744	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_209-6-2	2	2	29130026.0	57705876	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_209-6-4	2	2	28790028.0	57076648	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula glutinis	DBVPG_3985	2	2	28708302.5	57130508	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-0-2E333-1	2	1	28574774.0	57149548	0.5
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3856	2	2	28389618.0	56488136	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula paludigena	TFCN_1A-1-2	2	2	28120819.5	55847492	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_105A-2	2	2	27831506.5	54846420	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-332C-1	2	2	27711878.5	54864792	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-0-2E333-5	2	2	27694485.0	54747576	1.0
562	Rhodotorulic Acid	0.969	Pseudomicrostroma phylloplanum	DBVPG_6740	2	2	27402616.0	54235360	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-0-2E334-1	2	2	27203650.5	54188096	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula diobovata	TFCN_7-9-2	2	2	27027714.0	53222276	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-325Y-1	2	2	26819113.5	52581768	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_340-3	2	2	26689272.5	52167744	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-325P-1	2	2	26631708.0	52350212	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_209-6-11	2	2	26314417.5	51910976	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-332C-1	2	2	26248195.0	51792184	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_4M-1-5	2	2	26030051.0	51432760	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-325D-2	2	2	25951779.5	51104632	1.0
562	Rhodotorulic Acid	0.969	Cystobasidium sp.	DBVPG_10075	2	2	25707640.0	50757388	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98D-11	2	2	25622666.0	50363652	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_122C-2	2	2	25532571.0	50257752	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula dairenensis	NRRL_Y-2504	2	2	25530265.0	49808556	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sp. clade I	DBVPG_8058	2	2	25465472.0	50373440	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_86A-3	2	2	25435464.0	50297520	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula taiwanensis	TFCN_357-1	2	2	24968598.5	49432584	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3446	2	2	24867499.0	49213160	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6742	2	2	24723775.0	48070116	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_172A-1	2	2	24705300.0	48745780	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3854	2	2	24655727.0	49058208	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_152C-5	2	2	24332209.0	48234544	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98D-7	2	2	24317165.5	48248244	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula diobovata	TFCN_7-6-2003	2	2	23802967.0	46527588	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula pacifica	TFCN_1A_1_5	2	2	23708649.0	46772544	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_134A-3	2	2	23414549.5	46014572	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-334Y-2	2	2	23272610.0	45732024	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_130D-4	2	2	23227629.5	45451620	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sp. clade XIII	DBVPG_7947	2	2	22826073.0	45201232	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_2M_1_3	2	2	22497816.5	44390572	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3780	2	2	22223544.5	43599044	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-333C-2	2	2	22221134.0	43225776	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3445	2	2	22018610.5	43560316	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98C-3	2	2	21835284.0	43210808	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_8043	2	2	21725494.0	42501764	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_4M-1-3	2	2	21671446.0	42641100	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_141C-2	2	2	21616067.5	42215784	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6593	2	2	21549980.0	42170208	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-337Y-1	2	2	21299139.0	41876416	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6803	2	2	21129260.0	40127888	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-334Y-5	2	2	21023942.0	41711868	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_10842	2	2	21009484.0	41302764	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98A-5	2	2	20920804.5	41269604	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sp. clade I	TFCN_17-328C-3	2	2	20535532.0	40420624	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula taiwanensis	TFCN_0520-4-2-2	2	2	20482047.5	40586688	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_98C-8	2	2	20188628.5	39922824	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5226	2	2	20170804.5	39463132	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-332M-2	2	2	19918860.0	39128432	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-327D-1	2	2	19803243.5	39208984	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4304	2	2	19729021.0	39246736	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula diobovata	DBVPG_6202	2	2	19688817.0	38052648	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-332P-2	2	2	19675814.0	38748256	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5758	2	2	19672007.5	38622308	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_54D-2	2	2	19670479.5	38786848	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3443	2	2	19660684.5	38610360	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5759	2	2	19640578.5	38333200	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_7019	2	2	19523141.5	38562096	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-332D-1	2	2	19467096.0	38430300	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula dairenensis	TFCN_7W-292-3	2	2	19339679.0	38006776	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-329Y-4	2	2	19075355.5	37403628	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3045	2	2	18981336.0	37338956	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-325D-4	2	2	18789615.0	37022824	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4378	2	2	18777213.0	36961900	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-332Y-1	2	2	18774664.0	36866016	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3778	2	2	18694571.5	36710640	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_4M-1-4	2	2	18624903.0	36607552	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_273H-1	2	2	18532178.0	36671760	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula paludigena	TFCN_48A-2	2	2	18517175.0	36719124	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_270H-1	2	2	18403471.0	35688456	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sphaerocarpa	TFCN_86A_5	2	2	18293395.5	35999664	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_102D-2	2	2	18267817.5	36193068	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula graminis	DBVPG_6083	2	2	18103566.5	35695908	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-291Y-1	2	2	18063198.5	35729540	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-390M-1	2	2	18005064.0	35309324	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_102C-1	2	2	17873329.0	35041760	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula dairenensis	DBVPG_3768	2	2	17790572.5	35272524	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula toruloides	TFCN_152A-4	2	2	17649695.0	34506964	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_152A-1	2	2	17645279.0	34993192	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6093	2	2	17547017.5	33938592	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_211A-3	2	2	17546661.0	34359048	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_106A-1	2	2	17386924.5	34411708	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-0-2E390-1	2	2	17308596.0	33596168	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_6741	2	2	17252226.0	34047260	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_213-6-4	2	2	17236552.5	33918472	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula taiwanensis	TFCN_0520-4-2-1	2	2	17095794.5	33829124	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-333D-2	2	2	16790126.0	33179158	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-333Y-9	2	2	16730568.0	32634722	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula toruloides	TFCN_152C-6	2	2	16721926.0	32902992	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_1A-14	2	2	16716227.0	32903770	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_213-6-2	2	2	16668799.0	32690956	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula diobovata	DBVPG_6195	2	2	16631567.0	32512704	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_137C-3	2	2	16548080.0	32465342	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_107C-3	2	2	16543380.0	32175332	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-0-2E332-1	2	2	16524987.0	32691400	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_342-3	2	2	16318641.0	32127314	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_3775	2	2	16247690.0	32249636	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-0-2E333-7	2	2	16188270.5	31974078	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sp. clade XI	DBVPG_10348	2	2	16102040.0	31570178	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-333M-1	2	2	16056772.5	31524538	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_5225	2	2	16034606.0	31006288	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula kratochvilovae	DBVPG_10753	2	2	16011992.0	31635722	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sphaerocarpa	TFCN_86A-8	2	2	15991250.5	31653462	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-334Y-3	2	2	15969430.0	31143254	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-267M-1	2	2	15890626.5	30813262	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_270H-2	2	2	15830303.5	30752310	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-335Y-1	2	2	15754740.0	30999336	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-0-2E390-2	2	2	15212233.5	29723372	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-333P-6	2	2	15204086.5	29877254	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4947	2	2	15151570.5	30084706	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_4379	2	2	15118458.0	29815566	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula toruloides	TFCN_152C-3	2	2	15026017.5	29140796	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17Y-278-1	2	2	14921575.0	29118374	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_10780	2	2	14917836.0	29098066	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	DBVPG_10937	2	2	14894701.0	28552166	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-332P-2	2	2	14803584.5	29228620	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula toruloides	TFCN_152A_3	2	2	14716952.0	28823980	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-334C-1	2	2	14243871.0	28001680	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_17-0-2E334-10	2	2	14218435.0	27978232	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula toruloides	TFCN_152D-6	2	2	14186294.0	27892942	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula sphaerocarpa	TFCN_86A-6	2	2	13956861.0	27531042	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_2M-1-4	2	2	13917280.5	27114964	1.0
562	Rhodotorulic Acid	0.969	Rhodotorula mucilaginosa	TFCN_25-333P-2	2	2	13893858.0	27367588	1.0
