row_ID	compound_name	sirius_confidence	species	source	n_samples	n_detected	mean_peak_area	median_peak_area	max_peak_area	detection_rate
46831	Desferrioxamine D1	0.44	Rhodotorula sphaerocarpa	cell_pellett	6	4	126326.16666666667	114963.0	315971	0.6666666666666666
46831	Desferrioxamine D1	0.44	Rhodotorula sp. clade XIII	cell_pellett	1	1	121135.0	121135.0	121135	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula dairenensis	cell_pellett	7	5	119969.42857142857	147295.0	217656	0.7142857142857143
46831	Desferrioxamine D1	0.44	Rhodotorula araucariae	cell_pellett	1	1	109120.0	109120.0	109120	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula mucilaginosa	cell_pellett	208	151	102339.80769230769	117819.0	252567	0.7259615384615384
46831	Desferrioxamine D1	0.44	Rhodotorula sp. clade XI	cell_pellett	2	2	101868.5	101868.5	136974	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula diobovata	supernatant	9	9	91306.0	97506.0	138954	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula paludigena	cell_pellett	10	6	89897.0	108388.5	185179	0.6
46831	Desferrioxamine D1	0.44	Rhodotorula toruloides	cell_pellett	10	5	72396.9	38759.0	218579	0.5
46831	Desferrioxamine D1	0.44	Rhodotorula kratochvilovae	supernatant	3	3	70655.66666666667	66644.0	108462	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula taiwanensis	supernatant	6	4	60443.5	33546.0	199373	0.6666666666666666
46831	Desferrioxamine D1	0.44	Rhodotorula graminis	cell_pellett	3	2	57195.0	79678.0	91907	0.6666666666666666
46831	Desferrioxamine D1	0.44	Rhodotorula paludigena	supernatant	10	8	55753.4	41841.5	176528	0.8
46831	Desferrioxamine D1	0.44	Rhodotorula sp. clade I	supernatant	5	3	53898.0	30395.0	157048	0.6
46831	Desferrioxamine D1	0.44	Rhodotorula glutinis	supernatant	2	1	53767.5	53767.5	107535	0.5
46831	Desferrioxamine D1	0.44	Rhodotorula sp. clade XI	supernatant	2	2	50878.0	50878.0	50994	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula sp. clade XIII	supernatant	1	1	45397.0	45397.0	45397	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula dairenensis	supernatant	8	5	40030.875	37042.5	137170	0.625
46831	Desferrioxamine D1	0.44	Cystobasidium sp.	supernatant	1	1	34954.0	34954.0	34954	1.0
46831	Desferrioxamine D1	0.44	Rhodotorula taiwanensis	cell_pellett	6	1	24398.333333333332	0.0	146390	0.16666666666666666
46831	Desferrioxamine D1	0.44	Rhodotorula mucilaginosa	supernatant	208	108	24232.826923076922	31198.0	120752	0.5192307692307693
46831	Desferrioxamine D1	0.44	Rhodotorula graminis	supernatant	3	2	23419.0	34478.0	35779	0.6666666666666666
46831	Desferrioxamine D1	0.44	Rhodotorula toruloides	supernatant	10	4	20422.5	0.0	66510	0.4
46831	Desferrioxamine D1	0.44	Rhodotorula sphaerocarpa	supernatant	6	2	17705.166666666668	0.0	67242	0.3333333333333333
46831	Desferrioxamine D1	0.44	Rhodotorula pacifica	supernatant	3	1	15923.333333333334	0.0	47770	0.3333333333333333
46831	Desferrioxamine D1	0.44	Cystobasidium sp.	cell_pellett	1	0	0.0	0.0	0	0.0
46831	Desferrioxamine D1	0.44	Pseudomicrostroma phylloplanum	supernatant	1	0	0.0	0.0	0	0.0
46831	Desferrioxamine D1	0.44	Rhodotorula araucariae	supernatant	1	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula toruloides	supernatant	10	10	9251571.3	7963056.0	14093841	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula kratochvilovae	supernatant	3	3	8997776.333333334	8947927.0	9455070	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula pacifica	supernatant	3	3	8828201.333333334	9134928.0	9542883	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula mucilaginosa	supernatant	208	205	8817174.399038462	8556517.0	16897682	0.9855769230769231
6976	Desferrioxamine X5	0.129	Rhodotorula sp. clade XI	supernatant	2	2	8421753.5	8421753.5	9003600	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula sp. clade I	supernatant	5	5	7883355.8	8544913.0	11650900	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula araucariae	supernatant	1	1	7865368.0	7865368.0	7865368	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula graminis	supernatant	3	3	7527890.333333333	9520419.0	10450552	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula diobovata	supernatant	9	9	7504523.444444444	7815959.0	11152712	1.0
6976	Desferrioxamine X5	0.129	Pseudomicrostroma phylloplanum	supernatant	1	1	7224068.0	7224068.0	7224068	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula dairenensis	supernatant	8	8	6908742.625	6478180.0	9909608	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula paludigena	supernatant	10	10	6873601.9	7053265.5	9410951	1.0
6976	Desferrioxamine X5	0.129	Cystobasidium sp.	supernatant	1	1	6858513.0	6858513.0	6858513	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula sphaerocarpa	supernatant	6	6	6342117.5	6364218.5	7638196	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula glutinis	supernatant	2	2	6131930.0	6131930.0	10105814	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula taiwanensis	supernatant	6	6	6044861.333333333	5988078.0	7038246	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula sp. clade XIII	supernatant	1	1	5961764.0	5961764.0	5961764	1.0
6976	Desferrioxamine X5	0.129	Rhodotorula mucilaginosa	cell_pellett	208	7	1505.3701923076924	0.0	75824	0.03365384615384615
6976	Desferrioxamine X5	0.129	Cystobasidium sp.	cell_pellett	1	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Pseudomicrostroma phylloplanum	cell_pellett	1	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula araucariae	cell_pellett	1	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula dairenensis	cell_pellett	7	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula diobovata	cell_pellett	9	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula glutinis	cell_pellett	2	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula graminis	cell_pellett	3	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula kratochvilovae	cell_pellett	3	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula pacifica	cell_pellett	3	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula paludigena	cell_pellett	10	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula sp. clade I	cell_pellett	5	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula sp. clade XI	cell_pellett	2	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula sp. clade XIII	cell_pellett	1	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula sphaerocarpa	cell_pellett	6	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula taiwanensis	cell_pellett	6	0	0.0	0.0	0	0.0
6976	Desferrioxamine X5	0.129	Rhodotorula toruloides	cell_pellett	10	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula diobovata	cell_pellett	9	8	3483030.222222222	3116839.0	6464196	0.8888888888888888
11834	Proferrioxamine-D2	0.115	Rhodotorula kratochvilovae	cell_pellett	3	2	2398672.0	2921418.0	4274598	0.6666666666666666
11834	Proferrioxamine-D2	0.115	Rhodotorula paludigena	cell_pellett	10	6	1537802.7	1275334.5	4651010	0.6
11834	Proferrioxamine-D2	0.115	Rhodotorula graminis	cell_pellett	3	2	1519827.6666666667	175379.0	4384104	0.6666666666666666
11834	Proferrioxamine-D2	0.115	Rhodotorula kratochvilovae	supernatant	3	2	1201173.3333333333	1147113.0	2456407	0.6666666666666666
11834	Proferrioxamine-D2	0.115	Rhodotorula sp. clade XIII	cell_pellett	1	1	1024492.0	1024492.0	1024492	1.0
11834	Proferrioxamine-D2	0.115	Rhodotorula diobovata	supernatant	9	7	812718.7777777778	864922.0	1469999	0.7777777777777778
11834	Proferrioxamine-D2	0.115	Rhodotorula sp. clade I	cell_pellett	5	1	681500.2	0.0	3407501	0.2
11834	Proferrioxamine-D2	0.115	Rhodotorula paludigena	supernatant	10	4	389412.8	0.0	1439216	0.4
11834	Proferrioxamine-D2	0.115	Rhodotorula sp. clade I	supernatant	5	1	232888.2	0.0	1164441	0.2
11834	Proferrioxamine-D2	0.115	Rhodotorula dairenensis	cell_pellett	7	2	197946.2857142857	0.0	819537	0.2857142857142857
11834	Proferrioxamine-D2	0.115	Rhodotorula dairenensis	supernatant	8	5	130566.0	47494.0	427092	0.625
11834	Proferrioxamine-D2	0.115	Rhodotorula graminis	supernatant	3	1	87708.66666666667	0.0	263126	0.3333333333333333
11834	Proferrioxamine-D2	0.115	Rhodotorula taiwanensis	supernatant	6	2	26511.5	0.0	80143	0.3333333333333333
11834	Proferrioxamine-D2	0.115	Rhodotorula mucilaginosa	supernatant	208	17	18400.697115384617	0.0	2817987	0.08173076923076923
11834	Proferrioxamine-D2	0.115	Rhodotorula mucilaginosa	cell_pellett	208	28	18141.033653846152	0.0	480970	0.1346153846153846
11834	Proferrioxamine-D2	0.115	Rhodotorula toruloides	cell_pellett	10	1	8221.0	0.0	82210	0.1
11834	Proferrioxamine-D2	0.115	Rhodotorula toruloides	supernatant	10	1	3322.4	0.0	33224	0.1
11834	Proferrioxamine-D2	0.115	Cystobasidium sp.	cell_pellett	1	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Cystobasidium sp.	supernatant	1	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Pseudomicrostroma phylloplanum	cell_pellett	1	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Pseudomicrostroma phylloplanum	supernatant	1	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula araucariae	cell_pellett	1	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula araucariae	supernatant	1	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula glutinis	cell_pellett	2	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula glutinis	supernatant	2	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula pacifica	cell_pellett	3	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula pacifica	supernatant	3	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula sp. clade XI	cell_pellett	2	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula sp. clade XI	supernatant	2	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula sp. clade XIII	supernatant	1	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula sphaerocarpa	cell_pellett	6	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula sphaerocarpa	supernatant	6	0	0.0	0.0	0	0.0
11834	Proferrioxamine-D2	0.115	Rhodotorula taiwanensis	cell_pellett	6	0	0.0	0.0	0	0.0
67	desferrioxamine h	0.063	Rhodotorula paludigena	cell_pellett	10	10	384010314.1	459826736.0	947588928	1.0
67	desferrioxamine h	0.063	Rhodotorula sp. clade XIII	cell_pellett	1	1	340458720.0	340458720.0	340458720	1.0
67	desferrioxamine h	0.063	Rhodotorula kratochvilovae	cell_pellett	3	3	297227802.6666667	415519904.0	474866784	1.0
67	desferrioxamine h	0.063	Rhodotorula dairenensis	cell_pellett	7	5	172798252.42857143	6059148.0	500056128	0.7142857142857143
67	desferrioxamine h	0.063	Rhodotorula diobovata	cell_pellett	9	9	151735569.33333334	139801680.0	370671072	1.0
67	desferrioxamine h	0.063	Rhodotorula kratochvilovae	supernatant	3	2	147420981.33333334	211424832.0	230838112	0.6666666666666666
67	desferrioxamine h	0.063	Rhodotorula graminis	cell_pellett	3	3	128016531.33333333	60381828.0	302020640	1.0
67	desferrioxamine h	0.063	Rhodotorula paludigena	supernatant	10	6	56045557.4	5667137.0	205723024	0.6
67	desferrioxamine h	0.063	Rhodotorula diobovata	supernatant	9	7	23251313.111111112	19255414.0	51747280	0.7777777777777778
67	desferrioxamine h	0.063	Rhodotorula sp. clade I	cell_pellett	5	5	21737055.8	491664.0	106007112	1.0
67	desferrioxamine h	0.063	Pseudomicrostroma phylloplanum	cell_pellett	1	1	19777998.0	19777998.0	19777998	1.0
67	desferrioxamine h	0.063	Rhodotorula dairenensis	supernatant	8	6	12676600.5	535420.0	56793048	0.75
67	desferrioxamine h	0.063	Rhodotorula taiwanensis	cell_pellett	6	6	8138783.0	7161815.5	16057432	1.0
67	desferrioxamine h	0.063	Rhodotorula graminis	supernatant	3	3	7792301.666666667	190414.0	23124586	1.0
67	desferrioxamine h	0.063	Rhodotorula glutinis	cell_pellett	2	2	6083669.0	6083669.0	6644204	1.0
67	desferrioxamine h	0.063	Rhodotorula sphaerocarpa	cell_pellett	6	6	5100723.0	4412430.0	11093608	1.0
67	desferrioxamine h	0.063	Rhodotorula sp. clade XI	cell_pellett	2	2	4743659.0	4743659.0	7613172	1.0
67	desferrioxamine h	0.063	Rhodotorula taiwanensis	supernatant	6	5	4054100.1666666665	3529599.5	8448568	0.8333333333333334
67	desferrioxamine h	0.063	Rhodotorula sp. clade I	supernatant	5	3	3455489.0	30954.0	17180342	0.6
67	desferrioxamine h	0.063	Rhodotorula pacifica	cell_pellett	3	3	2931965.0	1121691.0	7289798	1.0
67	desferrioxamine h	0.063	Rhodotorula mucilaginosa	cell_pellett	208	154	1965208.6442307692	457759.0	43390176	0.7403846153846154
67	desferrioxamine h	0.063	Rhodotorula mucilaginosa	supernatant	208	75	1651212.7788461538	0.0	303865856	0.3605769230769231
67	desferrioxamine h	0.063	Rhodotorula araucariae	cell_pellett	1	1	1497726.0	1497726.0	1497726	1.0
67	desferrioxamine h	0.063	Rhodotorula toruloides	cell_pellett	10	7	1387560.0	766392.5	4804958	0.7
67	desferrioxamine h	0.063	Rhodotorula toruloides	supernatant	10	4	393521.6	0.0	3634944	0.4
67	desferrioxamine h	0.063	Rhodotorula sphaerocarpa	supernatant	6	5	359726.8333333333	268358.0	881431	0.8333333333333334
67	desferrioxamine h	0.063	Pseudomicrostroma phylloplanum	supernatant	1	1	325657.0	325657.0	325657	1.0
67	desferrioxamine h	0.063	Rhodotorula sp. clade XI	supernatant	2	1	216064.5	216064.5	432129	0.5
67	desferrioxamine h	0.063	Rhodotorula araucariae	supernatant	1	1	140512.0	140512.0	140512	1.0
67	desferrioxamine h	0.063	Rhodotorula glutinis	supernatant	2	1	28582.5	28582.5	57165	0.5
67	desferrioxamine h	0.063	Cystobasidium sp.	cell_pellett	1	0	0.0	0.0	0	0.0
67	desferrioxamine h	0.063	Cystobasidium sp.	supernatant	1	0	0.0	0.0	0	0.0
67	desferrioxamine h	0.063	Rhodotorula pacifica	supernatant	3	0	0.0	0.0	0	0.0
67	desferrioxamine h	0.063	Rhodotorula sp. clade XIII	supernatant	1	0	0.0	0.0	0	0.0
47668	Desferrioxamine X5	0.059	Pseudomicrostroma phylloplanum	cell_pellett	1	1	825622.0	825622.0	825622	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula graminis	cell_pellett	3	3	747370.0	807476.0	839516	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula taiwanensis	cell_pellett	6	5	665645.1666666666	723225.0	1106140	0.8333333333333334
47668	Desferrioxamine X5	0.059	Rhodotorula dairenensis	cell_pellett	7	5	591378.4285714285	671114.0	1455675	0.7142857142857143
47668	Desferrioxamine X5	0.059	Rhodotorula glutinis	cell_pellett	2	2	555940.0	555940.0	718785	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula sp. clade I	cell_pellett	5	4	427800.6	515064.0	658192	0.8
47668	Desferrioxamine X5	0.059	Cystobasidium sp.	cell_pellett	1	1	408836.0	408836.0	408836	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula mucilaginosa	cell_pellett	208	137	406621.2836538461	420984.5	2068993	0.6586538461538461
47668	Desferrioxamine X5	0.059	Rhodotorula toruloides	cell_pellett	10	7	393873.0	463127.5	950300	0.7
47668	Desferrioxamine X5	0.059	Rhodotorula sphaerocarpa	cell_pellett	6	5	379035.6666666667	387373.0	579573	0.8333333333333334
47668	Desferrioxamine X5	0.059	Rhodotorula paludigena	cell_pellett	10	5	348356.8	195447.0	1413169	0.5
47668	Desferrioxamine X5	0.059	Rhodotorula kratochvilovae	cell_pellett	3	2	347151.6666666667	442912.0	598543	0.6666666666666666
47668	Desferrioxamine X5	0.059	Rhodotorula pacifica	supernatant	3	3	324029.0	302759.0	395506	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula sp. clade XIII	cell_pellett	1	1	305527.0	305527.0	305527	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula toruloides	supernatant	10	10	286558.9	289918.5	405981	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula sp. clade XI	cell_pellett	2	1	280677.5	280677.5	561355	0.5
47668	Desferrioxamine X5	0.059	Rhodotorula diobovata	supernatant	9	9	276591.44444444444	233076.0	478808	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula mucilaginosa	supernatant	208	205	274437.20673076925	237542.0	679185	0.9855769230769231
47668	Desferrioxamine X5	0.059	Rhodotorula sp. clade I	supernatant	5	5	260125.2	243485.0	343991	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula taiwanensis	supernatant	6	6	252580.33333333334	255131.0	326513	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula araucariae	cell_pellett	1	1	251825.0	251825.0	251825	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula paludigena	supernatant	10	10	244058.8	265304.0	319196	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula sphaerocarpa	supernatant	6	6	237081.83333333334	204253.0	368684	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula sp. clade XI	supernatant	2	2	229218.0	229218.0	265992	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula dairenensis	supernatant	8	8	214273.625	179130.5	474379	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula graminis	supernatant	3	3	201912.33333333334	195721.0	225338	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula kratochvilovae	supernatant	3	3	189710.0	173543.0	250378	1.0
47668	Desferrioxamine X5	0.059	Cystobasidium sp.	supernatant	1	1	161728.0	161728.0	161728	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula araucariae	supernatant	1	1	158366.0	158366.0	158366	1.0
47668	Desferrioxamine X5	0.059	Pseudomicrostroma phylloplanum	supernatant	1	1	156395.0	156395.0	156395	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula sp. clade XIII	supernatant	1	1	150525.0	150525.0	150525	1.0
47668	Desferrioxamine X5	0.059	Rhodotorula pacifica	cell_pellett	3	1	137091.0	0.0	411273	0.3333333333333333
47668	Desferrioxamine X5	0.059	Rhodotorula glutinis	supernatant	2	1	120325.5	120325.5	240651	0.5
47668	Desferrioxamine X5	0.059	Rhodotorula diobovata	cell_pellett	9	2	116341.44444444444	0.0	673226	0.2222222222222222
249	desferrioxamine h	0.058	Rhodotorula kratochvilovae	cell_pellett	3	3	201033686.33333334	298157152.0	304821376	1.0
249	desferrioxamine h	0.058	Rhodotorula paludigena	cell_pellett	10	8	99440246.8	77393178.0	349154304	0.8
249	desferrioxamine h	0.058	Rhodotorula diobovata	cell_pellett	9	9	57514533.11111111	49830864.0	147678224	1.0
249	desferrioxamine h	0.058	Rhodotorula sp. clade XIII	cell_pellett	1	1	40463336.0	40463336.0	40463336	1.0
249	desferrioxamine h	0.058	Rhodotorula sp. clade I	cell_pellett	5	1	13952563.2	0.0	69762816	0.2
249	desferrioxamine h	0.058	Rhodotorula graminis	cell_pellett	3	3	7797003.333333333	1208886.0	21464730	1.0
249	desferrioxamine h	0.058	Rhodotorula kratochvilovae	supernatant	3	2	6118614.333333333	4383782.0	13972061	0.6666666666666666
249	desferrioxamine h	0.058	Rhodotorula dairenensis	cell_pellett	7	4	5890237.857142857	119974.0	25462846	0.5714285714285714
249	desferrioxamine h	0.058	Pseudomicrostroma phylloplanum	cell_pellett	1	1	1342086.0	1342086.0	1342086	1.0
249	desferrioxamine h	0.058	Rhodotorula paludigena	supernatant	10	7	919501.8	72413.0	5253262	0.7
249	desferrioxamine h	0.058	Rhodotorula glutinis	cell_pellett	2	2	271198.5	271198.5	463212	1.0
249	desferrioxamine h	0.058	Rhodotorula taiwanensis	cell_pellett	6	5	260790.66666666666	129494.5	874252	0.8333333333333334
249	desferrioxamine h	0.058	Rhodotorula diobovata	supernatant	9	8	243333.77777777778	195770.0	598416	0.8888888888888888
249	desferrioxamine h	0.058	Rhodotorula araucariae	cell_pellett	1	1	195480.0	195480.0	195480	1.0
249	desferrioxamine h	0.058	Rhodotorula sp. clade XI	cell_pellett	2	2	166343.5	166343.5	218995	1.0
249	desferrioxamine h	0.058	Rhodotorula graminis	supernatant	3	2	116227.33333333333	47440.0	301242	0.6666666666666666
249	desferrioxamine h	0.058	Rhodotorula sphaerocarpa	cell_pellett	6	6	115138.66666666667	111189.0	213448	1.0
249	desferrioxamine h	0.058	Rhodotorula toruloides	cell_pellett	10	6	98421.0	51991.5	367047	0.6
249	desferrioxamine h	0.058	Rhodotorula dairenensis	supernatant	8	4	98250.875	17939.0	316735	0.5
249	desferrioxamine h	0.058	Rhodotorula mucilaginosa	supernatant	208	57	78351.47115384616	0.0	14114862	0.27403846153846156
249	desferrioxamine h	0.058	Rhodotorula taiwanensis	supernatant	6	2	64356.666666666664	0.0	282727	0.3333333333333333
249	desferrioxamine h	0.058	Cystobasidium sp.	cell_pellett	1	1	63539.0	63539.0	63539	1.0
249	desferrioxamine h	0.058	Rhodotorula mucilaginosa	cell_pellett	208	90	60040.456730769234	0.0	1304061	0.4326923076923077
249	desferrioxamine h	0.058	Rhodotorula pacifica	cell_pellett	3	2	46036.666666666664	41116.0	96994	0.6666666666666666
249	desferrioxamine h	0.058	Rhodotorula araucariae	supernatant	1	1	38245.0	38245.0	38245	1.0
249	desferrioxamine h	0.058	Rhodotorula sphaerocarpa	supernatant	6	2	13474.5	0.0	44128	0.3333333333333333
