ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr	trait	sig_es	sig_maxrho	sig_familywise
1151	13	0.1653361806837202	0.531782370482557	0.077001	0.147001	1.0	0.6256061608832807	0.3099906655737705	growth_cell	False	False	False
1162	10	0.1493040964054427	0.4154399251529534	0.093001	0.263001	1.0	0.6708852942477875	0.3191373601190476	growth_cell	False	False	False
1163	10	0.119919509385335	0.3815420058719749	0.225001	0.4780009999999999	1.0	0.7681337315716272	0.3781722346938775	growth_cell	False	False	False
1182	6	0.0792808209052219	0.2978575296707418	0.3480009999999999	0.4080009999999999	1.0	0.7524290344287949	0.4295986648822269	growth_cell	False	False	False
1185	81	0.1373408141696679	0.4310432826829034	0.4110009999999999	0.3040009999999999	1.0	0.6868479550781249	0.4629904490785644	growth_cell	False	False	False
1186	4	0.10669846786694	0.4117557822740283	0.154001	0.265001	1.0	0.6744948189845474	0.3532334354527938	growth_cell	False	False	False
1189	3	0.0007024182681059	0.0011677466470882	0.4900009999999999	0.993001	1.0	1.0	0.5004173188662533	growth_cell	False	False	False
1190	2	0.0574986267091975	0.193923802632607	0.214001	0.4240009999999999	1.0	0.7529456863636363	0.3728795126676602	growth_cell	False	False	False
1191	3	0.123390563213141	0.6918496134748198	0.103001	0.130001	1.0	0.6256061608832807	0.3244812923497268	growth_cell	False	False	False
1200	5	0.1222189328596651	0.4626814967185132	0.175001	0.374001	1.0	0.7376113686868687	0.362255211849192	growth_cell	False	False	False
1217	2	0.0025590351677308	0.0064493189423134	0.461001	0.964001	1.0	0.9950699668755596	0.4867528873626374	growth_cell	False	False	False
1223	8	0.1226103277464834	0.3345368204185165	0.148001	0.4070009999999999	1.0	0.7524290344287949	0.3461362129817444	growth_cell	False	False	False
1260	2	0.0726304587860652	0.3425428677008673	0.257001	0.5470010000000001	1.0	0.7937753178391961	0.3965845325365205	growth_cell	False	False	False
1266	5	0.0946149564121699	0.3455005956334515	0.279001	0.593001	1.0	0.8168819032258064	0.4024098428217821	growth_cell	False	False	False
1273	2	0.054276119743195	0.1801607247838363	0.204001	0.4290009999999999	1.0	0.7529456863636363	0.3692514175824175	growth_cell	False	False	False
1275	2	0.0927990953356782	0.4796448338800375	0.166001	0.3560009999999999	1.0	0.7277821861702126	0.3577554261682243	growth_cell	False	False	False
1283	15	0.1343037853878448	0.4708755391691741	0.192001	0.158001	1.0	0.6256061608832807	0.3656782411003236	growth_cell	False	False	False
1298	5	0.1213530410539648	0.4688915991485091	0.156001	0.3480009999999999	1.0	0.7203683177737881	0.3532334354527938	growth_cell	False	False	False
1324	6	0.0903691422186179	0.3499313059977464	0.266001	0.278001	1.0	0.6790999004237288	0.3995705281329923	growth_cell	False	False	False
1328	5	0.1417918423438558	0.5855035467104839	0.060001	0.029001	1.0	0.4674480135135135	0.2906771134453781	growth_cell	False	False	False
1337	4	0.0814818086078648	0.4203794866505092	0.327001	0.440001	1.0	0.7565023784172662	0.4197393485016648	growth_cell	False	False	False
1357	15	0.1376272004470868	0.5368145923417396	0.198001	0.153001	1.0	0.6256061608832807	0.3676250450885668	growth_cell	False	False	False
1361	6	0.091629194604023	0.3780477762330103	0.328001	0.5370010000000001	1.0	0.7912183073979593	0.4197393485016648	growth_cell	False	False	False
1363	8	0.0995863404330223	0.2047755764767235	0.274001	0.633001	1.0	0.8364148621468926	0.4014271321473951	growth_cell	False	False	False
1402	7	0.1209561195972594	0.4845526910233437	0.171001	0.3050009999999999	1.0	0.6868479550781249	0.3584802781818181	growth_cell	False	False	False
1443	2	0.093184357446935	0.6771318315323493	0.204001	0.165001	1.0	0.6256061608832807	0.3692514175824175	growth_cell	False	False	False
1444	2	0.057473609533106	0.3720869991154676	0.3440009999999999	0.530001	1.0	0.7864751003861005	0.4278674789644012	growth_cell	False	False	False
1445	14	0.1767584512084098	0.4668727148318381	0.026001	0.075001	1.0	0.5838047658227848	0.2540606186440677	growth_cell	False	False	False
1456	2	0.2363281174034488	1.6149531763535498	1e-06	1e-06	0.521001	0.0003843333333333	0.0001647142857142	growth_cell	True	True	False
1458	5	0.0385964952456904	0.116030691816139	0.460001	0.940001	1.0	0.9817220588768116	0.4867528873626374	growth_cell	False	False	False
1470	7	0.121769534813013	0.3399909355541964	0.173001	0.4870009999999999	1.0	0.7697197715458276	0.359405681081081	growth_cell	False	False	False
1482	4	0.1243733035874266	0.3342491702317208	0.121001	0.584001	1.0	0.8161856399999999	0.3329693389021479	growth_cell	False	False	False
1491	3	0.0619299766883357	0.3193076046838554	0.387001	0.644001	1.0	0.8371286956031568	0.453007261928934	growth_cell	False	False	False
1506	2	0.1192838466858059	0.8132497386236425	0.076001	0.105001	1.0	0.610112793721973	0.3099906655737705	growth_cell	False	False	False
1537	13	0.1343343341614811	0.2528541405645831	0.169001	0.702001	1.0	0.8731468748651563	0.3581951341911765	growth_cell	False	False	False
1543	5	0.0815437205049326	0.2249108979254936	0.325001	0.565001	1.0	0.8003023992628993	0.4196261511758118	growth_cell	False	False	False
1544	2	0.1025814383937954	0.4263681412147737	0.069001	0.132001	1.0	0.6256061608832807	0.3071743359073359	growth_cell	False	False	False
1547	10	0.1548636336965856	0.7013411825886766	0.088001	0.049001	1.0	0.5113404608695652	0.3191373601190476	growth_cell	False	False	False
1551	3	0.1382452406479867	1.0509319630561025	0.060001	0.029001	1.0	0.4674480135135135	0.2906771134453781	growth_cell	False	False	False
1564	3	0.2538013818570167	1.2215870522086938	1e-06	1e-06	0.266001	0.0003843333333333	0.0001647142857142	growth_cell	True	True	False
1567	13	0.2350710675965003	0.6992406208610801	0.002001	0.021001	0.5490010000000001	0.4674480135135135	0.09228612	growth_cell	False	False	False
1600	2	0.1186090797074779	0.7079626836680499	0.080001	0.171001	1.0	0.6256061608832807	0.3099906655737705	growth_cell	False	False	False
1603	4	0.1049460190779285	0.4743933671524827	0.207001	0.374001	1.0	0.7376113686868687	0.3707980903522205	growth_cell	False	False	False
1604	55	0.1920433536691619	0.5947740964226061	0.080001	0.029001	0.995001	0.4674480135135135	0.3099906655737705	growth_cell	False	False	False
1605	3	0.0845021964063484	0.2802460058639067	0.190001	0.4340009999999999	1.0	0.754755886877828	0.3656782411003236	growth_cell	False	False	False
1606	7	0.0733414842292268	0.1371005733846351	0.381001	0.817001	1.0	0.9308321669960474	0.4500964682377049	growth_cell	False	False	False
1607	4	0.1742224213620094	0.6788600280812748	0.016001	0.134001	1.0	0.6256061608832807	0.23061153	growth_cell	False	False	False
1610	2	0.0633717922047441	0.4334026869514403	0.3000009999999999	0.455001	1.0	0.7565023784172662	0.4074218527679623	growth_cell	False	False	False
1611	12	0.1449810217813309	0.4603906855566951	0.172001	0.379001	1.0	0.7376113686868687	0.3592702047101448	growth_cell	False	False	False
1617	4	0.099067181814122	0.2476504094408736	0.193001	0.612001	1.0	0.8258711081395348	0.3656782411003236	growth_cell	False	False	False
1619	5	0.1105479023128235	0.2860355338791336	0.162001	0.612001	1.0	0.8258711081395348	0.3537635473484848	growth_cell	False	False	False
1642	3	0.1577173779690942	1.1730464038580524	0.028001	0.0110009999999999	1.0	0.4674480135135135	0.2554186898734177	growth_cell	False	False	False
1646	3	0.1739909992603717	0.6407932369371466	0.002001	0.006001	1.0	0.4484529444444444	0.09228612	growth_cell	False	False	False
1672	2	0.0587114343213282	0.3538612415773355	0.3110009999999999	0.525001	1.0	0.7860700556274257	0.4102793512585812	growth_cell	False	False	False
1676	3	0.1689097598369349	0.9749140113360872	0.019001	0.035001	1.0	0.4862187108433736	0.23061153	growth_cell	False	False	False
1689	22	0.1134101710275475	0.3372073326710421	0.4130009999999999	0.6840010000000001	1.0	0.8638041106243155	0.4629904490785644	growth_cell	False	False	False
1696	4	0.1212837813417621	0.6137344098750914	0.128001	0.177001	1.0	0.6279450861538461	0.3354208022727273	growth_cell	False	False	False
1715	3	0.0797938028138385	0.2640502006563876	0.201001	0.4300009999999999	1.0	0.7529456863636363	0.369035275477707	growth_cell	False	False	False
1716	2	0.0560101932122316	0.187521444427009	0.191001	0.401001	1.0	0.7524290344287949	0.3656782411003236	growth_cell	False	False	False
1727	17	0.160186150876003	0.3935540785279913	0.114001	0.324001	1.0	0.7008877166979361	0.3261616699751861	growth_cell	False	False	False
1730	2	0.0743751460816621	0.4503392335483771	0.279001	0.4300009999999999	1.0	0.7529456863636363	0.4024098428217821	growth_cell	False	False	False
1742	2	0.1687387894044926	1.1479450329575205	0.0110009999999999	0.042001	1.0	0.5023084455445544	0.1921841363636363	growth_cell	False	False	False
1756	18	0.117949112865576	0.3759298090774591	0.3700009999999999	0.5480010000000001	1.0	0.7937753178391961	0.44512398855359	growth_cell	False	False	False
1757	9	0.1490415623621855	0.4297667700183603	0.089001	0.217001	1.0	0.641212125	0.3191373601190476	growth_cell	False	False	False
1768	13	0.1534968592479033	0.4583260583092841	0.126001	0.2950009999999999	1.0	0.6839461983967936	0.3354208022727273	growth_cell	False	False	False
1772	2	0.1912128679863233	1.5265903213325125	0.004001	0.002001	0.997001	0.288394125	0.115328825	growth_cell	False	False	False
1783	3	0.0824108341989583	0.3366749656099291	0.2870009999999999	0.615001	1.0	0.8258711081395348	0.4030598696711327	growth_cell	False	False	False
1791	2	0.069525498700824	0.3609585563737623	0.224001	0.461001	1.0	0.7582956718749999	0.3781451727672035	growth_cell	False	False	False
1797	21	0.1422605647934328	0.4950068142060371	0.222001	0.188001	1.0	0.6394252300884956	0.3758695345080763	growth_cell	False	False	False
1829	13	0.1487287974437279	0.5440202602220094	0.146001	0.095001	1.0	0.610112793721973	0.3461362129817444	growth_cell	False	False	False
1835	13	0.2110477816032356	0.467466937851588	0.0110009999999999	0.169001	0.920001	0.6256061608832807	0.1921841363636363	growth_cell	False	False	False
1857	8	0.2061719403363207	0.7736243064501578	0.006001	0.022001	0.954001	0.4674480135135135	0.13838306	growth_cell	False	False	False
1862	5	0.0791501431683116	0.2076999254977167	0.277001	0.563001	1.0	0.7994336859605912	0.4024098428217821	growth_cell	False	False	False
1879	3	0.1313777786942352	0.5187858439477395	0.074001	0.3020009999999999	1.0	0.6868479550781249	0.3099503691756272	growth_cell	False	False	False
1900	8	0.1745327341978474	0.6135166187131136	0.034001	0.072001	1.0	0.5804838137931034	0.2554186898734177	growth_cell	False	False	False
1905	4	0.0845512761487495	0.340086997868585	0.331001	0.642001	1.0	0.8364148621468926	0.4212407869757174	growth_cell	False	False	False
1910	5	0.1216454950812843	0.5786830943784103	0.161001	0.219001	1.0	0.6417931397590362	0.3537635473484848	growth_cell	False	False	False
1919	4	0.1251766921103305	0.3941027533299531	0.075001	0.127001	1.0	0.6256061608832807	0.3099503691756272	growth_cell	False	False	False
1927	4	0.1703199308107884	1.2574946282473718	0.022001	0.0150009999999999	1.0	0.4674480135135135	0.2439149326923076	growth_cell	False	False	False
1929	4	0.2202743861782764	1.0946956004729451	0.002001	0.020001	0.8080010000000001	0.4674480135135135	0.09228612	growth_cell	False	False	False
1932	3	0.0979888204946749	0.7058164283628857	0.190001	0.142001	1.0	0.6256061608832807	0.3656782411003236	growth_cell	False	False	False
1950	2	0.0	0.0	1.0	1.0	1.0	1.0	1.0	growth_cell	False	False	False
1952	3	0.1269323093858884	0.5359845485441177	0.082001	0.133001	1.0	0.6256061608832807	0.3099906655737705	growth_cell	False	False	False
1966	2	0.0351091025229311	0.1056879111361482	0.2900009999999999	0.602001	1.0	0.8204576276595745	0.4046600396634615	growth_cell	False	False	False
1970	3	0.0412969280812813	0.1445981429999499	0.4170009999999999	0.735001	1.0	0.8901850346638654	0.4640947422779922	growth_cell	False	False	False
1975	8	0.1594981024994244	0.5589673590013511	0.043001	0.200001	1.0	0.641212125	0.2628660777202072	growth_cell	False	False	False
1980	3	0.1375398515852531	1.044383525641392	0.039001	0.0150009999999999	1.0	0.4674480135135135	0.2599315202312139	growth_cell	False	False	False
1984	6	0.2148909327434177	0.91755962854629	0.001001	0.003001	0.877001	0.3460153	0.0824395	growth_cell	False	False	False
1987	5	0.1105479023128235	0.3410875176462244	0.200001	0.501001	1.0	0.7748422396251674	0.3689618448	growth_cell	False	False	False
1988	2	0.010364822914088	0.0272953218972672	0.442001	0.878001	1.0	0.959559386729858	0.4771789822097377	growth_cell	False	False	False
1999	3	0.0783821696257244	0.4042988416032487	0.257001	0.4200009999999999	1.0	0.7529456863636363	0.3965845325365205	growth_cell	False	False	False
2007	6	0.1131067259336961	0.4217879001062214	0.183001	0.312001	1.0	0.6904743819577734	0.3650521678200692	growth_cell	False	False	False
2014	2	0.0711664125484199	0.469863416782053	0.276001	0.4260009999999999	1.0	0.7529456863636363	0.4018044861111111	growth_cell	False	False	False
2038	4	0.2114787349096615	0.9830829267231797	1e-06	0.0090009999999999	0.917001	0.4674480135135135	0.0001647142857142	growth_cell	False	True	False
2044	8	0.1374472266772201	0.4012759888823385	0.144001	0.5450010000000001	1.0	0.793416859848485	0.3461362129817444	growth_cell	False	False	False
2052	17	0.1490041232604162	0.4273734263614577	0.148001	0.237001	1.0	0.6475406469194313	0.3461362129817444	growth_cell	False	False	False
2079	2	0.01333203961406	0.0356930279769287	0.4320009999999999	0.845001	1.0	0.9457953169082126	0.4725779440227703	growth_cell	False	False	False
2100	2	0.1388096785288752	0.6707704001863927	0.018001	0.041001	1.0	0.5023084455445544	0.23061153	growth_cell	False	False	False
2126	3	0.0340662388717309	0.1355189462140385	0.4700009999999999	0.927001	1.0	0.9794198476277374	0.4921990490463215	growth_cell	False	False	False
2133	5	0.1191218690622698	0.4071352512742595	0.146001	0.3030009999999999	1.0	0.6868479550781249	0.3461362129817444	growth_cell	False	False	False
2144	8	0.1612432190235394	0.677332240756162	0.064001	0.099001	1.0	0.610112793721973	0.3049303842975207	growth_cell	False	False	False
2196	2	0.0834793130950401	0.3434770308155087	0.193001	0.5340010000000001	1.0	0.7893630166666668	0.3656782411003236	growth_cell	False	False	False
