sample_id,type,mode_prop_all,mode_val,prop_zero,mode_prop_nonzero,n_unique_all,n_unique_nonzero
SUP_163,SUP,0.4508939505265736,0.0,0.4508939505265736,0.00011150758251561107,8940,8939
SUP_164,SUP,0.4371785451873622,0.0,0.4371785451873622,0.00010879025239338555,9163,9162
SUP_166,SUP,0.44446485427381827,0.0,0.44446485427381827,0.00011021712774165106,9053,9052
SUP_167,SUP,0.4447097722263042,0.0,0.4447097722263042,0.00011026574043444702,9045,9044
SUP_168,SUP,0.4500979671809944,0.0,0.4500979671809944,0.00011134617525887985,8965,8964
SUP_169,SUP,0.4547514082782268,0.0,0.4547514082782268,0.00011229646266142616,8886,8885
SUP_170,SUP,0.4399338721528288,0.0,0.4399338721528288,0.00010932546190007652,9120,9119
SUP_171,SUP,0.44115846191525837,0.0,0.44115846191525837,0.00010956502684343158,9107,9106
SUP_172,SUP,0.44299534655890277,0.0,0.44299534655890277,0.00010992634934593822,9072,9071
SUP_174,SUP,0.4462405094293412,0.0,0.4462405094293412,0.00011057054400707652,9024,9023
SUP_175,SUP,0.44544452608376195,0.0,0.44544452608376195,0.00011041183614883516,9031,9030
SUP_176,SUP,0.4526696056820965,0.0,0.4526696056820965,0.00011186933661483388,8907,8906
SUP_177,SUP,0.4605069801616459,0.0,0.4605069801616459,0.00011349449551696743,8786,8785
SUP_178,SUP,0.45738427626745043,0.0,0.45738427626745043,0.00011284134506883322,8841,8840
SUP_179,SUP,0.4470977222630419,0.0,0.4470977222630419,0.00011074197120708749,9009,9008
SUP_18,SUP,0.4529757531227039,0.0,0.4529757531227039,0.00011193194537721066,8914,8913
SUP_181,SUP,0.45040411462160174,0.0,0.45040411462160174,0.00011140819964349375,8949,8948
SUP_182,SUP,0.43834190546167034,0.0,0.43834190546167034,0.00010901558922925978,9151,9150
SUP_183,SUP,0.4480773940729855,0.0,0.4480773940729855,0.00011093854004881296,8987,8986
SUP_186,SUP,0.460017144256674,0.0,0.460017144256674,0.00011339154099104207,8794,8793
SUP_188,SUP,0.452730835170218,0.0,0.452730835170218,0.00011188185276348176,8916,8915
SUP_189,SUP,0.45309821209894685,0.0,0.45309821209894685,0.00011195700850873264,8911,8910
SUP_19,SUP,0.45071026206220915,0.0,0.45071026206220915,0.00011147029316687103,8956,8955
SUP_190,SUP,0.446730345334313,0.0,0.446730345334313,0.00011066843736166445,9008,9007
SUP_193,SUP,0.4491795248591722,0.0,0.4491795248591722,0.00011116051578479324,8963,8962
SUP_196,SUP,0.45358804800391866,0.0,0.45358804800391866,0.00011205737337516809,8906,8905
SUP_197,SUP,0.45340435953955427,0.0,0.45340435953955427,0.0001120197154699227,8895,8894
SUP_198,SUP,0.44875091844232184,0.0,0.44875091844232184,0.00011107408641563923,8984,8983
SUP_199,SUP,0.45750673524369334,0.0,0.45750673524369334,0.0001128668171557562,8839,8838
SUP_2,SUP,0.4529145236345824,0.0,0.4529145236345824,0.0001119194180190263,8919,8918
SUP_20,SUP,0.4444036247856968,0.0,0.4444036247856968,0.00011020498126515319,9060,9059
SUP_200,SUP,0.4489958363948077,0.0,0.4489958363948077,0.00011112345816201801,8968,8967
SUP_201,SUP,0.42309576291942197,0.0,0.42309576291942197,0.00010613457864572278,9393,9392
SUP_202,SUP,0.4538329659564046,0.0,0.4538329659564046,0.00011210762331838565,8900,8899
SUP_204,SUP,0.4538941954445261,0.0,0.4538941954445261,0.0001121201928467317,8895,8894
SUP_205,SUP,0.45640460445750675,0.0,0.45640460445750675,0.00011263798152737103,8860,8859
SUP_206,SUP,0.4529145236345824,0.0,0.4529145236345824,0.0001119194180190263,8906,8905
SUP_207,SUP,0.45971099681606664,0.0,0.45971099681606664,0.00011332728921124207,8803,8802
SUP_209,SUP,0.45585353906441345,0.0,0.45585353906441345,0.00011252391133115787,8855,8854
SUP_21,SUP,0.44887337741856476,0.0,0.44887337741856476,0.00011109876680368848,8978,8977
SUP_210,SUP,0.46644624050942934,0.0,0.46644624050942934,0.00011475786091347258,8688,8687
SUP_211,SUP,0.4688954200342885,0.0,0.4688954200342885,0.00011528706479133042,8635,8634
SUP_213,SUP,0.4529145236345824,0.0,0.4529145236345824,0.0001119194180190263,8904,8903
SUP_214,SUP,0.4194219936321332,0.0,0.4194219936321332,0.0001054629824931449,9462,9461
SUP_216,SUP,0.46546656869948566,0.0,0.46546656869948566,0.0001145475372279496,8708,8707
SUP_217,SUP,0.46111927504286065,0.0,0.46111927504286065,0.00011362345188046812,8777,8776
SUP_218,SUP,0.46307861866274797,0.0,0.46307861866274797,0.00011403808872163302,8748,8747
SUP_219,SUP,0.4588537839823659,0.0,0.4588537839823659,0.00011314777098891151,8813,8812
SUP_22,SUP,0.4603232916972814,0.0,0.4603232916972814,0.00011345586566825505,8792,8791
SUP_220,SUP,0.4583027185892726,0.0,0.4583027185892726,0.00011303266644060134,8809,8808
SUP_222,SUP,0.457200587803086,0.0,0.457200587803086,0.00011280315848843768,8847,8846
SUP_223,SUP,0.45156747489590987,0.0,0.45156747489590987,0.00011164452383610584,8931,8930
SUP_225,SUP,0.4652216507469998,0.0,0.4652216507469998,0.0001144950767117014,8706,8705
SUP_227,SUP,0.8836027430810678,0.0,0.8836027430810678,0.0005260389268805891,1895,1894
SUP_228,SUP,0.4652828802351212,0.0,0.4652828802351212,0.00011450818733539448,8717,8716
SUP_229,SUP,0.8758265980896399,0.0,0.8758265980896399,0.0004930966469428008,2021,2020
SUP_231,SUP,0.4676096007837374,0.0,0.4676096007837374,0.00011500862564692352,8680,8679
SUP_232,SUP,0.862539799167279,0.0,0.862539799167279,0.00044543429844097997,2235,2234
SUP_233,SUP,0.4704261572373255,0.0,0.4704261572373255,0.00011562030292519366,8629,8628
SUP_234,SUP,0.46675238795003676,0.0,0.46675238795003676,0.00011482374555057986,8693,8692
SUP_235,SUP,0.46846681361743814,0.0,0.46846681361743814,0.00011519410206197443,8665,8664
SUP_236,SUP,0.4619152583884399,0.0,0.4619152583884399,0.0001137915339098771,8763,8762
SUP_237,SUP,0.4668136174381582,0.0,0.4668136174381582,0.00011483693155718879,8694,8693
SUP_238,SUP,0.4495469017879011,0.0,0.4495469017879011,0.00011123470522803115,8972,8971
SUP_239,SUP,0.46344599559147687,0.0,0.46344599559147687,0.00011411617026132602,8749,8748
SUP_24,SUP,0.45303698261082537,0.0,0.45303698261082537,0.00011194447554013209,8919,8918
SUP_240,SUP,0.46436443791329907,0.0,0.46436443791329907,0.00011431184270690443,8730,8729
SUP_244,SUP,0.47299779573842765,0.0,0.47299779573842765,0.00011618450098756825,8590,8589
SUP_245,SUP,0.4672422238550086,0.0,0.4672422238550086,0.00011492931846914148,8685,8684
SUP_246,SUP,0.4665074699975508,0.0,0.4665074699975508,0.0001147710317915758,8700,8699
SUP_249,SUP,0.4387092823903992,0.0,0.4387092823903992,0.00010908694229300753,9141,9140
SUP_25,SUP,0.4628337007102621,0.0,0.4628337007102621,0.00011398609369656902,8756,8755
SUP_253,SUP,0.4728141072740632,0.0,0.4728141072740632,0.00011614401858304297,8586,8585
SUP_254,SUP,0.4668748469262797,0.0,0.4668748469262797,0.00011485012059262662,8690,8689
SUP_255,SUP,0.47507959833455793,0.0,0.47507959833455793,0.00011664528169835531,8556,8555
SUP_256,SUP,0.4813862356110703,0.0,0.4813862356110703,0.0001180637544273908,8452,8451
SUP_257,SUP,0.48003918687239777,0.0,0.48003918687239777,0.00011775788977861517,8473,8472
SUP_258,SUP,0.47832476120499634,0.0,0.47832476120499634,0.00011737089201877934,8500,8499
SUP_26,SUP,0.45456771981386235,0.0,0.45456771981386235,0.0001122586439155815,8895,8894
SUP_262,SUP,0.47495713935831496,0.0,0.47495713935831496,0.00011661807580174928,8556,8555
SUP_263,SUP,0.473303943179035,0.0,0.473303943179035,0.00011625203441060219,8584,8583
SUP_264,SUP,0.47918197403869706,0.0,0.47918197403869706,0.00011756407241946862,8498,8497
SUP_265,SUP,0.4718344354641195,0.0,0.4718344354641195,0.00011592858798979828,8606,8605
SUP_267,SUP,0.4674871418074945,0.0,0.4674871418074945,0.00011498217776244682,8677,8676
SUP_268,SUP,0.4714058290472692,0.0,0.4714058290472692,0.00011583458820803892,8624,8623
SUP_27,SUP,0.45548616213568455,0.0,0.45548616213568455,0.00011244799280332846,8883,8882
SUP_271,SUP,0.4600783737447955,0.0,0.4600783737447955,0.00011340440009072352,8783,8782
SUP_272,SUP,0.4642419789370561,0.0,0.4642419789370561,0.00011428571428571428,8728,8727
SUP_274,SUP,0.42413666421748714,0.0,0.42413666421748714,0.0001063264221158958,9378,9377
SUP_276,SUP,0.4690178790105315,0.0,0.4690178790105315,0.00011531365313653136,8649,8648
SUP_277,SUP,0.4694464854273818,0.0,0.4694464854273818,0.0001154068090017311,8648,8647
SUP_279,SUP,0.4628337007102621,0.0,0.4628337007102621,0.00011398609369656902,8758,8757
SUP_28,SUP,0.45395542493264757,0.0,0.45395542493264757,0.00011213276519398969,8905,8904
SUP_280,SUP,0.461425422483468,0.0,0.461425422483468,0.00011368804001819008,8777,8776
SUP_281,SUP,0.48205975998040657,0.0,0.48205975998040657,0.00011821728336682824,8436,8435
SUP_283,SUP,0.46320107763899093,0.0,0.46320107763899093,0.00011406410402646287,8750,8749
SUP_285,SUP,0.46601763409257896,0.0,0.46601763409257896,0.00011466574934067194,8705,8704
SUP_286,SUP,0.4710384521185403,0.0,0.4710384521185403,0.00011575413821044102,8622,8621
SUP_289,SUP,0.4722018123928484,0.0,0.4722018123928484,0.0001160092807424594,8607,8606
SUP_29,SUP,0.45364927749204015,0.0,0.45364927749204015,0.0001120699316373417,8898,8897
SUP_290,SUP,0.47556943423952974,0.0,0.47556943423952974,0.00011675423234092235,8545,8544
SUP_293,SUP,0.4685280431055596,0.0,0.4685280431055596,0.0001152073732718894,8666,8665
SUP_295,SUP,0.4752020573108009,0.0,0.4752020573108009,0.00011667250029168125,8551,8550
SUP_296,SUP,0.4670585353906441,0.0,0.4670585353906441,0.00011488970588235294,8684,8683
SUP_298,SUP,0.47165074699975507,0.0,0.47165074699975507,0.00011588828369451848,8610,8609
SUP_299,SUP,0.4733651726671565,0.0,0.4733651726671565,0.0001162655505173817,8585,8584
SUP_3,SUP,0.45395542493264757,0.0,0.45395542493264757,0.00011213276519398969,8896,8895
SUP_30,SUP,0.4515062454077884,0.0,0.4515062454077884,0.00011163206072784104,8947,8946
SUP_300,SUP,0.47318148420279205,0.0,0.47318148420279205,0.00011622501162250116,8594,8593
SUP_303,SUP,0.4510164095028166,0.0,0.4510164095028166,0.00011153245594467991,8946,8945
SUP_304,SUP,0.4694464854273818,0.0,0.4694464854273818,0.0001154068090017311,8652,8651
SUP_307,SUP,0.46350722507959835,0.0,0.46350722507959835,0.00011412919424788861,8752,8751
SUP_308,SUP,0.46252755326965467,0.0,0.46252755326965467,0.0001139211665527455,8762,8761
SUP_309,SUP,0.47024246877296105,0.0,0.47024246877296105,0.0001155802126675913,8636,8635
SUP_31,SUP,0.4606294391378888,0.0,0.4606294391378888,0.00011352026336701102,8791,8790
SUP_313,SUP,0.47697771246632376,0.0,0.47697771246632376,0.00011706860220088972,8525,8524
SUP_317,SUP,0.4623438648052902,0.0,0.4623438648052902,0.00011388224575788635,8756,8755
SUP_318,SUP,0.4679769777124663,0.0,0.4679769777124663,0.00011508804235239959,8669,8668
SUP_32,SUP,0.45113886847905954,0.0,0.45113886847905954,0.00011155734047300312,8946,8945
SUP_322,SUP,0.46454812637766346,0.0,0.46454812637766346,0.00011435105774728416,8723,8722
SUP_33,SUP,0.45609845701689933,0.0,0.45609845701689933,0.00011257458065968704,8871,8870
SUP_334,SUP,0.4700587803085966,0.0,0.4700587803085966,0.00011554015020219527,8634,8633
SUP_36,SUP,0.4614866519715895,0.0,0.4614866519715895,0.00011370096645821489,8780,8779
SUP_38,SUP,0.4057065882929219,0.0,0.4057065882929219,0.0001030290541932825,9686,9685
SUP_39,SUP,0.4532206710751898,0.0,0.4532206710751898,0.00011198208286674133,8905,8904
SUP_4,SUP,0.4523634582414891,0.0,0.4523634582414891,0.00011180679785330948,8924,8923
SUP_40,SUP,0.4556086211119275,0.0,0.4556086211119275,0.00011247328759419637,8874,8873
SUP_41,SUP,0.45689444036247856,0.0,0.45689444036247856,0.00011273957158962796,8856,8855
SUP_42,SUP,0.45254714670585355,0.0,0.45254714670585355,0.00011184431271669836,8925,8924
SUP_45,SUP,0.4118907665931913,0.0,0.4118907665931913,0.00010411244143675169,9585,9584
SUP_47,SUP,0.4461180504530982,0.0,0.4461180504530982,0.00011054609772275039,9021,9020
SUP_48,SUP,0.4475875581680137,0.0,0.4475875581680137,0.00011084016847705608,9006,9005
SUP_49,SUP,0.4633235366152339,0.0,0.4633235366152339,0.00011409013120365089,8749,8748
SUP_5,SUP,0.44452608376193975,0.0,0.44452608376193975,0.00011022927689594356,9056,9055
SUP_50,SUP,0.4544452608376194,0.0,0.4544452608376194,0.0001122334455667789,8893,8892
SUP_51,SUP,0.41458486407053635,0.0,0.41458486407053635,0.00010459156991946449,9533,9532
SUP_52,SUP,0.4168503551310311,0.0,0.4168503551310311,0.00010499790004199917,9504,9503
SUP_53,SUP,0.4331986284594661,0.0,0.4331986284594661,0.00010802635843145727,9244,9243
SUP_54,SUP,0.44691403379867745,0.0,0.44691403379867745,0.00011070519207350825,9016,9015
SUP_55,SUP,0.4298922361009062,0.0,0.4298922361009062,0.0001073998496402105,9291,9290
SUP_56,SUP,0.4443423952975753,0.0,0.4443423952975753,0.00011019283746556474,9058,9057
SUP_57,SUP,0.4336884643644379,0.0,0.4336884643644379,0.00010811979673478214,9229,9228
SUP_58,SUP,0.4405461670340436,0.0,0.4405461670340436,0.00010944511327569225,9122,9121
SUP_59,SUP,0.4485060004898359,0.0,0.4485060004898359,0.00011102475852115021,8992,8991
SUP_6,SUP,0.44789370560862113,0.0,0.44789370560862113,0.00011090163025396473,9000,8999
SUP_60,SUP,0.44158706833210876,0.0,0.44158706833210876,0.00010964912280701755,9100,9099
SUP_62,SUP,0.4314229733039432,0.0,0.4314229733039432,0.00010768899418479432,9277,9276
SUP_63,SUP,0.4458119030124908,0.0,0.4458119030124908,0.00011048502927853276,9035,9034
SUP_64,SUP,0.4387705118785207,0.0,0.4387705118785207,0.00010909884355225835,9143,9142
SUP_66,SUP,0.448138623561107,0.0,0.448138623561107,0.00011095084877399312,8995,8994
SUP_67,SUP,0.44305657604702425,0.0,0.44305657604702425,0.00010993843447669306,9076,9075
SUP_68,SUP,0.42756551555229,0.0,0.42756551555229,0.00010696331158412665,9329,9328
SUP_69,SUP,0.4357702669605682,0.0,0.4357702669605682,0.00010851871947911015,9193,9192
SUP_7,SUP,0.45928239039921626,0.0,0.45928239039921626,0.00011323745895142112,8820,8819
SUP_72,SUP,0.44777124663237816,0.0,0.44777124663237816,0.00011087703736556159,8999,8998
SUP_73,SUP,0.4471589517511634,0.0,0.4471589517511634,0.00011075423634954037,9013,9012
SUP_74,SUP,0.4415258388439873,0.0,0.4415258388439873,0.0001096371011950444,9099,9098
SUP_75,SUP,0.44740386970364926,0.0,0.44740386970364926,0.00011080332409972299,9010,9009
SUP_76,SUP,0.45077149155033064,0.0,0.45077149155033064,0.00011148272017837236,8949,8948
SUP_77,SUP,0.4508939505265736,0.0,0.4508939505265736,0.00011150758251561107,8946,8945
SUP_78,SUP,0.4391378888072496,0.0,0.4391378888072496,0.0001091703056768559,9132,9131
SUP_79,SUP,0.44881214793044333,0.0,0.44881214793044333,0.00011108642523883582,8979,8978
SUP_8,SUP,0.4627112417340191,0.0,0.4627112417340191,0.00011396011396011396,8757,8756
SUP_80,SUP,0.4361376438892971,0.0,0.4361376438892971,0.0002171788467803236,9186,9185
SUP_81,SUP,0.434851824638746,0.0,0.434851824638746,0.00010834236186348862,9210,9209
SUP_83,SUP,0.4387092823903992,0.0,0.4387092823903992,0.00010908694229300753,9153,9152
SUP_86,SUP,0.4387705118785207,0.0,0.4387705118785207,0.00010909884355225835,9141,9140
SUP_89,SUP,0.442260592701445,0.0,0.442260592701445,0.00010978153474585575,9081,9080
SUP_9,SUP,0.433321087435709,0.0,0.433321087435709,0.00010804970286331713,9230,9229
SUP_95,SUP,0.4342395297575312,0.0,0.4342395297575312,0.00010822510822510823,9223,9222
SUP_97,SUP,0.44115846191525837,0.0,0.44115846191525837,0.00010956502684343158,9103,9102
SUP_98,SUP,0.44740386970364926,0.0,0.44740386970364926,0.00011080332409972299,9003,9002
SUP_99,SUP,0.43448444771001715,0.0,0.43448444771001715,0.00010827197921177999,9218,9217
C_1,C,0.6080088170462895,0.0,0.6080088170462895,0.00015620118712902218,6364,6363
C_100,C,0.5863335782512858,0.0,0.5863335782512858,0.00014801657785671994,6699,6698
C_104,C,0.6047024246877296,0.0,0.6047024246877296,0.00015489467162329616,6415,6414
C_106,C,0.6318883174136665,0.0,0.6318883174136665,0.00016633399866932801,5970,5969
C_107,C,0.6503796228263532,0.0,0.6503796228263532,0.00017513134851138354,5679,5678
C_108,C,0.6708915013470488,0.0,0.6708915013470488,0.00018604651162790697,5348,5347
C_109,C,0.6449301983835415,0.0,0.6449301983835415,0.0001724435247456458,5757,5756
C_11,C,0.60678422728386,0.0,0.60678422728386,0.00015571473061351605,6377,6376
C_113,C,0.5884153808474161,0.0,0.5884153808474161,0.0001487652484379649,6664,6663
C_115,C,0.6592578986039677,0.0,0.6592578986039677,0.00017969451931716083,5539,5538
C_116,C,0.6453588048003919,0.0,0.6453588048003919,0.00017265193370165745,5768,5767
C_117,C,0.6490325740876807,0.0,0.6490325740876807,0.00017445917655268666,5702,5701
C_12,C,0.6089272593681117,0.0,0.6089272593681117,0.0001565680288085173,6340,6339
C_124,C,0.6993019838354151,0.0,0.6993019838354151,0.00020362451639177357,4862,4861
C_125,C,0.7240999265246143,0.0,0.7240999265246143,0.00022192632046160674,4460,4459
C_126,C,0.6511756061719324,0.0,0.6511756061719324,0.000175530981218185,5650,5649
C_127,C,0.6458486407053637,0.0,0.6458486407053637,0.00017289073305670817,5752,5751
C_129,C,0.6498285574332598,0.0,0.6498285574332598,0.00017485574401119076,5677,5676
C_13,C,0.605253490080823,0.0,0.605253490080823,0.00015511090429657206,6400,6399
C_130,C,0.6462160176340925,0.0,0.6462160176340925,0.00017307026652821047,5740,5739
C_131,C,0.6509919177075679,0.0,0.6509919177075679,0.00017543859649122806,5663,5662
C_133,C,0.6418687239774675,0.0,0.6418687239774675,0.00017096939647803043,5814,5813
C_134,C,0.6396644624050943,0.0,0.6396644624050943,0.0001699235344095157,5855,5854
C_135,C,0.7380602498163116,0.0,0.7380602498163116,0.0002337540906965872,4248,4247
C_14,C,0.5990693117805536,0.0,0.5990693117805536,0.00015271838729383018,6518,6517
C_142,C,0.6642174871418075,0.0,0.6642174871418075,0.00018234865061998541,5466,5465
C_143,C,0.6512980651481753,0.0,0.6512980651481753,0.0001755926251097454,5674,5673
C_144,C,0.6418687239774675,0.0,0.6418687239774675,0.00017096939647803043,5818,5817
C_148,C,0.6822189566495224,0.0,0.6822189566495224,0.0001926782273603083,5167,5166
C_15,C,0.6014572618172912,0.0,0.6014572618172912,0.00015363343063450608,6473,6472
C_150,C,0.6460935586578497,0.0,0.6460935586578497,0.00017301038062283736,5749,5748
C_151,C,0.6752387950036738,0.0,0.6752387950036738,0.0001885369532428356,5283,5282
C_152,C,0.6802596130296351,0.0,0.6802596130296351,0.00019149751053236308,5205,5204
C_153,C,0.6526451138868479,0.0,0.6526451138868479,0.00017627357659086903,5646,5645
C_157,C,0.6383786431545432,0.0,0.6383786431545432,0.00016931933626820184,5876,5875
C_158,C,0.6860764144011756,0.0,0.6860764144011756,0.0001950458357714063,5106,5105
C_159,C,0.6737692872887583,0.0,0.6737692872887583,0.00018768768768768769,5311,5310
C_161,C,0.659931422973304,0.0,0.659931422973304,0.00018005041411595248,5514,5513
C_162,C,0.6709527308351703,0.0,0.6709527308351703,0.00018608113137327876,5347,5346
C_163,C,0.6748101885868234,0.0,0.6748101885868234,0.00018828845791752966,5277,5276
C_164,C,0.6329904481998531,0.0,0.6329904481998531,0.0001668335001668335,5953,5952
C_166,C,0.660053881949547,0.0,0.660053881949547,0.00018011527377521613,5530,5529
C_167,C,0.6819740386970365,0.0,0.6819740386970365,0.00019252984212552945,5164,5163
C_168,C,0.6536247856967916,0.0,0.6536247856967916,0.00017677214071062401,5632,5631
C_169,C,0.6503796228263532,0.0,0.6503796228263532,0.00017513134851138354,5672,5671
C_170,C,0.6129071760960079,0.0,0.6129071760960079,0.00015817779183802593,6258,6257
C_171,C,0.6266225814352192,0.0,0.6266225814352192,0.00016398819285011479,6054,6053
C_172,C,0.6330516776879745,0.0,0.6330516776879745,0.0001668613382279326,5948,5947
C_174,C,0.6422361009061964,0.0,0.6422361009061964,0.00017114495978093444,5809,5808
C_175,C,0.6579720793534166,0.0,0.6579720793534166,0.00017901897601145723,5566,5565
C_176,C,0.6803208425177566,0.0,0.6803208425177566,0.0001915341888527102,5191,5190
C_177,C,0.7226304188096988,0.0,0.7226304188096988,0.0002207505518763797,4496,4495
C_178,C,0.7525104090129806,0.0,0.7525104090129806,0.00024740227610094015,4022,4021
C_179,C,0.6778104335047759,0.0,0.6778104335047759,0.0003800836183960471,5235,5234
C_18,C,0.5933749693852559,0.0,0.5933749693852559,0.0001505797319680771,6602,6601
C_181,C,0.6664829782023022,0.0,0.6664829782023022,0.00018358729575913347,5413,5412
C_182,C,0.6749326475630664,0.0,0.6749326475630664,0.00018835938971557733,5273,5272
C_183,C,0.674504041146216,0.0,0.674504041146216,0.00018811136192626034,5293,5292
C_186,C,0.6265001224589762,0.0,0.6265001224589762,0.0001639344262295082,6071,6070
C_188,C,0.692383051677688,0.0,0.692383051677688,0.00019904458598726116,4995,4994
C_189,C,0.6731569924075435,0.0,0.6731569924075435,0.00018733608092918696,5320,5319
C_19,C,0.5928851334802842,0.0,0.5928851334802842,0.00015039855617386073,6613,6612
C_190,C,0.6874846926279696,0.0,0.6874846926279696,0.00019592476489028212,5085,5084
C_193,C,0.6649522409992652,0.0,0.6649522409992652,0.0001827485380116959,5453,5452
C_196,C,0.6546656869948567,0.0,0.6546656869948567,0.0001773049645390071,5608,5607
C_197,C,0.6536860151849131,0.0,0.6536860151849131,0.0001768033946251768,5632,5631
C_198,C,0.6445628214548126,0.0,0.6445628214548126,0.0001722652885443583,5781,5780
C_199,C,0.7019348518246388,0.0,0.7019348518246388,0.00020542317173377156,4850,4849
C_2,C,0.6159074210139603,0.0,0.6159074210139603,0.00015941335883947074,6233,6232
C_20,C,0.5765980896399706,0.0,0.5765980896399706,0.00014461315979754158,6866,6865
C_200,C,0.6587680626989958,0.0,0.6587680626989958,0.00017943656917279743,5544,5543
C_201,C,0.6692383051677688,0.0,0.6692383051677688,0.00018511662347278786,5385,5384
C_202,C,0.686627479794269,0.0,0.686627479794269,0.00019538882375928098,5107,5106
C_204,C,0.66556453588048,0.0,0.66556453588048,0.0001830831197363603,5445,5444
C_205,C,0.6961792799412196,0.0,0.6961792799412196,0.00020153164046755341,4943,4942
C_206,C,0.6948934606906686,0.0,0.6948934606906686,0.0002006823198876179,4965,4964
C_207,C,0.6654420769042371,0.0,0.6654420769042371,0.00018301610541727673,5445,5444
C_209,C,0.6806269899583639,0.0,0.6806269899583639,0.00019171779141104295,5194,5193
C_21,C,0.5945995591476855,0.0,0.5945995591476855,0.00015103458692040478,6579,6578
C_210,C,0.6762796963017389,0.0,0.6762796963017389,0.00018914318138831096,5265,5264
C_211,C,0.6682586333578251,0.0,0.6682586333578251,0.00018456995201181247,5397,5396
C_213,C,0.6630541268674994,0.0,0.6630541268674994,0.00018171906232963838,5490,5489
C_214,C,0.6961180504530982,0.0,0.6961180504530982,0.00020149103364900262,4951,4950
C_216,C,0.6861988733774186,0.0,0.6861988733774186,0.0001951219512195122,5107,5106
C_217,C,0.6851579720793534,0.0,0.6851579720793534,0.00019447685725398678,5125,5124
