row ID,dedup_group_id,group_size,is_group_representative,is_isf_member,isf_root_row_id
98,asid_3175,4,True,True,3175
99,asid_1689,7,True,False,99
100,asid_100,2,True,False,100
101,asid_9516,2,False,True,9516
102,asid_2,12,False,False,102
103,asid_46,3,False,False,103
105,asid_12031,3,False,True,12031
106,asid_2837,4,True,True,2837
107,asid_107,2,False,False,107
108,asid_5691,2,True,True,5691
109,asid_2809,5,False,False,109
110,asid_4,7,False,False,110
111,asid_111,11,False,False,111
112,asid_24145,4,False,True,24145
113,asid_74,32,False,False,113
114,asid_114,2,True,False,114
115,asid_19,8,False,False,115
116,asid_5738,10,False,False,116
117,asid_8269,2,False,True,8269
118,asid_2904,13,False,True,123
119,asid_5902,9,False,False,119
120,asid_4080,5,False,False,120
121,asid_121,6,False,False,121
122,asid_122,2,True,False,122
123,asid_2904,13,False,False,123
124,asid_2687,4,True,True,958
125,asid_3,13,False,False,125
126,asid_6570,2,False,True,6570
127,asid_9150,2,False,True,9150
128,asid_841,6,False,False,128
129,asid_5769,5,True,True,5769
130,asid_74,32,False,False,130
131,asid_10262,8,False,True,10262
132,asid_553,19,False,False,132
133,asid_158,5,False,True,1007
134,asid_134,6,False,False,134
135,asid_5097,3,False,True,5097
136,asid_136,2,True,False,136
137,asid_189,5,False,True,189
138,asid_138,4,True,False,138
139,asid_139,4,True,False,139
140,asid_214,10,False,True,234
142,asid_10,14,False,False,142
143,asid_2904,13,False,False,143
144,asid_15212,9,False,True,15212
145,asid_145,7,False,False,145
146,asid_5467,6,False,True,5467
147,asid_68,12,False,False,147
148,asid_32,17,False,False,148
149,asid_17881,2,False,True,17881
150,asid_7024,6,False,True,7024
151,asid_606,8,False,True,606
152,asid_152,1,True,False,152
153,asid_10674,2,False,True,10674
154,asid_154,1,True,False,154
155,asid_6120,9,False,False,155
156,asid_10098,2,True,False,156
157,asid_157,2,True,False,157
158,asid_158,5,False,False,158
159,asid_74,32,False,False,159
161,asid_8539,7,False,False,161
162,asid_32,17,False,False,162
163,asid_163,6,False,False,163
164,asid_164,3,False,False,164
165,asid_19723,2,False,True,19723
166,asid_11110,2,False,True,11110
167,asid_86,7,False,False,167
168,asid_168,4,False,False,168
169,asid_2354,3,False,False,169
170,asid_29877,3,False,True,29877
171,asid_19,8,False,True,115
173,asid_6757,5,False,True,6757
174,asid_64,14,False,False,174
176,asid_35,8,False,False,176
177,asid_29,8,False,False,177
178,asid_64,14,True,False,178
179,asid_179,7,False,False,179
180,asid_5843,3,False,True,5843
181,asid_181,1,True,False,181
182,asid_182,5,False,False,182
184,asid_4030,2,True,True,4030
185,asid_185,2,True,False,185
186,asid_32407,2,True,True,36290
187,asid_168,4,False,False,187
189,asid_189,5,False,False,189
190,asid_203,10,False,False,190
191,asid_191,1,True,False,191
192,asid_192,1,True,False,192
193,asid_193,11,False,False,193
194,asid_40450,7,False,False,194
195,asid_223,9,False,False,195
196,asid_14821,3,False,True,14821
197,asid_5,12,False,False,197
198,asid_3559,12,False,True,47
199,asid_4080,5,False,False,199
200,asid_32,17,False,False,200
202,asid_202,4,True,False,202
203,asid_203,10,False,False,203
204,asid_6120,9,False,False,204
205,asid_326,7,True,False,205
206,asid_651,15,False,False,206
207,asid_62,13,False,False,207
208,asid_8539,7,False,False,208
209,asid_209,2,True,False,209
210,asid_5467,6,False,True,5467
212,asid_212,2,False,False,212
213,asid_213,2,True,False,213
214,asid_214,10,False,False,214
215,asid_74,32,False,False,215
216,asid_3559,12,False,False,216
218,asid_7587,4,False,True,7587
219,asid_41,4,False,False,219
221,asid_17515,2,False,True,17515
222,asid_222,10,False,False,222
223,asid_223,9,False,False,223
224,asid_62,13,False,False,224
225,asid_225,3,True,False,225
226,asid_226,5,False,False,226
227,asid_954,5,True,True,954
228,asid_6695,8,True,True,6695
229,asid_34,5,True,False,229
230,asid_230,3,True,False,230
231,asid_231,8,False,False,231
232,asid_26938,5,False,True,26938
233,asid_233,6,True,False,233
234,asid_214,10,False,False,234
235,asid_235,20,False,False,235
236,asid_28,11,False,False,236
238,asid_64,14,False,False,238
239,asid_42,4,False,False,239
240,asid_240,15,False,False,240
241,asid_13848,19,False,True,13848
242,asid_86,7,False,False,242
243,asid_68,12,False,True,147
244,asid_49,12,False,False,244
245,asid_49,12,False,True,349
246,asid_2,12,False,False,246
247,asid_247,2,False,False,247
249,asid_221,3,True,False,249
250,asid_250,1,True,False,250
251,asid_561,4,False,False,251
252,asid_252,1,True,False,252
253,asid_253,3,True,False,253
254,asid_10098,2,False,False,254
255,asid_51,3,False,False,255
256,asid_256,3,True,False,256
257,asid_114,2,False,False,257
258,asid_117,8,False,False,258
259,asid_259,1,True,False,259
261,asid_2103,3,True,True,2103
262,asid_3559,12,False,False,262
263,asid_263,1,True,False,263
264,asid_39,7,False,False,264
265,asid_30686,2,False,True,30686
266,asid_68,12,False,False,266
267,asid_28,11,False,False,267
268,asid_3,13,False,False,268
269,asid_22945,4,False,True,22945
271,asid_2904,13,False,False,271
272,asid_272,2,True,False,272
273,asid_273,6,False,False,273
274,asid_274,10,False,False,274
275,asid_658,9,False,False,275
276,asid_276,4,True,False,276
277,asid_277,2,False,False,277
278,asid_202,4,False,False,278
280,asid_1689,7,False,False,280
281,asid_1320,5,False,False,281
282,asid_136,2,False,False,282
283,asid_134,6,False,False,283
284,asid_52,3,True,False,284
285,asid_348,10,True,True,348
286,asid_286,3,True,False,286
287,asid_2492,7,True,True,2492
288,asid_19726,3,False,True,19726
289,asid_74,32,False,False,289
290,asid_290,3,True,False,290
291,asid_291,1,True,False,291
292,asid_292,7,False,False,292
293,asid_138,4,False,False,293
294,asid_294,6,False,False,294
295,asid_8726,3,True,True,8726
296,asid_20964,2,True,False,296
297,asid_409,6,False,False,297
298,asid_30151,4,False,False,298
299,asid_299,2,True,False,299
300,asid_300,1,True,False,300
301,asid_4080,5,True,True,120
302,asid_1429,3,False,True,1429
303,asid_8653,2,True,True,8653
304,asid_72,9,False,False,304
305,asid_305,5,False,False,305
306,asid_170,10,False,True,96
307,asid_170,10,False,False,307
308,asid_308,2,True,False,308
309,asid_35715,2,False,True,35715
310,asid_388,6,False,False,310
311,asid_311,3,True,False,311
312,asid_312,2,True,False,312
313,asid_313,1,True,False,313
315,asid_68,12,False,False,315
316,asid_316,4,True,False,316
317,asid_26904,7,False,True,26904
318,asid_318,2,True,False,318
319,asid_274,10,False,True,274
320,asid_49,12,False,False,320
321,asid_16376,3,False,True,16376
322,asid_5902,9,False,False,322
323,asid_651,15,False,False,323
324,asid_9484,5,True,False,324
325,asid_145,7,False,False,325
326,asid_326,7,False,False,326
327,asid_857,3,False,False,327
328,asid_4071,3,False,True,4071
329,asid_329,3,True,False,329
330,asid_330,3,True,False,330
331,asid_331,8,False,False,331
332,asid_332,3,True,False,332
333,asid_20137,3,False,True,20137
334,asid_28976,3,True,False,334
335,asid_4926,2,True,False,335
336,asid_11030,2,True,True,11030
337,asid_337,3,True,False,337
339,asid_3434,13,False,True,3434
340,asid_22689,3,True,False,340
341,asid_341,3,True,False,341
342,asid_964,3,False,False,342
343,asid_5738,10,False,False,343
345,asid_345,3,True,False,345
346,asid_5466,8,True,True,1231
347,asid_5738,10,True,True,116
348,asid_348,10,False,False,348
349,asid_49,12,False,False,349
351,asid_351,3,True,False,351
354,asid_117,8,False,False,354
355,asid_355,3,True,False,355
356,asid_6732,2,False,True,6732
357,asid_357,2,True,False,357
358,asid_358,3,True,False,358
359,asid_8023,4,False,True,8023
360,asid_11745,4,True,True,11745
361,asid_9169,3,False,True,9169
362,asid_5738,10,False,False,362
363,asid_179,7,False,False,363
364,asid_364,3,True,False,364
366,asid_5,12,False,False,366
367,asid_69,6,True,True,573
368,asid_368,2,True,False,368
370,asid_12683,4,True,True,12683
371,asid_14882,6,True,False,371
372,asid_372,2,True,False,372
373,asid_76,15,False,False,373
374,asid_374,2,True,False,374
375,asid_64,14,False,False,375
376,asid_43,7,False,False,376
377,asid_14176,2,False,True,14176
378,asid_3036,3,False,True,3036
379,asid_379,1,True,False,379
380,asid_7731,3,True,True,7731
381,asid_9253,4,True,False,381
382,asid_212,2,True,False,382
383,asid_235,20,False,True,235
384,asid_15212,9,False,True,15212
385,asid_385,5,True,False,385
386,asid_7484,2,False,False,386
387,asid_387,1,True,False,387
388,asid_388,6,False,False,388
389,asid_596,8,False,False,389
391,asid_8188,2,False,False,391
392,asid_19,8,False,False,392
393,asid_393,2,True,False,393
394,asid_817,6,True,False,394
395,asid_2372,5,False,True,2372
396,asid_69,6,False,False,396
399,asid_2361,7,True,False,399
400,asid_89,5,False,False,400
401,asid_401,3,True,False,401
402,asid_402,8,True,False,402
403,asid_1242,18,False,False,403
404,asid_18909,4,True,False,404
405,asid_17222,2,False,True,17222
406,asid_7824,10,False,False,406
407,asid_407,6,False,False,407
408,asid_408,3,True,False,408
409,asid_409,6,True,False,409
410,asid_410,2,True,False,410
411,asid_411,9,True,False,411
412,asid_40450,7,False,False,412
413,asid_2126,7,False,True,10621
414,asid_186,2,True,False,414
416,asid_2420,3,True,True,2420
417,asid_417,2,True,False,417
418,asid_418,4,True,False,418
419,asid_311,3,False,True,311
420,asid_8300,2,True,True,8300
421,asid_31,10,False,False,421
422,asid_6130,2,True,True,6130
424,asid_37681,4,False,False,424
425,asid_425,2,True,False,425
427,asid_427,6,False,False,427
428,asid_428,4,True,False,428
429,asid_133,11,True,False,429
430,asid_330,3,False,False,430
431,asid_11360,2,True,True,11360
432,asid_432,3,True,False,432
433,asid_10230,4,False,False,433
435,asid_435,3,True,False,435
436,asid_436,2,True,False,436
437,asid_437,4,False,False,437
438,asid_222,10,False,False,438
439,asid_2904,13,False,False,439
440,asid_440,1,True,False,440
441,asid_441,2,True,False,441
443,asid_443,1,True,False,443
444,asid_444,2,True,False,444
445,asid_31,10,False,False,445
447,asid_21913,3,False,True,21913
448,asid_448,2,True,False,448
450,asid_450,7,False,False,450
451,asid_4080,5,False,False,451
454,asid_1353,5,False,False,454
455,asid_39,7,False,False,455
456,asid_4258,2,True,True,4258
458,asid_458,1,True,False,458
459,asid_5097,3,True,True,5097
461,asid_7040,1,True,False,461
462,asid_462,10,False,False,462
463,asid_84,2,True,False,463
464,asid_1242,18,False,False,464
465,asid_231,8,False,False,465
466,asid_326,7,False,False,466
467,asid_17408,5,False,False,467
469,asid_469,4,False,False,469
471,asid_3624,2,True,True,3624
473,asid_473,3,True,False,473
474,asid_474,2,True,False,474
475,asid_93,6,True,True,1077
477,asid_121,6,False,False,477
478,asid_4053,7,False,False,478
479,asid_231,8,False,False,479
480,asid_480,1,True,False,480
481,asid_4935,2,True,False,481
482,asid_10,14,False,False,482
483,asid_483,3,True,False,483
484,asid_45737,3,False,False,484
485,asid_485,4,True,False,485
486,asid_486,4,True,False,486
487,asid_640,6,True,False,487
489,asid_489,2,True,False,489
490,asid_490,1,True,False,490
491,asid_83,2,True,False,491
492,asid_2331,4,False,False,492
493,asid_64,14,False,False,493
495,asid_495,1,True,False,495
496,asid_150,4,True,False,496
498,asid_256,3,False,True,256
499,asid_499,2,True,False,499
500,asid_500,1,True,False,500
501,asid_501,6,False,False,501
502,asid_4731,3,False,True,4731
503,asid_14618,11,False,False,503
504,asid_504,4,True,False,504
505,asid_505,5,True,False,505
508,asid_561,4,False,False,508
509,asid_509,4,True,False,509
510,asid_163,6,False,True,2205
511,asid_511,4,True,False,511
512,asid_6648,4,True,True,6648
513,asid_223,9,False,False,513
514,asid_9325,2,False,True,9325
515,asid_515,5,True,False,515
516,asid_516,4,True,False,516
517,asid_1168,5,True,False,517
518,asid_17473,4,False,True,17473
520,asid_1320,5,False,False,520
521,asid_10935,5,False,True,10935
522,asid_522,8,True,False,522
523,asid_164,3,True,False,523
524,asid_524,5,True,False,524
526,asid_1365,2,True,False,526
527,asid_223,9,False,False,527
528,asid_553,19,False,False,528
529,asid_29,8,False,False,529
531,asid_9253,4,False,False,531
532,asid_532,2,False,False,532
533,asid_450,7,False,False,533
534,asid_2,12,False,False,534
536,asid_4125,6,True,True,4125
537,asid_537,2,True,False,537
538,asid_74,32,False,False,538
539,asid_140,1,True,False,539
540,asid_43,7,False,False,540
541,asid_10,14,False,False,541
542,asid_542,3,True,False,542
543,asid_14207,3,True,True,14207
544,asid_544,4,True,False,544
545,asid_545,6,True,False,545
546,asid_6097,7,True,True,6097
547,asid_547,3,True,False,547
548,asid_548,3,True,False,548
549,asid_549,8,True,False,549
550,asid_3175,4,False,True,3175
552,asid_2016,3,False,False,552
553,asid_3434,13,False,True,3434
554,asid_554,2,True,False,554
555,asid_5377,3,False,False,555
556,asid_4022,3,True,False,556
557,asid_557,3,False,False,557
558,asid_28632,4,False,True,28632
559,asid_559,2,False,False,559
561,asid_561,4,True,False,561
562,asid_562,9,False,False,562
563,asid_5902,9,False,True,119
564,asid_407,6,True,False,564
566,asid_788,5,True,False,566
568,asid_40450,7,False,False,568
570,asid_570,2,True,False,570
572,asid_572,1,True,False,572
573,asid_69,6,False,False,573
575,asid_74,32,False,False,575
576,asid_9379,2,False,True,9379
577,asid_29,8,False,False,577
578,asid_578,2,True,False,578
579,asid_579,3,False,False,579
580,asid_580,2,False,False,580
581,asid_121,6,True,True,121
582,asid_274,10,True,True,790
583,asid_5471,3,False,False,583
584,asid_584,2,True,False,584
586,asid_586,3,False,False,586
587,asid_7520,6,False,False,587
589,asid_1381,2,True,False,589
590,asid_2808,3,False,False,590
591,asid_591,5,False,False,591
592,asid_592,1,True,False,592
593,asid_89,5,False,False,593
594,asid_276,4,False,False,594
595,asid_19609,3,True,False,595
596,asid_596,8,True,False,596
597,asid_5549,3,True,True,5549
598,asid_3434,13,False,True,3434
599,asid_599,5,True,False,599
600,asid_2361,7,False,False,600
601,asid_601,3,True,False,601
602,asid_55,3,False,False,602
603,asid_603,2,True,False,603
604,asid_604,2,True,False,604
605,asid_189,5,False,True,189
606,asid_606,8,False,False,606
607,asid_145,7,False,False,607
608,asid_608,4,True,False,608
610,asid_163,6,False,False,610
612,asid_612,2,False,False,612
614,asid_614,4,True,False,614
616,asid_616,12,False,False,616
617,asid_617,2,True,False,617
618,asid_7189,2,True,True,7189
619,asid_619,2,True,False,619
620,asid_620,3,True,False,620
621,asid_621,7,False,False,621
622,asid_881,6,True,False,622
623,asid_231,8,False,False,623
624,asid_624,4,False,False,624
625,asid_625,2,False,False,625
626,asid_245,1,True,False,626
627,asid_292,7,True,False,627
629,asid_32,17,False,False,629
630,asid_630,1,True,False,630
631,asid_5880,2,True,True,5880
632,asid_632,2,True,False,632
633,asid_5596,3,True,True,7859
634,asid_3,13,False,False,634
635,asid_635,2,True,False,635
636,asid_636,1,True,False,636
637,asid_288,2,False,False,637
638,asid_638,2,True,False,638
640,asid_640,6,False,False,640
641,asid_18157,2,False,True,18157
642,asid_1064,6,True,False,642
643,asid_1846,4,True,False,643
645,asid_182,5,True,False,645
646,asid_409,6,False,False,646
647,asid_62,13,False,False,647
648,asid_648,2,True,False,648
650,asid_650,2,True,False,650
651,asid_651,15,False,False,651
652,asid_7824,10,True,False,652
653,asid_20057,6,False,False,653
655,asid_655,1,True,False,655
657,asid_163,6,False,False,657
658,asid_658,9,False,False,658
659,asid_221,3,False,False,659
660,asid_660,7,False,False,660
662,asid_13687,4,False,True,13687
663,asid_15779,3,True,False,663
664,asid_32,17,False,False,664
666,asid_666,2,False,False,666
667,asid_667,2,False,False,667
669,asid_669,2,True,False,669
670,asid_670,2,True,False,670
671,asid_133,11,False,True,682
672,asid_2682,6,True,False,672
674,asid_545,6,False,False,674
676,asid_676,3,True,False,676
677,asid_12288,6,False,True,3345
678,asid_2381,5,False,False,678
679,asid_679,2,True,False,679
680,asid_680,5,False,False,680
681,asid_764,2,False,False,681
682,asid_133,11,False,False,682
683,asid_10929,5,True,True,33818
684,asid_3476,5,False,True,3476
685,asid_685,4,False,False,685
686,asid_151,2,True,False,686
687,asid_48,3,False,False,687
688,asid_688,2,True,False,688
689,asid_76,15,False,False,689
690,asid_690,7,True,False,690
694,asid_5716,4,True,True,5716
697,asid_170,10,False,False,697
698,asid_698,2,True,False,698
699,asid_964,3,False,False,699
700,asid_4721,6,False,True,4721
701,asid_701,4,False,False,701
702,asid_505,5,False,False,702
704,asid_3131,6,True,True,3131
705,asid_74,32,False,False,705
706,asid_2904,13,False,False,706
707,asid_707,3,True,False,707
708,asid_591,5,False,False,708
709,asid_709,6,False,False,709
711,asid_711,2,True,False,711
712,asid_7794,4,True,False,712
713,asid_713,5,False,False,713
714,asid_126,8,False,False,714
715,asid_348,10,False,False,715
716,asid_1284,3,True,True,3268
717,asid_717,3,True,False,717
718,asid_718,2,True,False,718
719,asid_505,5,False,False,719
720,asid_326,7,False,False,720
721,asid_721,1,True,False,721
722,asid_64,14,False,False,722
724,asid_724,1,True,False,724
725,asid_247,2,True,False,725
726,asid_32,17,False,False,726
727,asid_13733,1,True,False,727
728,asid_728,4,False,False,728
729,asid_729,2,True,False,729
730,asid_730,4,False,False,730
731,asid_473,3,False,False,731
732,asid_732,1,True,False,732
733,asid_733,3,False,False,733
734,asid_734,3,True,False,734
735,asid_735,2,True,False,735
736,asid_93,6,False,False,736
737,asid_737,1,True,False,737
738,asid_18098,2,True,False,738
739,asid_2289,6,False,False,739
740,asid_740,1,True,False,740
741,asid_9512,1,True,False,741
742,asid_10388,2,False,True,10388
743,asid_13779,2,True,True,13779
744,asid_744,1,True,False,744
745,asid_745,1,True,False,745
746,asid_746,1,True,False,746
747,asid_13848,19,False,True,13848
748,asid_748,1,True,False,748
749,asid_749,4,True,False,749
750,asid_750,1,True,False,750
751,asid_651,15,False,True,323
752,asid_7500,3,False,True,7500
754,asid_754,4,False,False,754
755,asid_1224,12,False,False,755
756,asid_756,1,True,False,756
757,asid_9197,3,True,True,1682
758,asid_758,2,True,False,758
760,asid_44822,3,False,True,44822
761,asid_60,1,True,False,761
762,asid_357,2,False,False,762
763,asid_763,2,True,False,763
764,asid_764,2,True,False,764
765,asid_765,3,True,False,765
766,asid_253,3,False,False,766
767,asid_5383,10,True,False,767
770,asid_222,10,False,False,770
771,asid_14882,6,False,False,771
772,asid_364,3,False,False,772
773,asid_773,1,True,False,773
775,asid_2397,3,True,True,2397
776,asid_209,2,False,False,776
777,asid_214,10,False,False,777
779,asid_7129,4,False,True,7129
780,asid_402,8,False,False,780
781,asid_133,11,False,False,781
782,asid_3878,3,True,True,3878
783,asid_13710,5,False,False,783
784,asid_214,10,False,False,784
785,asid_32,17,True,True,4383
786,asid_3962,4,True,True,3962
787,asid_787,7,False,False,787
788,asid_788,5,False,False,788
789,asid_789,4,True,False,789
790,asid_274,10,False,False,790
792,asid_792,6,False,False,792
793,asid_793,2,True,False,793
794,asid_7939,4,False,True,7939
795,asid_795,3,True,False,795
796,asid_225,3,False,False,796
797,asid_411,9,False,False,797
799,asid_203,10,False,False,799
800,asid_800,1,True,False,800
801,asid_31,10,False,False,801
802,asid_3532,8,True,False,802
805,asid_805,1,True,False,805
806,asid_14006,6,False,True,14006
807,asid_807,3,False,False,807
809,asid_514,3,False,True,4391
810,asid_3476,5,True,True,3476
811,asid_811,5,True,False,811
812,asid_18672,4,False,False,812
813,asid_4125,6,False,False,813
814,asid_485,4,False,False,814
816,asid_816,5,False,False,816
817,asid_1980,4,False,True,1980
818,asid_553,19,False,False,818
820,asid_5466,8,False,True,10682
821,asid_821,3,True,False,821
822,asid_15555,1,True,False,822
823,asid_286,3,False,False,823
824,asid_13848,19,False,True,13848
825,asid_825,2,True,False,825
826,asid_826,5,False,False,826
827,asid_312,2,False,False,827
828,asid_828,1,True,False,828
829,asid_5560,5,False,True,7492
832,asid_14075,4,False,True,14075
833,asid_26878,2,False,True,26878
835,asid_2715,6,False,False,835
836,asid_836,3,True,False,836
837,asid_46,3,True,True,46
838,asid_838,1,True,False,838
840,asid_840,2,True,False,840
841,asid_841,6,False,False,841
842,asid_842,2,True,False,842
843,asid_7582,3,True,False,843
844,asid_411,9,False,False,844
845,asid_845,1,True,False,845
846,asid_31011,6,True,True,31011
847,asid_847,1,True,False,847
848,asid_345,3,False,False,848
849,asid_22189,5,True,False,849
850,asid_1831,10,False,False,850
851,asid_4,7,False,False,851
852,asid_4230,4,True,True,4230
853,asid_853,8,False,False,853
854,asid_690,7,False,False,854
855,asid_316,4,False,False,855
857,asid_857,3,False,False,857
858,asid_413,2,True,False,858
860,asid_860,2,True,False,860
861,asid_861,4,True,False,861
862,asid_2904,13,False,False,862
863,asid_274,10,False,False,863
864,asid_11147,3,False,True,11147
865,asid_596,8,False,False,865
866,asid_1431,3,False,True,1431
867,asid_867,2,True,False,867
868,asid_4333,4,False,False,868
869,asid_869,3,False,False,869
872,asid_872,6,False,False,872
873,asid_873,1,True,False,873
874,asid_580,2,True,False,874
875,asid_447,4,True,False,875
876,asid_1123,3,False,False,876
877,asid_877,2,True,False,877
879,asid_879,2,True,False,879
880,asid_1787,4,False,False,880
881,asid_3060,4,False,True,3060
883,asid_409,6,False,False,883
885,asid_885,1,True,False,885
886,asid_319,1,True,False,886
887,asid_887,3,True,False,887
890,asid_890,6,False,False,890
891,asid_544,4,False,False,891
892,asid_892,2,True,False,892
893,asid_12903,4,True,True,12903
894,asid_894,2,False,False,894
895,asid_895,4,False,False,895
896,asid_333,1,True,False,896
898,asid_8614,4,True,True,8614
899,asid_899,6,False,False,899
900,asid_7209,2,False,True,7209
901,asid_901,2,True,False,901
902,asid_233,6,False,False,902
903,asid_1828,12,False,False,903
904,asid_13036,2,False,True,13036
905,asid_905,2,False,False,905
906,asid_906,2,True,False,906
908,asid_26904,7,False,True,26904
909,asid_909,2,True,False,909
910,asid_910,4,True,False,910
911,asid_3235,4,True,False,911
913,asid_553,19,False,False,913
914,asid_117,8,False,False,914
915,asid_915,5,False,False,915
916,asid_916,2,True,False,916
917,asid_273,6,True,False,917
918,asid_918,7,True,False,918
919,asid_698,2,False,False,919
920,asid_10230,4,True,False,920
924,asid_924,1,True,False,924
925,asid_68,12,False,False,925
926,asid_308,2,False,False,926
928,asid_321,2,True,False,928
929,asid_407,6,False,False,929
930,asid_358,3,False,False,930
932,asid_6120,9,False,False,932
933,asid_230,3,False,False,933
934,asid_934,1,True,False,934
935,asid_935,1,True,False,935
936,asid_30276,4,True,False,936
937,asid_937,2,True,False,937
938,asid_14670,2,False,True,14670
939,asid_816,5,True,True,816
940,asid_940,1,True,False,940
941,asid_941,1,True,False,941
942,asid_942,2,False,False,942
943,asid_13848,19,False,True,13848
944,asid_74,32,False,False,944
945,asid_15752,2,True,False,945
946,asid_983,5,False,False,946
947,asid_890,6,False,False,947
948,asid_13785,2,True,True,13785
949,asid_240,15,False,False,949
950,asid_950,1,True,False,950
953,asid_953,5,False,False,953
954,asid_954,5,False,False,954
955,asid_955,5,True,False,955
956,asid_4470,3,False,False,956
958,asid_2687,4,False,False,958
961,asid_961,3,True,False,961
963,asid_5,12,False,False,963
965,asid_2765,2,False,True,2765
966,asid_17130,2,True,False,966
967,asid_967,1,True,False,967
968,asid_74,32,False,False,968
969,asid_1100,5,True,False,969
970,asid_970,3,True,False,970
971,asid_1069,7,True,True,1458
973,asid_3559,12,False,False,973
974,asid_974,2,True,False,974
975,asid_231,8,False,False,975
976,asid_976,3,False,False,976
977,asid_977,9,False,False,977
979,asid_4605,3,False,True,4605
980,asid_980,1,True,False,980
981,asid_46427,8,True,True,46427
982,asid_7067,2,True,True,7067
983,asid_16688,2,False,True,16688
986,asid_986,2,True,False,986
987,asid_987,1,True,False,987
988,asid_232,10,False,False,988
989,asid_504,4,False,False,989
990,asid_1689,7,False,False,990
991,asid_8539,7,False,True,8539
992,asid_992,3,True,False,992
993,asid_13789,2,True,False,993
994,asid_28976,3,False,False,994
995,asid_4053,7,True,True,4053
996,asid_294,6,False,True,294
997,asid_13848,19,False,True,13848
998,asid_998,2,True,False,998
999,asid_11757,3,True,False,999
1000,asid_1000,2,True,False,1000
1001,asid_4731,3,False,True,4731
1002,asid_1002,7,True,False,1002
1003,asid_138,4,False,False,1003
1006,asid_1006,2,True,False,1006
1007,asid_158,5,False,False,1007
1008,asid_579,3,True,False,1008
1009,asid_6685,3,False,True,6685
1010,asid_1010,2,True,False,1010
1011,asid_1101,3,True,True,1101
1012,asid_10688,3,True,False,1012
1013,asid_3219,3,True,False,1013
1014,asid_1014,2,True,False,1014
1015,asid_6927,2,True,True,6927
1016,asid_86,7,False,False,1016
1017,asid_7129,4,False,True,7129
1018,asid_2327,2,True,False,1018
1019,asid_1019,6,False,False,1019
1020,asid_4721,6,True,True,4721
1021,asid_1021,2,True,False,1021
1022,asid_1022,4,True,False,1022
1023,asid_1023,3,True,False,1023
