ont_level,class_id,fraction,predictor,n_members,spearman_rho,empirical_p,empirical_fdr,n_strains
npc_class,Diacylglycerols,cell,a*,39,-0.042594194127040845,0.49500998003992014,0.7409279801053631,274
npc_class,Dipeptides,cell,a*,232,-0.14475130708707357,0.1157684630738523,0.40632460569057965,274
npc_class,Disaccharides,cell,a*,7,-0.15201427516384264,0.3193612774451098,0.5695341989288749,274
npc_class,Dolabellane diterpenoids,cell,a*,1,-0.01278738213996799,0.9920159680638723,0.9960079840319361,274
npc_class,Drimane sesquiterpenoids,cell,a*,1,-0.017214524201685368,0.7784431137724551,0.9167191931925623,274
npc_class,Epothilones,cell,a*,1,0.20425655956205638,0.003992015968063872,0.1531223267750214,274
npc_class,Ergostane steroids,cell,a*,23,0.08834581476917241,0.6866267465069861,0.8476288801706932,274
npc_class,Ergot alkaloids,cell,a*,1,-0.05454019743409531,0.530938123752495,0.7571048379431613,274
npc_class,Erythromycins,cell,a*,11,-0.1636252798296594,0.17365269461077845,0.48134286981592367,274
npc_class,Farnesane sesquiterpenoids,cell,a*,5,-0.1299952602142383,0.011976047904191617,0.1531223267750214,274
npc_class,Fatty acyl carnitines,cell,a*,33,0.06750067450797377,0.405189620758483,0.6475798403193612,274
npc_class,Fatty acyl glycosides of mono- and disaccharides,cell,a*,57,-0.10483676907034573,0.469061876247505,0.7238109986922707,274
npc_class,Fatty acyl homoserine lactones,cell,a*,1,0.02416867676899587,0.9920159680638723,0.9960079840319361,274
npc_class,Fatty alcohols,cell,a*,46,-0.18580339368660545,0.17764471057884232,0.48134286981592367,274
npc_class,Fatty aldehydes,cell,a*,3,-0.11515683756310455,0.35728542914171657,0.5987839136541732,274
npc_class,Fatty nitriles,cell,a*,1,0.11506047908735217,0.5049900199600799,0.7409279801053631,274
npc_class,Flavanones,cell,a*,2,-0.20998359304928652,0.007984031936127744,0.1531223267750214,274
npc_class,Flavonols,cell,a*,1,-0.011886620793037865,0.8582834331337326,0.9483502131539391,274
npc_class,Furocoumarins,cell,a*,1,-0.060887522532309925,0.33532934131736525,0.5827568164641591,274
npc_class,Fusidane triterpenoids,cell,a*,1,-0.003616665626922264,0.9820359281437125,0.9960079840319361,274
npc_class,Glucosinolates,cell,a*,1,0.01871384090362193,0.7445109780439122,0.9040040723921284,274
npc_class,Glycerophosphates,cell,a*,12,-0.07079081502439166,0.24750499001996007,0.5402852830923519,274
npc_class,Glycerophosphocholines,cell,a*,166,0.034155333717377535,0.5449101796407185,0.7620228293413173,274
npc_class,Glycerophosphoethanolamines,cell,a*,73,-0.15075931367902173,0.17165668662674652,0.48134286981592367,274
npc_class,Glycerophosphoglycerols,cell,a*,3,0.014247066801811325,0.8183632734530938,0.9213020499880742,274
npc_class,Glycerophosphoinositols,cell,a*,2,0.05126363057002948,0.5788423153692615,0.7790434169255475,274
npc_class,Glycerophosphoserines,cell,a*,23,-0.14514099039646486,0.2834331337325349,0.5695341989288749,274
npc_class,Glycosyldiacylglycerols,cell,a*,2,-0.025285814087261976,0.6746506986027944,0.8444928325167845,274
npc_class,Halogenated fatty acids,cell,a*,19,-0.05594026411544658,0.41916167664670656,0.6639817709713316,274
npc_class,Humulane sesquiterpenoids,cell,a*,3,-0.06816348704642064,0.2874251497005988,0.5695341989288749,274
npc_class,Hydrocarbons,cell,a*,5,-0.16002420936727507,0.1437125748502994,0.4541763929767583,274
npc_class,Illudalane sesquiterpenoids,cell,a*,1,-0.06529034887210428,0.2435129740518962,0.5402852830923519,274
npc_class,Imidazole alkaloids,cell,a*,31,-0.21942932979429342,0.01996007984031936,0.17864271457085829,274
npc_class,"Indole diketopiperazine alkaloids (L-Trp, L-Trp)",cell,a*,1,-0.07778454992282095,0.6327345309381237,0.8141003706871969,274
npc_class,Iridoids monoterpenoids,cell,a*,4,-0.09047857252236817,0.16766467065868262,0.48134286981592367,274
npc_class,Isocoumarins,cell,a*,3,-0.10595039996499854,0.2215568862275449,0.5084446491632121,274
npc_class,Isoflavones,cell,a*,7,-0.15298832554307007,0.027944111776447105,0.1923844618455397,274
npc_class,Isoquinoline alkaloids,cell,a*,6,-0.10582672801650907,0.18363273453093812,0.48134286981592367,274
npc_class,Jasmonic acids,cell,a*,1,-0.07228421213822675,0.21357285429141717,0.5077213993066498,274
npc_class,Jatrophane diterpenoids,cell,a*,12,-0.15810824692847555,0.19161676646706588,0.48134286981592367,274
npc_class,Kaurane and Phyllocladane diterpenoids,cell,a*,1,-0.05697207691567331,0.35528942115768464,0.5987839136541732,274
npc_class,Labdane diterpenoids,cell,a*,11,-0.0999948956153336,0.5049900199600799,0.7409279801053631,274
npc_class,Lactam bearing macrolide lactones,cell,a*,2,0.03931912994641276,0.9461077844311377,0.9954426407301006,274
npc_class,Lactones,cell,a*,3,-0.12388866607844713,0.36127744510978044,0.5987839136541732,274
npc_class,"Lanostane, Tirucallane and Euphane triterpenoids",cell,a*,3,0.09432948033484469,0.31736526946107785,0.5695341989288749,274
npc_class,Leukotrienes,cell,a*,14,-0.0034873334048405175,0.9401197604790419,0.9954426407301006,274
npc_class,Linear peptides,cell,a*,59,-0.2012437197838658,0.015968063872255488,0.1587935240629851,274
npc_class,Lipopeptides,cell,a*,77,-0.15574002639696077,0.03792415169660679,0.2189813920546005,274
npc_class,Lupane triterpenoids,cell,a*,4,-0.05510651187896293,0.3273453093812375,0.5744589252866815,274
npc_class,Macrolide lactones,cell,a*,11,-0.0793795985036861,0.4550898203592814,0.7145708582834331,274
npc_class,Macrotetrolides,cell,a*,3,-0.004788999190066307,0.9560878243512974,0.9954426407301006,274
npc_class,Melithiazole and Myxothiazole derivatives,cell,a*,1,-0.026471348942291376,0.7584830339321357,0.9051230871590151,274
npc_class,Menthane monoterpenoids,cell,a*,1,0.037092071783468565,0.6866267465069861,0.8476288801706932,274
npc_class,Merosesquiterpenoids,cell,a*,1,-0.04166254094679912,0.6167664670658682,0.8058481576992,274
npc_class,Methyl xanthones,cell,a*,1,-0.10238724778870763,0.10778443113772455,0.3930139720558882,274
npc_class,Microcolins and mirabimids,cell,a*,5,-0.17208339106149326,0.18762475049900199,0.48134286981592367,274
npc_class,Monacolins and Monacolin derivatives,cell,a*,1,0.19106060577848288,0.021956087824351298,0.17864271457085829,274
npc_class,Monoacylglycerols,cell,a*,22,-0.04280653652916428,0.7904191616766467,0.9213020499880742,274
npc_class,Monocyclic monoterpenoids,cell,a*,1,0.0014835103282422432,0.9800399201596807,0.9960079840319361,274
npc_class,Monomeric stilbenes,cell,a*,1,-0.19300330971285395,0.017964071856287425,0.16924046643554994,274
npc_class,Monosaccharides,cell,a*,10,-0.13299897183108866,0.3193612774451098,0.5695341989288749,274
npc_class,N-acyl amines,cell,a*,110,-0.04825043569569118,0.405189620758483,0.6475798403193612,274
npc_class,N-acyl ethanolamines (endocannabinoids),cell,a*,11,-0.011781211489240674,0.8243512974051896,0.922243013972056,274
npc_class,Naphthoquinones,cell,a*,1,0.03412558244675033,0.5229540918163673,0.7571048379431613,274
npc_class,Neutral glycosphingolipids,cell,a*,55,-0.058136024559382216,0.313373253493014,0.5695341989288749,274
npc_class,Nitro fatty acids,cell,a*,1,0.027739532238293445,0.8043912175648703,0.9213020499880742,274
npc_class,Noreudesmane sesquiterpenoids,cell,a*,1,-0.1632946668305069,0.005988023952095809,0.1531223267750214,274
npc_class,Oleanane triterpenoids,cell,a*,12,-0.24223222033441016,0.003992015968063872,0.1531223267750214,274
npc_class,Open-chain polyketides,cell,a*,117,-0.18703427958902413,0.18962075848303392,0.48134286981592367,274
npc_class,Other Octadecanoids,cell,a*,2,0.018121732282316214,0.7524950099800399,0.9040040723921284,274
npc_class,Other indole diketopiperazine alkaloids,cell,a*,4,-0.14442579318491733,0.04590818363273453,0.22826569084054116,274
npc_class,Oxidized glycerophospholipids,cell,a*,31,-0.053448157681734304,0.31736526946107785,0.5695341989288749,274
npc_class,Oxygenated hydrocarbons,cell,a*,1,-0.0637053457491414,0.46107784431137727,0.7176776881020568,274
npc_class,Penicillins,cell,a*,3,-0.14859505458045608,0.011976047904191617,0.1531223267750214,274
npc_class,Phenazine alkaloids,cell,a*,3,0.03132662957480475,0.5568862275449101,0.7714117220105245,274
npc_class,Phenoxazine alkaloids,cell,a*,1,-0.008678592408550253,0.8942115768463074,0.9700840742756911,274
npc_class,Phenylalanine-derived alkaloids,cell,a*,4,-0.009084346310623676,0.8682634730538922,0.9534917894272803,274
npc_class,Phenylethylamines,cell,a*,6,-0.1643649780876058,0.04590818363273453,0.22826569084054116,274
npc_class,Phosphosphingolipids,cell,a*,34,-0.05934824299787802,0.29740518962075846,0.5695341989288749,274
npc_class,Phytoprostanes,cell,a*,1,0.09439354243271043,0.15768463073852296,0.4704258150365935,274
npc_class,Pimarane and Isopimarane diterpenoids,cell,a*,3,-0.05868894001398261,0.6686626746506986,0.8428916814258807,274
npc_class,Pinane monoterpenoids,cell,a*,5,-0.16216571749418468,0.00998003992015968,0.1531223267750214,274
npc_class,Piperidine alkaloids,cell,a*,5,-0.07522200427309922,0.31137724550898205,0.5695341989288749,274
npc_class,Polyamines,cell,a*,22,-0.19716837906618934,0.027944111776447105,0.1923844618455397,274
npc_class,Polyene macrolides,cell,a*,9,0.030225249203351394,0.8043912175648703,0.9213020499880742,274
npc_class,Polyether ionophores,cell,a*,1,-0.07043099589148281,0.8083832335329342,0.9213020499880742,274
npc_class,Polysaccharides,cell,a*,5,-0.1270665599793024,0.20359281437125748,0.4924745104385823,274
npc_class,Prenyl quinone meroterpenoids,cell,a*,9,-0.1157251507616471,0.059880239520958084,0.26142836278662185,274
npc_class,Primary amides,cell,a*,21,-0.09267724975754171,0.12974051896207583,0.4381802432870109,274
npc_class,Prostaglandins,cell,a*,1,-0.044762825817179455,0.5668662674650699,0.7714117220105245,274
npc_class,Purine alkaloids,cell,a*,22,-0.2773842216177983,0.003992015968063872,0.1531223267750214,274
npc_class,Purine nucleosides,cell,a*,32,-0.12319271968907004,0.2934131736526946,0.5695341989288749,274
npc_class,Purine nucleotides,cell,a*,6,0.13993743482794577,0.14570858283433133,0.4541763929767583,274
npc_class,Pyrazine and Piperazine alkaloids,cell,a*,1,-0.03333818404002372,0.5329341317365269,0.7571048379431613,274
npc_class,Pyridine alkaloids,cell,a*,27,-0.14144483253972312,0.0718562874251497,0.29912268486283244,274
npc_class,Pyrimidine nucleosides,cell,a*,12,-0.06653813339944725,0.47704590818363274,0.7298394663664125,274
npc_class,Pyrrole alkaloids,cell,a*,8,0.08024862855526485,0.2155688622754491,0.5077213993066498,274
npc_class,Pyrrolidine alkaloids,cell,a*,2,-0.03520567534157347,0.5868263473053892,0.7838948967736169,274
npc_class,Pyrrolizidine alkaloids,cell,a*,1,-0.027756621060058446,0.6367265469061876,0.8141003706871969,274
npc_class,Pyrroloindole alkaloids,cell,a*,3,0.012666165950837464,0.8862275449101796,0.967284942310501,274
npc_class,Pyrroloquinoline alkaloids,cell,a*,2,0.1864554901131484,0.00998003992015968,0.1531223267750214,274
npc_class,Quinazoline alkaloids,cell,a*,8,-0.12333797589272041,0.12375249500998003,0.4259941655151236,274
npc_class,Quinolizidine alkaloids,cell,a*,4,-0.11528388482773566,0.13972055888223553,0.4541763929767583,274
npc_class,Resin glycosides,cell,a*,1,-0.05362441521837731,0.9261477045908184,0.9954426407301006,274
npc_class,Rotenoids,cell,a*,1,0.1491956320118672,0.003992015968063872,0.1531223267750214,274
npc_class,Scalarane sesterterpenoids,cell,a*,3,-0.11672742448878111,0.5269461077844312,0.7571048379431613,274
npc_class,Secoiridoid monoterpenoids,cell,a*,1,-0.044163063512443715,0.5029940119760479,0.7409279801053631,274
npc_class,Serrulatane and Biflorane diterpenoids,cell,a*,1,0.14265619502142263,0.7524950099800399,0.9040040723921284,274
npc_class,Shikimic acids and derivatives,cell,a*,7,-0.15699074647979755,0.3013972055888224,0.5695341989288749,274
npc_class,Simple coumarins,cell,a*,5,-0.0951996908201288,0.24750499001996007,0.5402852830923519,274
npc_class,Simple diketopiperazine alkaloids,cell,a*,6,-0.15169502030815898,0.011976047904191617,0.1531223267750214,274
npc_class,Simple indole alkaloids,cell,a*,11,-0.12540598088043348,0.031936127744510975,0.20416310236669516,274
npc_class,Simple phenolic acids,cell,a*,8,-0.1131951260418414,0.041916167664670656,0.22826569084054116,274
npc_class,Sphingoid bases,cell,a*,68,-0.0095953681355141,0.8502994011976048,0.9453639305240451,274
npc_class,Spirotetronate macrolides,cell,a*,1,-0.09052757461516586,0.10379241516966067,0.3870592149035263,274
npc_class,Steroidal alkaloids,cell,a*,12,0.06018769551616267,0.28542914171656686,0.5695341989288749,274
npc_class,Straight chain fatty acids,cell,a*,3,-0.12789575388115537,0.09580838323353294,0.36488724678302975,274
npc_class,Streptogramins,cell,a*,1,-0.08168957568454704,0.4930139720558882,0.7409279801053631,274
npc_class,Terpenoid alkaloids,cell,a*,6,-0.020686501400088902,0.7784431137724551,0.9167191931925623,274
npc_class,Tetracyclic diterpenoids,cell,a*,8,-0.16007554489306317,0.013972055888223553,0.156312375249501,274
npc_class,Tigliane diterpenoids,cell,a*,1,-0.15194904916748245,0.031936127744510975,0.20416310236669516,274
npc_class,Triacylglycerols,cell,a*,12,-0.028148493841924485,0.6127744510978044,0.8058481576992,274
npc_class,Tricyclic guanidine alkaloids,cell,a*,5,-0.027343459460247767,0.7425149700598802,0.9040040723921284,274
npc_class,Tripeptides,cell,a*,706,-0.12941831890737004,0.09580838323353294,0.36488724678302975,274
npc_class,Tropane alkaloids,cell,a*,6,0.1337818385993569,0.06786427145708583,0.28923106168615154,274
npc_class,Unsaturated fatty acids,cell,a*,15,-0.15743293203147216,0.3013972055888224,0.5695341989288749,274
npc_class,Ursane and Taraxastane triterpenoids,cell,a*,1,-0.05888255478007833,0.5668662674650699,0.7714117220105245,274
npc_class,Valerenane sesquiterpenoids,cell,a*,1,-0.053367835805834124,0.3932135728542914,0.639865723099256,274
npc_class,Wax monoesters,cell,a*,38,-0.143991774648709,0.3213572854291417,0.5695341989288749,274
classyfire_class,5'-deoxyribonucleosides,cell,a*,10,-0.006291227021154056,0.9321357285429142,0.9566098572086597,274
classyfire_class,Alkyl halides,cell,a*,2,-0.084618278974078,0.17564870259481039,0.3050740624015128,274
classyfire_class,"Allyl-type 1,3-dipolar organic compounds",cell,a*,5,-0.11349555553935117,0.04590818363273453,0.15149700598802396,274
classyfire_class,Anthracenes,cell,a*,1,-0.04187298741865367,0.4870259481037924,0.5844311377245509,274
classyfire_class,Aryl halides,cell,a*,10,-0.1528547365043716,0.023952095808383235,0.147234941880944,274
classyfire_class,Azacyclic compounds,cell,a*,6,-0.07529784084528611,0.2694610778443114,0.3814870259481038,274
classyfire_class,Azoles,cell,a*,16,-0.14910607640534654,0.023952095808383235,0.147234941880944,274
classyfire_class,Benzazepines,cell,a*,1,-0.09220066693636755,0.0998003992015968,0.2352437981180496,274
classyfire_class,Benzene and substituted derivatives,cell,a*,99,-0.12977708422963896,0.029940119760479042,0.147234941880944,274
classyfire_class,Benzopyrans,cell,a*,2,-0.10287318520895165,0.12375249500998003,0.25149700598802394,274
classyfire_class,Benzoxadiazoles,cell,a*,1,0.2615287239158078,0.12574850299401197,0.25149700598802394,274
classyfire_class,Biotin and derivatives,cell,a*,3,-0.04841871238842192,0.5109780439121756,0.602224123182207,274
classyfire_class,Boronic acid derivatives,cell,a*,2,-0.048223017858054364,0.590818363273453,0.6609154572211509,274
classyfire_class,Carboxylic acids and derivatives,cell,a*,1580,-0.1513619227487841,0.08982035928143713,0.21956087824351297,274
classyfire_class,Cinnamaldehydes,cell,a*,1,-0.11842143258201654,0.043912175648702596,0.15149700598802396,274
classyfire_class,Cinnamic acids and derivatives,cell,a*,1,-0.09500675629211218,0.12974051896207583,0.2518492426910884,274
classyfire_class,Coumarins and derivatives,cell,a*,1,-0.06334346433640888,0.31137724550898205,0.4110179640718563,274
classyfire_class,Diazines,cell,a*,9,-0.22163209053720004,0.017964071856287425,0.147234941880944,274
classyfire_class,Fatty Acyls,cell,a*,360,-0.17021781138569467,0.25149700598802394,0.38023952095808383,274
classyfire_class,Flavonoids,cell,a*,2,-0.05278564774116905,0.37924151696606784,0.4907831396031466,274
classyfire_class,Glycerolipids,cell,a*,55,-0.15328875504057987,0.31137724550898205,0.4110179640718563,274
classyfire_class,Glycerophospholipids,cell,a*,266,-0.06927525029714812,0.25349301397205587,0.38023952095808383,274
classyfire_class,Heteroaromatic compounds,cell,a*,7,-0.12885537819844395,0.029940119760479042,0.147234941880944,274
classyfire_class,Imidazopyrimidines,cell,a*,4,-0.14079847160139133,0.043912175648702596,0.15149700598802396,274
classyfire_class,Imidolactams,cell,a*,1,-0.08509909097972124,0.16367265469061876,0.2919566272859686,274
classyfire_class,Indanes,cell,a*,1,-0.06584644824750695,0.2435129740518962,0.38023952095808383,274
classyfire_class,Indoles and derivatives,cell,a*,14,-0.1651186769434945,0.011976047904191617,0.147234941880944,274
classyfire_class,Isoflavonoids,cell,a*,7,-0.10976906305373463,0.1157684630738523,0.24647479235078232,274
classyfire_class,Lactones,cell,a*,1,0.00426308191658837,0.9421157684630739,0.9566098572086597,274
classyfire_class,Macrolides and analogues,cell,a*,10,-0.08021671758898036,0.46506986027944114,0.5791435995932663,274
classyfire_class,Naphthalenes,cell,a*,4,-0.1597646149470967,0.03592814371257485,0.147234941880944,274
classyfire_class,Organic carbonic acids and derivatives,cell,a*,5,-0.09736394991869443,0.27345309381237526,0.3814870259481038,274
classyfire_class,Organic metal salts,cell,a*,1,-0.05495832734691014,0.48502994011976047,0.5844311377245509,274
classyfire_class,Organic phosphonic acids and derivatives,cell,a*,3,-0.10004564778287407,0.08383233532934131,0.21956087824351297,274
classyfire_class,Organic phosphoric acids and derivatives,cell,a*,3,-0.05825561300013855,0.5608782435129741,0.6382407598595912,274
classyfire_class,Organic sulfonic acids and derivatives,cell,a*,3,-0.09981055440909457,0.07584830339321358,0.21956087824351297,274
classyfire_class,Organic sulfuric acids and derivatives,cell,a*,1,-0.2026628223607391,0.027944111776447105,0.147234941880944,274
classyfire_class,Organochlorides,cell,a*,1,-0.11030633599976664,0.0658682634730539,0.2070145423438837,274
classyfire_class,Organonitrogen compounds,cell,a*,76,-0.024038734987640118,0.6686626746506986,0.7234710906056738,274
classyfire_class,Organooxygen compounds,cell,a*,119,-0.192306671430759,0.08982035928143713,0.21956087824351297,274
classyfire_class,Oxacyclic compounds,cell,a*,1,-0.19140743411511807,0.11377245508982035,0.24647479235078232,274
classyfire_class,Oxazinanes,cell,a*,1,-0.12059735884553403,0.03792415169660679,0.147234941880944,274
classyfire_class,Peptidomimetics,cell,a*,30,-0.2132702334162188,0.031936127744510975,0.147234941880944,274
classyfire_class,Phenanthrenes and derivatives,cell,a*,1,0.03339230112952741,0.5269461077844312,0.6101481248030256,274
classyfire_class,Phenol ethers,cell,a*,13,-0.11575898554000748,0.08183632734530938,0.21956087824351297,274
classyfire_class,Phenols,cell,a*,3,-0.07343459460247781,0.1497005988023952,0.27811044577511645,274
classyfire_class,Phosphacyclic compounds,cell,a*,1,0.0013515662541913076,0.9800399201596807,0.9800399201596807,274
classyfire_class,Piperidines,cell,a*,4,-0.014854949637776914,0.9021956087824351,0.9451573044387416,274
classyfire_class,Polypeptides,cell,a*,7,-0.1418908620730225,0.023952095808383235,0.147234941880944,274
classyfire_class,Prenol lipids,cell,a*,94,-0.16603571610870888,0.013972055888223553,0.147234941880944,274
classyfire_class,Pteridines and derivatives,cell,a*,3,0.027183619300407663,0.6287425149700598,0.6916167664670658,274
classyfire_class,Purine nucleosides,cell,a*,11,-0.180610338566543,0.10578842315369262,0.2407598595911625,274
classyfire_class,Purine nucleotides,cell,a*,6,0.1377760925206181,0.15169660678642716,0.27811044577511645,274
classyfire_class,Pyrimidine nucleosides,cell,a*,1,-0.15535905595146204,0.023952095808383235,0.147234941880944,274
classyfire_class,Quinolines and derivatives,cell,a*,4,-0.06039132277435871,0.2634730538922156,0.3814870259481038,274
classyfire_class,Saccharolipids,cell,a*,11,-0.10856442827245745,0.2375249500998004,0.38023952095808383,274
classyfire_class,Saturated hydrocarbons,cell,a*,1,-0.13926890627620558,0.00998003992015968,0.147234941880944,274
classyfire_class,Sphingolipids,cell,a*,98,-0.06669914027578261,0.2155688622754491,0.36480884385076007,274
classyfire_class,Steroids and steroid derivatives,cell,a*,47,-0.15453247482444568,0.08582834331337326,0.21956087824351297,274
classyfire_class,Stilbenes,cell,a*,1,-0.1939339924989713,0.017964071856287425,0.147234941880944,274
classyfire_class,Sulfonyls,cell,a*,1,-0.20914799781297708,0.03592814371257485,0.147234941880944,274
classyfire_class,Tetrapyrroles and derivatives,cell,a*,5,0.10442201658517021,0.22355289421157684,0.3688622754491018,274
classyfire_class,Thiocarboxylic acids and derivatives,cell,a*,1,-0.06533758212590332,0.45708582834331335,0.5791435995932663,274
classyfire_class,Thioethers,cell,a*,1,-0.13336563193968684,0.031936127744510975,0.147234941880944,274
classyfire_class,Thiophenol ethers,cell,a*,1,0.017516320254050463,0.8163672654690619,0.8690361213057756,274
classyfire_class,Triazines,cell,a*,4,-0.14132232730772878,0.2774451097804391,0.3814870259481038,274
npc_pathway,Alkaloids,supernatant,a*,235,-0.07587374859352013,0.16966067864271456,0.19793745841650032,275
npc_pathway,Amino acids and Peptides,supernatant,a*,1465,0.11169614263870055,0.37524950099800397,0.37524950099800397,275
npc_pathway,Carbohydrates,supernatant,a*,84,-0.20746949020512967,0.017964071856287425,0.06287425149700598,275
npc_pathway,Fatty acids,supernatant,a*,966,-0.10733273708202301,0.1217564870259481,0.17045908183632735,275
