ont_level,class_id,fraction,predictor,n_members,spearman_rho,empirical_p,empirical_fdr,n_strains
npc_class,Cannabinoids,cell,C*,2,0.0013303552742955438,0.9920159680638723,0.9975890914799613,274
npc_class,Carbazole alkaloids,cell,C*,3,-0.06983994108081698,0.2275449101796407,0.6313674021819374,274
npc_class,Carboline alkaloids,cell,C*,16,-0.08514667813937887,0.1656686626746507,0.6115077537233226,274
npc_class,Cardenolides,cell,C*,4,-0.18859535289739496,0.09181636726546906,0.4565313816810823,274
npc_class,"Carotenoids (C40, β-β)",cell,C*,10,-0.035721067253913975,0.6626746506986028,0.9253435574893378,274
npc_class,"Carotenoids (C40, π-Χ)",cell,C*,4,-0.1074992161123548,0.08383233532934131,0.4287425149700599,274
npc_class,"Carotenoids (C40, π-π)",cell,C*,1,-0.08453813534479439,0.16167664670658682,0.6115077537233226,274
npc_class,Caryophyllane sesquiterpenoids,cell,C*,2,-0.087886889558337,0.1596806387225549,0.6115077537233226,274
npc_class,Catechols with side chains,cell,C*,2,-0.08503642343058401,0.3253493013972056,0.7059615708342352,274
npc_class,Cephalosporins,cell,C*,5,0.03184277142165311,0.5848303393213573,0.9212649082001287,274
npc_class,Ceramides,cell,C*,37,0.024897438328095246,0.6586826347305389,0.9253435574893378,274
npc_class,Chalcones,cell,C*,9,-8.137847553906126e-05,1.0,1.0,274
npc_class,Cholane steroids,cell,C*,5,0.030846391510162594,0.8483033932135728,0.9615830068258545,274
npc_class,Cholestane steroids,cell,C*,10,-0.01781489623655261,0.7584830339321357,0.9384697272122421,274
npc_class,Cinnamic acid amides,cell,C*,4,0.003848122680239471,0.9560878243512974,0.9931323793091782,274
npc_class,Cinnamic acids and derivatives,cell,C*,1,-0.13618585793768279,0.017964071856287425,0.3196764366004833,274
npc_class,Cucurbitane triterpenoids,cell,C*,2,-0.104050402152592,0.06986027944111776,0.4114195850722797,274
npc_class,Cyanogenic glycosides,cell,C*,3,-0.002097381570598182,0.9600798403193613,0.9931323793091782,274
npc_class,Cyclamides,cell,C*,9,-0.09022714511765609,0.17764471057884232,0.6115077537233226,274
npc_class,Cyclic peptides,cell,C*,207,-0.1215674836112793,0.2315369261477046,0.6313674021819374,274
npc_class,Cyclitols,cell,C*,2,-0.16015685688228745,0.06187624750499002,0.3942459907770665,274
npc_class,Cytochalasan alkaloids,cell,C*,3,-0.013414031224250205,0.846307385229541,0.9615830068258545,274
npc_class,DKXanthenes and derivatives,cell,C*,1,-0.03901832859955458,0.6227544910179641,0.9212649082001287,274
npc_class,Dammarane and Protostane triterpenoids,cell,C*,2,0.06759109503635052,0.2215568862275449,0.6313674021819374,274
npc_class,Depsipeptides,cell,C*,27,-0.1947585261453875,0.033932135728542916,0.3196764366004833,274
npc_class,Diacylglycerols,cell,C*,39,-0.026596177545082658,0.6846307385229541,0.9253435574893378,274
npc_class,Dipeptides,cell,C*,232,-0.1059667339959311,0.25149700598802394,0.6313674021819374,274
npc_class,Disaccharides,cell,C*,7,-0.07952793516952958,0.6986027944111777,0.9253435574893378,274
npc_class,Dolabellane diterpenoids,cell,C*,1,0.008667369699679928,0.9820359281437125,0.9931323793091782,274
npc_class,Drimane sesquiterpenoids,cell,C*,1,-0.015378613977942476,0.780439121756487,0.9384697272122421,274
npc_class,Epothilones,cell,C*,1,0.1408289376206098,0.027944111776447105,0.3196764366004833,274
npc_class,Ergostane steroids,cell,C*,23,0.07725792455719464,0.6027944111776448,0.9212649082001287,274
npc_class,Ergot alkaloids,cell,C*,1,-0.0547634988408315,0.46506986027944114,0.8231576063559157,274
npc_class,Erythromycins,cell,C*,11,-0.1063622508877984,0.469061876247505,0.8231576063559157,274
npc_class,Farnesane sesquiterpenoids,cell,C*,5,-0.15457681005126261,0.007984031936127744,0.23819028609447768,274
npc_class,Fatty acyl carnitines,cell,C*,33,0.08070790523345268,0.2554890219560878,0.6313674021819374,274
npc_class,Fatty acyl glycosides of mono- and disaccharides,cell,C*,57,-0.05660645923419648,0.7085828343313373,0.9253435574893378,274
npc_class,Fatty acyl homoserine lactones,cell,C*,1,0.019107455680083353,0.9820359281437125,0.9931323793091782,274
npc_class,Fatty alcohols,cell,C*,46,-0.1356141668550428,0.36726546906187624,0.7304502106897317,274
npc_class,Fatty aldehydes,cell,C*,3,-0.0637497654524725,0.6087824351297405,0.9212649082001287,274
npc_class,Fatty nitriles,cell,C*,1,0.06538573694498306,0.7145708582834331,0.9253435574893378,274
npc_class,Flavanones,cell,C*,2,-0.14199318929245935,0.06387225548902195,0.3942459907770665,274
npc_class,Flavonols,cell,C*,1,0.03499892716133466,0.5568862275449101,0.9062057702776264,274
npc_class,Furocoumarins,cell,C*,1,-0.07879227165874876,0.1996007984031936,0.6313674021819374,274
npc_class,Fusidane triterpenoids,cell,C*,1,0.03366285639403796,0.7684630738522954,0.9384697272122421,274
npc_class,Glucosinolates,cell,C*,1,-0.030915945368500147,0.5708582834331337,0.920573267878657,274
npc_class,Glycerophosphates,cell,C*,12,-0.084950669768188,0.16766467065868262,0.6115077537233226,274
npc_class,Glycerophosphocholines,cell,C*,166,0.037058124357394445,0.5149700598802395,0.8863426992169506,274
npc_class,Glycerophosphoethanolamines,cell,C*,73,-0.11242625987151537,0.3413173652694611,0.7187742162733357,274
npc_class,Glycerophosphoglycerols,cell,C*,3,0.009803043671656872,0.8602794411177644,0.9615830068258545,274
npc_class,Glycerophosphoinositols,cell,C*,2,0.04318176183473406,0.5848303393213573,0.9212649082001287,274
npc_class,Glycerophosphoserines,cell,C*,23,-0.11723371518991955,0.3932135728542914,0.7408971530622964,274
npc_class,Glycosyldiacylglycerols,cell,C*,2,-0.04866605510952049,0.36726546906187624,0.7304502106897317,274
npc_class,Halogenated fatty acids,cell,C*,19,-0.07737226277372262,0.23353293413173654,0.6313674021819374,274
npc_class,Humulane sesquiterpenoids,cell,C*,3,-0.011921960439116185,0.8622754491017964,0.9615830068258545,274
npc_class,Hydrocarbons,cell,C*,5,-0.11259193361383145,0.3333333333333333,0.7103174603174602,274
npc_class,Illudalane sesquiterpenoids,cell,C*,1,-0.022053622434547275,0.7045908183632734,0.9253435574893378,274
npc_class,Imidazole alkaloids,cell,C*,31,-0.1902940854765673,0.033932135728542916,0.3196764366004833,274
npc_class,"Indole diketopiperazine alkaloids (L-Trp, L-Trp)",cell,C*,1,-0.025595695146789492,0.8682634730538922,0.9615830068258545,274
npc_class,Iridoids monoterpenoids,cell,C*,4,-0.09079416933431533,0.16167664670658682,0.6115077537233226,274
npc_class,Isocoumarins,cell,C*,3,-0.07372860715926412,0.3812375249500998,0.7376215311312859,274
npc_class,Isoflavones,cell,C*,7,-0.09802139466373044,0.17165668662674652,0.6115077537233226,274
npc_class,Isoquinoline alkaloids,cell,C*,6,-0.09363395728359233,0.2275449101796407,0.6313674021819374,274
npc_class,Jasmonic acids,cell,C*,1,-0.10080868037072417,0.07584830339321358,0.4114195850722797,274
npc_class,Jatrophane diterpenoids,cell,C*,12,-0.08404984415938398,0.6087824351297405,0.9212649082001287,274
npc_class,Kaurane and Phyllocladane diterpenoids,cell,C*,1,-0.07174443259953851,0.25748502994011974,0.6313674021819374,274
npc_class,Labdane diterpenoids,cell,C*,11,-0.060904059444205426,0.6866267465069861,0.9253435574893378,274
npc_class,Lactam bearing macrolide lactones,cell,C*,2,0.038549384809630056,0.8982035928143712,0.9685448380347739,274
npc_class,Lactones,cell,C*,3,-0.12865528631951992,0.21956087824351297,0.6313674021819374,274
npc_class,"Lanostane, Tirucallane and Euphane triterpenoids",cell,C*,3,0.08409073365806698,0.2994011976047904,0.6743762475049901,274
npc_class,Leukotrienes,cell,C*,14,-0.0018095865208791091,0.9720558882235529,0.9931323793091782,274
npc_class,Linear peptides,cell,C*,59,-0.15882132466074078,0.07584830339321358,0.4114195850722797,274
npc_class,Lipopeptides,cell,C*,77,-0.08705600968374691,0.3273453093812375,0.7059615708342352,274
npc_class,Lupane triterpenoids,cell,C*,4,-0.015188147697520624,0.7844311377245509,0.9384697272122421,274
npc_class,Macrolide lactones,cell,C*,11,-0.057792426551550646,0.5269461077844312,0.8898429555982376,274
npc_class,Macrotetrolides,cell,C*,3,0.010432249134555434,0.8702594810379242,0.9615830068258545,274
npc_class,Melithiazole and Myxothiazole derivatives,cell,C*,1,-0.050308431109915445,0.5469061876247505,0.8981303448149572,274
npc_class,Menthane monoterpenoids,cell,C*,1,0.003500727081272805,0.9560878243512974,0.9931323793091782,274
npc_class,Merosesquiterpenoids,cell,C*,1,-0.017381565402286425,0.8183632734530938,0.94507758676196,274
npc_class,Methyl xanthones,cell,C*,1,-0.05680013417239699,0.35728542914171657,0.7267510433678098,274
npc_class,Microcolins and mirabimids,cell,C*,5,-0.13578159067210163,0.2954091816367265,0.6743762475049901,274
npc_class,Monacolins and Monacolin derivatives,cell,C*,1,0.13165599913786832,0.14570858283433133,0.6115077537233226,274
npc_class,Monoacylglycerols,cell,C*,22,-0.04012600538147986,0.7544910179640718,0.9384697272122421,274
npc_class,Monocyclic monoterpenoids,cell,C*,1,0.014580967522402366,0.8023952095808383,0.9387499510782358,274
npc_class,Monomeric stilbenes,cell,C*,1,-0.10832991475576105,0.18962075848303392,0.6236254763200871,274
npc_class,Monosaccharides,cell,C*,10,-0.0767148180286867,0.6167664670658682,0.9212649082001287,274
npc_class,N-acyl amines,cell,C*,110,-0.046114177793009914,0.41916167664670656,0.7735045373171182,274
npc_class,N-acyl ethanolamines (endocannabinoids),cell,C*,11,0.019676965370396034,0.6786427145708582,0.9253435574893378,274
npc_class,Naphthoquinones,cell,C*,1,-0.019965144344706386,0.7025948103792415,0.9253435574893378,274
npc_class,Neutral glycosphingolipids,cell,C*,55,-0.0704892188103867,0.22554890219560877,0.6313674021819374,274
npc_class,Nitro fatty acids,cell,C*,1,0.01824773428472271,0.8782435129740519,0.962927802930724,274
npc_class,Noreudesmane sesquiterpenoids,cell,C*,1,-0.19344063280061066,0.001996007984031936,0.23819028609447768,274
npc_class,Oleanane triterpenoids,cell,C*,12,-0.18080751365422895,0.015968063872255488,0.3196764366004833,274
npc_class,Open-chain polyketides,cell,C*,117,-0.13737357532977976,0.38323353293413176,0.7376215311312859,274
npc_class,Other Octadecanoids,cell,C*,2,0.0021873017493455205,0.9740518962075848,0.9931323793091782,274
npc_class,Other indole diketopiperazine alkaloids,cell,C*,4,-0.11999358305927653,0.10379241516966067,0.4889169030360332,274
npc_class,Oxidized glycerophospholipids,cell,C*,31,-0.008059385869604828,0.8942115768463074,0.9685448380347739,274
npc_class,Oxygenated hydrocarbons,cell,C*,1,-0.055922763368018845,0.49500998003992014,0.8602600623994728,274
npc_class,Penicillins,cell,C*,3,-0.13093855050059433,0.03992015968063872,0.35728542914171657,274
npc_class,Phenazine alkaloids,cell,C*,3,0.01946812311775815,0.718562874251497,0.9253435574893378,274
npc_class,Phenoxazine alkaloids,cell,C*,1,0.018042160051796374,0.7984031936127745,0.9387499510782358,274
npc_class,Phenylalanine-derived alkaloids,cell,C*,4,-0.04706796852782254,0.40119760479041916,0.7480663672654692,274
npc_class,Phenylethylamines,cell,C*,6,-0.09302668134784926,0.281437125748503,0.6716966067864272,274
npc_class,Phosphosphingolipids,cell,C*,34,-0.022450250479447556,0.6806387225548902,0.9253435574893378,274
npc_class,Phytoprostanes,cell,C*,1,0.08378216089418615,0.22355289421157684,0.6313674021819374,274
npc_class,Pimarane and Isopimarane diterpenoids,cell,C*,3,-0.012350669563115629,0.908183632734531,0.97344233688312,274
npc_class,Pinane monoterpenoids,cell,C*,5,-0.12742440041710115,0.029940119760479042,0.3196764366004833,274
npc_class,Piperidine alkaloids,cell,C*,5,-0.03708204204554572,0.6347305389221557,0.9253435574893378,274
npc_class,Polyamines,cell,C*,22,-0.17175379365160387,0.05588822355289421,0.3942459907770665,274
npc_class,Polyene macrolides,cell,C*,9,-0.01504393416802182,0.8822355289421158,0.962927802930724,274
npc_class,Polyether ionophores,cell,C*,1,-0.014693317301727168,0.9620758483033932,0.9931323793091782,274
npc_class,Polysaccharides,cell,C*,5,-0.07529164760207875,0.469061876247505,0.8231576063559157,274
npc_class,Prenyl quinone meroterpenoids,cell,C*,9,-0.06112573557829033,0.35528942115768464,0.7267510433678098,274
npc_class,Primary amides,cell,C*,21,-0.11029408547656722,0.05788423153692615,0.3942459907770665,274
npc_class,Prostaglandins,cell,C*,1,-0.049353884875351695,0.5209580838323353,0.8881094952951241,274
npc_class,Purine alkaloids,cell,C*,22,-0.2028071198874119,0.013972055888223553,0.3196764366004833,274
npc_class,Purine nucleosides,cell,C*,32,-0.1216409867504758,0.25349301397205587,0.6313674021819374,274
npc_class,Purine nucleotides,cell,C*,6,0.06326257683921918,0.5429141716566867,0.8981303448149572,274
npc_class,Pyrazine and Piperazine alkaloids,cell,C*,1,-0.02302047460858688,0.7045908183632734,0.9253435574893378,274
npc_class,Pyridine alkaloids,cell,C*,27,-0.14068880025084407,0.06387225548902195,0.3942459907770665,274
npc_class,Pyrimidine nucleosides,cell,C*,12,-0.06577860096108273,0.37524950099800397,0.7376215311312859,274
npc_class,Pyrrole alkaloids,cell,C*,8,0.07989190316599418,0.19161676646706588,0.6236254763200871,274
npc_class,Pyrrolidine alkaloids,cell,C*,2,0.021514818381142452,0.7025948103792415,0.9253435574893378,274
npc_class,Pyrrolizidine alkaloids,cell,C*,1,-0.014863563198307398,0.7864271457085829,0.9384697272122421,274
npc_class,Pyrroloindole alkaloids,cell,C*,3,-0.019518875285298668,0.780439121756487,0.9384697272122421,274
npc_class,Pyrroloquinoline alkaloids,cell,C*,2,0.10713587748018447,0.15568862275449102,0.6115077537233226,274
npc_class,Quinazoline alkaloids,cell,C*,8,-0.09240423809766876,0.249500998003992,0.6313674021819374,274
npc_class,Quinolizidine alkaloids,cell,C*,4,-0.10286006799103964,0.1596806387225549,0.6115077537233226,274
npc_class,Resin glycosides,cell,C*,1,0.02992571703093315,0.9321357285429142,0.9931323793091782,274
npc_class,Rotenoids,cell,C*,1,0.15320236091694414,0.003992015968063872,0.23819028609447768,274
npc_class,Scalarane sesterterpenoids,cell,C*,3,-0.07877915656435308,0.6706586826347305,0.9253435574893378,274
npc_class,Secoiridoid monoterpenoids,cell,C*,1,-0.017083244141331753,0.7924151696606786,0.9387499510782358,274
npc_class,Serrulatane and Biflorane diterpenoids,cell,C*,1,0.17086166736005376,0.3912175648702595,0.7408971530622964,274
npc_class,Shikimic acids and derivatives,cell,C*,7,-0.09333527786082532,0.6147704590818364,0.9212649082001287,274
npc_class,Simple coumarins,cell,C*,5,-0.03273193959325347,0.6726546906187625,0.9253435574893378,274
npc_class,Simple diketopiperazine alkaloids,cell,C*,6,-0.1328251310733063,0.033932135728542916,0.3196764366004833,274
npc_class,Simple indole alkaloids,cell,C*,11,-0.10677760196008373,0.0718562874251497,0.4114195850722797,274
npc_class,Simple phenolic acids,cell,C*,8,-0.12787008611826134,0.027944111776447105,0.3196764366004833,274
npc_class,Sphingoid bases,cell,C*,68,-0.054784631426967205,0.3532934131736527,0.7267510433678098,274
npc_class,Spirotetronate macrolides,cell,C*,1,-0.12074144833268924,0.023952095808383235,0.3196764366004833,274
npc_class,Steroidal alkaloids,cell,C*,12,0.042119923871748705,0.4491017964071856,0.8120123389584467,274
npc_class,Straight chain fatty acids,cell,C*,3,-0.11862327453568329,0.1157684630738523,0.5180638722554891,274
npc_class,Streptogramins,cell,C*,1,-0.03473787832609708,0.7465069860279441,0.9384697272122421,274
npc_class,Terpenoid alkaloids,cell,C*,6,0.020255149050487566,0.7644710578842315,0.9384697272122421,274
npc_class,Tetracyclic diterpenoids,cell,C*,8,-0.15014212065306956,0.029940119760479042,0.3196764366004833,274
npc_class,Tigliane diterpenoids,cell,C*,1,-0.11476707683830532,0.1157684630738523,0.5180638722554891,274
npc_class,Triacylglycerols,cell,C*,12,0.009618119107170177,0.8662674650698603,0.9615830068258545,274
npc_class,Tricyclic guanidine alkaloids,cell,C*,5,-0.0060316326009756584,0.93812375249501,0.9931323793091782,274
npc_class,Tripeptides,cell,C*,706,-0.09298584627051783,0.24750499001996007,0.6313674021819374,274
npc_class,Tropane alkaloids,cell,C*,6,0.0818028686641825,0.22954091816367264,0.6313674021819374,274
npc_class,Unsaturated fatty acids,cell,C*,15,-0.14168400942123568,0.28542914171656686,0.6722607416745456,274
npc_class,Ursane and Taraxastane triterpenoids,cell,C*,1,-0.051433082564727076,0.5369261477045908,0.8981303448149572,274
npc_class,Valerenane sesquiterpenoids,cell,C*,1,-0.05899085063783573,0.3153692614770459,0.6969271333875459,274
npc_class,Wax monoesters,cell,C*,38,-0.10957772154852448,0.4471057884231537,0.8120123389584467,274
classyfire_class,5'-deoxyribonucleosides,cell,C*,10,-0.03585407293436492,0.6526946107784432,0.7427214536444353,274
classyfire_class,Alkyl halides,cell,C*,2,-0.0455728878025931,0.4151696606786427,0.6227544910179641,274
classyfire_class,"Allyl-type 1,3-dipolar organic compounds",cell,C*,5,-0.09713527348563847,0.12375249500998003,0.40838323353293415,274
classyfire_class,Anthracenes,cell,C*,1,-0.037022524094981794,0.5608782435129741,0.6855178531825239,274
classyfire_class,Aryl halides,cell,C*,10,-0.13470821149653267,0.043912175648702596,0.2533394748963611,274
classyfire_class,Azacyclic compounds,cell,C*,6,-0.08567520071169706,0.20359281437125748,0.4633491637414825,274
classyfire_class,Azoles,cell,C*,16,-0.1286640366932338,0.0499001996007984,0.2533394748963611,274
classyfire_class,Benzazepines,cell,C*,1,-0.042963045620480346,0.4530938123752495,0.6308152924919391,274
classyfire_class,Benzene and substituted derivatives,cell,C*,99,-0.1247905379292241,0.04590818363273453,0.2533394748963611,274
classyfire_class,Benzopyrans,cell,C*,2,-0.07223462668718145,0.2634730538922156,0.530938123752495,274
classyfire_class,Benzoxadiazoles,cell,C*,1,0.24875780790937738,0.07984031936127745,0.32934131736526945,274
classyfire_class,Biotin and derivatives,cell,C*,3,-0.06652894954336189,0.3812375249500998,0.602224123182207,274
classyfire_class,Boronic acid derivatives,cell,C*,2,-0.07221129235727776,0.38323353293413176,0.602224123182207,274
classyfire_class,Carboxylic acids and derivatives,cell,C*,1580,-0.10593581600880875,0.281437125748503,0.5344739093242087,274
classyfire_class,Cinnamaldehydes,cell,C*,1,-0.13688588783479297,0.015968063872255488,0.19760479041916168,274
classyfire_class,Cinnamic acids and derivatives,cell,C*,1,-0.03140012444477671,0.5728542914171657,0.6874251497005989,274
classyfire_class,Coumarins and derivatives,cell,C*,1,-0.08054351567202783,0.18762475049900199,0.44696321642429426,274
classyfire_class,Diazines,cell,C*,9,-0.20477420389829148,0.023952095808383235,0.19760479041916168,274
classyfire_class,Fatty Acyls,cell,C*,360,-0.12441485521777494,0.4590818363273453,0.6308152924919391,274
classyfire_class,Flavonoids,cell,C*,2,0.0064103298188849436,0.9401197604790419,0.9401197604790419,274
classyfire_class,Glycerolipids,cell,C*,55,-0.1104760932498159,0.49700598802395207,0.6308152924919391,274
classyfire_class,Glycerophospholipids,cell,C*,266,-0.04910097202068006,0.43912175648702595,0.6308152924919391,274
classyfire_class,Heteroaromatic compounds,cell,C*,7,-0.1368975549997448,0.023952095808383235,0.19760479041916168,274
classyfire_class,Imidazopyrimidines,cell,C*,4,-0.07688399192048832,0.2654690618762475,0.530938123752495,274
classyfire_class,Imidolactams,cell,C*,1,-0.09667936932997027,0.11177644710578842,0.3882760794201071,274
classyfire_class,Indanes,cell,C*,1,-0.022443126638415804,0.6946107784431138,0.7537057033474036,274
classyfire_class,Indoles and derivatives,cell,C*,14,-0.14131649372525287,0.041916167664670656,0.2533394748963611,274
classyfire_class,Isoflavonoids,cell,C*,7,-0.0455734046974923,0.49101796407185627,0.6308152924919391,274
classyfire_class,Lactones,cell,C*,1,-0.0468402003175887,0.4530938123752495,0.6308152924919391,274
classyfire_class,Macrolides and analogues,cell,C*,10,-0.05068653973763461,0.6227544910179641,0.7210841474944848,274
classyfire_class,Naphthalenes,cell,C*,4,-0.16675791361922754,0.023952095808383235,0.19760479041916168,274
classyfire_class,Organic carbonic acids and derivatives,cell,C*,5,-0.08854824008108682,0.2834331337325349,0.5344739093242087,274
classyfire_class,Organic metal salts,cell,C*,1,-0.07350189146186507,0.32335329341317365,0.5616136148755121,274
classyfire_class,Organic phosphonic acids and derivatives,cell,C*,3,-0.12976191691520159,0.015968063872255488,0.19760479041916168,274
classyfire_class,Organic phosphoric acids and derivatives,cell,C*,3,-0.07073772942386082,0.4151696606786427,0.6227544910179641,274
classyfire_class,Organic sulfonic acids and derivatives,cell,C*,3,-0.1374435783194908,0.00998003992015968,0.19760479041916168,274
classyfire_class,Organic sulfuric acids and derivatives,cell,C*,1,-0.11231942470726518,0.3213572854291417,0.5616136148755121,274
classyfire_class,Organochlorides,cell,C*,1,-0.11719988041155929,0.0499001996007984,0.2533394748963611,274
classyfire_class,Organonitrogen compounds,cell,C*,76,-0.060681216593625374,0.3193612774451098,0.5616136148755121,274
classyfire_class,Organooxygen compounds,cell,C*,119,-0.1578570334774715,0.1656686626746507,0.44696321642429426,274
classyfire_class,Oxacyclic compounds,cell,C*,1,-0.15515916310922667,0.17165668662674652,0.44696321642429426,274
classyfire_class,Oxazinanes,cell,C*,1,-0.1465363833247045,0.005988023952095809,0.19760479041916168,274
classyfire_class,Peptidomimetics,cell,C*,30,-0.13626461130110767,0.2315369261477046,0.5093812375249501,274
classyfire_class,Phenanthrenes and derivatives,cell,C*,1,-0.020664590883568996,0.6966067864271457,0.7537057033474036,274
classyfire_class,Phenol ethers,cell,C*,13,-0.10209206851542621,0.1377245508982036,0.4328485885372113,274
classyfire_class,Phenols,cell,C*,3,-0.01830374005556486,0.7325349301397206,0.779795248213251,274
classyfire_class,Phosphacyclic compounds,cell,C*,1,0.014484590981356465,0.8023952095808383,0.8274700598802395,274
classyfire_class,Piperidines,cell,C*,4,0.022890754252144818,0.8263473053892215,0.839060340856748,274
classyfire_class,Polypeptides,cell,C*,7,-0.10344878922350101,0.10778443113772455,0.3882760794201071,274
classyfire_class,Prenol lipids,cell,C*,94,-0.11635342759430355,0.10978043912175649,0.3882760794201071,274
classyfire_class,Pteridines and derivatives,cell,C*,3,0.016230484843623546,0.7764471057884231,0.8134207774926338,274
classyfire_class,Purine nucleosides,cell,C*,11,-0.15342876102000186,0.18962075848303392,0.44696321642429426,274
classyfire_class,Purine nucleotides,cell,C*,6,0.061966354813070154,0.5469061876247505,0.6810529883628968,274
classyfire_class,Pyrimidine nucleosides,cell,C*,1,-0.13542691339078855,0.06387225548902195,0.29860279441117765,274
classyfire_class,Quinolines and derivatives,cell,C*,4,-0.021571725542621958,0.6706586826347305,0.7502283568456307,274
classyfire_class,Saccharolipids,cell,C*,11,-0.06032303462960397,0.47904191616766467,0.6308152924919391,274
classyfire_class,Saturated hydrocarbons,cell,C*,1,-0.17354178668047285,0.003992015968063872,0.19760479041916168,274
classyfire_class,Sphingolipids,cell,C*,98,-0.027974653084142122,0.5868263473053892,0.6916167664670658,274
classyfire_class,Steroids and steroid derivatives,cell,C*,47,-0.10168021759262638,0.2554890219560878,0.530938123752495,274
classyfire_class,Stilbenes,cell,C*,1,-0.10937365363871547,0.18762475049900199,0.44696321642429426,274
classyfire_class,Sulfonyls,cell,C*,1,-0.15625219683483513,0.14570858283433133,0.43712574850299396,274
classyfire_class,Tetrapyrroles and derivatives,cell,C*,5,0.1029099517868933,0.18962075848303392,0.44696321642429426,274
classyfire_class,Thiocarboxylic acids and derivatives,cell,C*,1,-0.05699497582709263,0.48902195608782434,0.6308152924919391,274
classyfire_class,Thioethers,cell,C*,1,-0.10798487760194338,0.06786427145708583,0.29860279441117765,274
classyfire_class,Thiophenol ethers,cell,C*,1,0.06562485543752776,0.36127744510978044,0.602224123182207,274
classyfire_class,Triazines,cell,C*,4,-0.1112058744175533,0.37924151696606784,0.602224123182207,274
npc_pathway,Alkaloids,supernatant,C*,235,-0.034507371397247626,0.564870259481038,0.564870259481038,275
npc_pathway,Amino acids and Peptides,supernatant,C*,1465,0.09317734629699087,0.4231536926147705,0.49367930805056554,275
npc_pathway,Carbohydrates,supernatant,C*,84,-0.1552909610224749,0.0998003992015968,0.23286759813705923,275
npc_pathway,Fatty acids,supernatant,C*,966,-0.05799486454516604,0.35728542914171657,0.49367930805056554,275
